Level,ExpToNextLevel,GoodReward1,GoodAmount1,GoodReward2,GoodAmount2,GoodReward3,GoodAmount3,PaidGoodReward1,PaidGoodAmount1,PaidGoodReward2,PaidGoodAmount2,PaidGoodReward3,PaidGoodAmount3,ThresholdRewardSet1,ThresholdRewardSet2,ThresholdRewardSet3,ThresholdRewardSet4,ThresholdRewardSet5,MaxFields,MaxEvents,CaretakerStorageCapacity,MillerStorageCapacity,MaxCatAmount,MaxCatHouseAmount,MaxDogAmount,MaxDogHouseAmount,MaxHorseAmount,MaxPonyAmount,MaxHorseHouseAmount,MaxDonkeyAmount,MaxDonkeyHouseAmount,MaxBunnyAmount,MaxBunnyHouseAmount,MaxKittenAmount,MaxKittenHouseAmount,MaxPuppyAmount,MaxPuppyHouseAmount,MaxGuineaPigAmount,MaxGuineaPigHouseAmount,MaxBirdAmount,MaxBirdHouseAmount,MaxChickenHabitats,MaxCowHabitats,MaxSheepHabitats,MaxPigHabitats,MaxGoatHabitats,MaxHammermills,MaxSugarMills,MaxSmelters,MaxBeeHabitats,MaxSquirrelHabitats,MinGoodsInOrderDelivery,MaxGoodsInOrderDelivery,OrderCancelTimeMin,OrderSpeedUpPrice,BoatOrderSpeedUpPrice,MaxOrderCount,CashExpMultiplier,EventCounterClicks,OrderMinValue,OrderMaxValue,DiamondsToCoinsRate,DiamondsToCoinsRateV2,GuestOrderValue,MinCrateAmountInBoatOrder,MaxCrateAmountInBoatOrder,MinBoatOrderValue,MaxBoatOrderValue,MinGoodTypesInBoatOrder,MaxGoodTypesInBoatOrder,MinBoatStayTimeMinutes,MaxBoatStayTimeMinutes,BoatETAMinutes,BoatRewardMultiplier,SpecialOrderProbablity,SpecialOrderMaxCount,TruckCoinMultiplier,TruckEXPMultiplier,BoatCrateCoinMultiplier,BoatCrateEXPMultiplier,EXPEventCurrencyMultiplier
340,3347000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,248,992,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
341,3358000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,249,996,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
342,3369000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,249,996,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
343,3380000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,250,1000,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
344,3391000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,250,1000,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
345,3402000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,251,1004,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
346,3413000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,251,1004,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
347,3424000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,252,1008,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
348,3435000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,252,1008,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
349,3446000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,253,1012,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
350,3457000,FreeDiamonds,50,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,253,1012,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
351,3468000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,254,1016,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
352,3479000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,254,1016,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
353,3490000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,255,1020,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
354,3501000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,255,1020,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
355,3512000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,256,1024,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
356,3523000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,256,1024,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
357,3534000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,257,1028,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
358,3545000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,257,1028,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
359,3556000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,258,1032,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
360,3567000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,258,1032,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
361,3578000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,259,1036,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
362,3589000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,259,1036,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
363,3600000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,260,1040,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
364,3611000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,260,1040,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
365,3622000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,261,1044,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
366,3633000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,261,1044,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
367,3644000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,262,1048,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
368,3655000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,262,1048,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
369,3666000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,263,1052,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
370,3677000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,263,1052,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
371,3688000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,264,1056,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
372,3699000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,264,1056,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
373,3710000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,265,1060,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
374,3721000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,265,1060,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
375,3732000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,266,1064,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
376,3743000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,266,1064,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
377,3754000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,267,1068,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
378,3765000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,267,1068,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
379,3776000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,268,1072,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
380,3787000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,268,1072,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
381,3798000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,269,1076,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
382,3809000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,269,1076,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
383,3820000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,270,1080,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
384,3831000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,270,1080,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
385,3842000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,271,1084,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
386,3853000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,271,1084,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
387,3864000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,272,1088,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
388,3875000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,272,1088,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
389,3886000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,273,1092,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
390,3897000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,273,1092,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
391,3908000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,274,1096,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
392,3919000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,274,1096,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
393,3930000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,275,1100,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
394,3941000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,275,1100,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
395,3952000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,276,1104,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
396,3963000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,276,1104,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
397,3974000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,277,1108,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
398,3985000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,277,1108,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
399,3996000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,278,1112,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
400,4007000,FreeDiamonds,300,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,278,1112,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
401,4018000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,279,1116,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
402,4029000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,279,1116,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
403,4040000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,280,1120,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
404,4051000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,280,1120,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
405,4062000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,281,1124,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
406,4073000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,281,1124,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
407,4084000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,282,1128,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
408,4095000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,282,1128,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
409,4106000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,283,1132,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
410,4117000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,283,1132,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
411,4128000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,284,1136,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
