Name,TaskType,SubTaskType,TID,DescriptionTID,IconTooltipTID,ExportName,SubTaskIcon,MinRequiredQuantity,MaxRequiredQuantity,Deprecated,MinXPLevelForSpawn,SpawnProbabilityWeightLeague1,SpawnProbabilityWeightLeague2,SpawnProbabilityWeightLeague3,SpawnProbabilityWeightLeague4,SpawnProbabilityWeightLeague5,MinEventTimeMinLeftForSpawn,TaskParam1,TaskParam2,TaskParam3,MinRewardNeighborhoodPoints,MaxRewardNeighborhoodPoints,MinTaskDurationMin,MaxTaskDurationMin,CooldownIntervalSeconds,AdminCooldownIntervalSeconds,InstantCompleteCooldown,MinRepLevelForSpawn,TaskTags
CollectGoodHardFrutti di Mare Pizza,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,19,29,,45,2,11,15,20,6,0,Frutti di Mare Pizza,Bakery,,235,320,513,783,1800,1800,5,,Hard;CollectGood;Regular;Frutti di Mare Pizza
CollectGoodHardRoasted Tomatoes,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,17,,30,2,11,15,20,6,0,Roasted Tomatoes,Barbecue_Grill,,235,320,1782,2754,1800,1800,5,,Hard;CollectGood;Regular;Roasted Tomatoes
CollectGoodHardFish and Chips,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,12,,41,2,11,15,20,6,0,Fish and Chips,Barbecue_Grill,,235,320,1458,1944,1800,1800,5,,Hard;CollectGood;Regular;Fish and Chips
CollectGoodHardLobster Skewer,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,13,19,,48,2,11,15,20,6,0,Lobster Skewer,Barbecue_Grill,,235,320,936,1368,1800,1800,5,,Hard;CollectGood;Regular;Lobster Skewer
CollectGoodHardCarrot Pie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,17,25,,18,2,11,15,20,6,0,Carrot Pie,Pie_Oven,,235,320,1836,2700,1800,1800,5,,Hard;CollectGood;Regular;Carrot Pie
CollectGoodHardButter Popcorn,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,17,25,,18,2,11,15,20,6,0,Butter Popcorn,Popcorn_Pot,,235,320,1836,2700,1800,1800,5,,Hard;CollectGood;Regular;Butter Popcorn
CollectGoodHardHoney Popcorn,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,17,,40,2,11,15,20,6,0,Honey Popcorn,Popcorn_Pot,,235,320,1782,2754,1800,1800,5,,Hard;CollectGood;Regular;Honey Popcorn
CollectGoodHardHamburger,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,13,,18,2,11,15,20,6,0,Hamburger,Barbecue_Grill,,235,320,1944,2808,1800,1800,5,,Hard;CollectGood;Regular;Hamburger
CollectGoodHardBananaBread,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,18,27,,91,2,11,15,20,6,0,BananaBread,Bakery,,235,320,972,1458,1800,1800,5,,Hard;CollectGood;Regular;BananaBread
CollectGoodHardGrilled Onion,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,16,24,,68,2,11,15,20,6,0,Grilled Onion,Barbecue_Grill,,235,320,1728,2592,1800,1800,5,,Hard;CollectGood;Regular;Grilled Onion
CollectGoodHardBananaPancakes,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,10,15,,94,2,11,15,20,6,0,BananaPancakes,Barbecue_Grill,,235,320,1080,1620,1800,1800,5,,Hard;CollectGood;Regular;BananaPancakes
CollectGoodHardGoat Cheese Toast,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,16,,92,2,11,15,20,6,0,Goat Cheese Toast,Sandwich_Bar,,235,320,990,1440,1800,1800,5,,Hard;CollectGood;Regular;Goat Cheese Toast
CollectGoodHardMixedSmoothie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,15,22,,88,2,11,15,20,6,0,MixedSmoothie,Smoothie_Mixer,,235,320,810,1188,1800,1800,5,,Hard;CollectGood;Regular;MixedSmoothie
CollectGoodHardTaco,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,13,,77,2,11,15,20,6,0,Taco,Taco_Kitchen,,235,320,729,1053,1800,1800,5,,Hard;CollectGood;Regular;Taco
CollectGoodHardQuesadilla,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,13,20,,82,2,11,15,20,6,0,Quesadilla,Taco_Kitchen,,235,320,1404,2160,1800,1800,5,,Hard;CollectGood;Regular;Quesadilla
CollectGoodHardMilk Tea,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,16,23,,81,2,11,15,20,6,0,Milk Tea,Tea_Stand,,235,320,1296,1863,1800,1800,5,,Hard;CollectGood;Regular;Milk Tea
CollectGoodHardHoney Tea,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,15,22,,83,2,11,15,20,6,0,Honey Tea,Tea_Stand,,235,320,1080,1584,1800,1800,5,,Hard;CollectGood;Regular;Honey Tea
CollectGoodHardOrange Tea,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,12,19,,89,2,11,15,20,6,0,Orange Tea,Tea_Stand,,235,320,864,1368,1800,1800,5,,Hard;CollectGood;Regular;Orange Tea
MysteryTaskCarOrders,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,CarOrderHard,,,,,,,1800,1800,5,,Mystery;CarOrder;Deprecated
MysteryTaskBoatOrders,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,BoatOrderHard,,,,,,,1800,1800,5,,Mystery;BoatOrder;Deprecated
MysteryTaskServeTownVisitor,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,ServeTownVisitorHard,,,,,,,1800,1800,5,,Mystery;ServeTownVisitor;Deprecated
MysteryTaskCrops,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,HarvestCropHardWheat,,,,,,,1800,1800,5,,Mystery;Crop;Deprecated
,,,,,,,,,,,,,,,,,,HarvestCropHardCorn,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,HarvestCropHardSoybean,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,HarvestCropHardSugarcane,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,HarvestCropHardCarrot,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,HarvestCropHardIndigo,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,HarvestCropHardPumpkin,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,HarvestCropHardCotton,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,HarvestCropHardChili,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,HarvestCropHardTomato,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,HarvestCropHardStrawberry,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,HarvestCropHardPotato,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,HarvestCropHardRice,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,HarvestCropHardLettuce,,,,,,,,,,,
MysteryTaskCombo,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,ComboTask_Orders_320,,,,,,,1800,1800,5,,Mystery;Combo;Deprecated
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Breakfast_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Pets_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Sweets_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Cornucopia_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Townies_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Townies2_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Crafts_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Market_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Muscles_320,,,,,,,,,,,
MysteryTaskCollectGood,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,CollectGoodHardApple Juice,,,,,,,1800,1800,5,,Mystery;CollectGood;Deprecated
,,,,,,,,,,,,,,,,,,CollectGoodHardBacon and Eggs,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardBaked Potato,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardBerry Cake,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardBlackberry Muffin,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardCarrot Cake,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardChili Popcorn,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardCotton Shirt,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardFeta Pie,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardGoat Cheese,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardYogurtSmoothie,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOliveOil,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardPotato Bread,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardPumpkin Pie,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardBlue Woolly Hat,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardSyrup,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardToffee,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardTofu Dog,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardTomato Juice,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardVanilla Ice Cream,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardStrawberry Candle,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardRaspberry Candle,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardSweater,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHoney Toast,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLemon Curd,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardGreenSmoothie,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardSushiRoll,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Chocolate,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardCookie,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardRaspberry Muffin,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardFrutti di Mare Pizza,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardRoasted Tomatoes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardFish and Chips,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardCarrot Pie,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardButter Popcorn,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHoney Popcorn,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHamburger,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardBananaBread,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardGrilled Onion,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardBananaPancakes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardGoat Cheese Toast,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardMixedSmoothie,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardTaco,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardQuesadilla,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardMilk Tea,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHoney Tea,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,,,,,,,,,
MysteryTaskFishing,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,FishLureHard,,,,,,,1800,1800,5,,Mystery;FishLure;Deprecated
MysteryTaskMining,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,ExcavateOreHard,,,,,,,1800,1800,5,,Mystery;ExcavateOre;Deprecated
MysteryTaskFeedAnimal,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,FeedAnimalHard,,,,,,,1800,1800,5,,Mystery;FeedAnimal;Deprecated
MysteryTaskAnimalProducts,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,CollectAnimalProductHardEgg,,,,,,,1800,1800,5,,Mystery;AnimalProduct;Deprecated
,,,,,,,,,,,,,,,,,,CollectAnimalProductHardMilk,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectAnimalProductHardWool,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectAnimalProductHardBacon,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,CollectAnimalProductHardGoat Milk,,,,,,,,,,,
MysteryTaskServeSpecificTownie,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,ServeTownVisitorFrenchLadyHard,,,,,,,1800,1800,5,,Mystery;Townie;Deprecated
,,,,,,,,,,,,,,,,,,ServeTownVisitorCletusHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ServeTownVisitorSalesmanHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ServeTownVisitorMechanicHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ServeTownVisitorLeylaHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ServeTownVisitorTeacherHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ServeTownVisitorStrongmanHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ServeTownVisitorGrandpaHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ServeTownVisitorCowboyHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ServeTownVisitorActressHard,,,,,,,,,,,
MysteryTaskTownBuilding,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,UseTownBuildingGroceryStoreHard,,,,,,,1800,1800,5,,Mystery;UseTownBuilding;Deprecated
,,,,,,,,,,,,,,,,,,UseTownBuildingMovietheaterHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,UseTownBuildingDinerHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,UseTownBuildingBedAndBreakfastHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,UseTownBuildingSpaHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,UseTownBuildingBeachCafeHard,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,UseTownBuildingGiftShopHard,,,,,,,,,,,
MysteryTaskHelp,Mystery,,TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,,icon_mystery_task,,,,,,,,,,,,GiveHelpDifficult,,,,,,,1800,1800,5,,Mystery;GiveHelp;Deprecated
UseTownBuildingGroceryStoreEasy,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_store_lvl1,,2,4,,34,10,32,16,8,,0,Grocery Store,,,50,90,0,0,1800,1800,5,1,Easy;UseTownBuilding
UseTownBuildingMovietheaterEasy,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_movietheater_lvl1,,2,4,,34,10,32,16,8,,0,Movietheater,,,50,90,0,0,1800,1800,5,2,Easy;UseTownBuilding;Movietheater
UseTownBuildingDinerEasy,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_diner_lvl1,,2,4,,34,10,32,16,8,,0,Diner,,,50,90,0,0,1800,1800,5,3,Easy;UseTownBuilding;Diner
UseTownBuildingBedAndBreakfastEasy,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_bb_lvl1,,2,4,,34,10,32,16,8,,0,Bed and Breakfast,,,50,90,0,0,1800,1800,5,3,Easy;UseTownBuilding;Bed and Breakfast
UseTownBuildingSpaEasy,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_spa_lvl1,,2,4,,34,10,32,16,8,,0,Spa,,,50,90,0,0,1800,1800,5,9,Easy;UseTownBuilding;Spa
UseTownBuildingBeachCafeEasy,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_beachbar_lvl1,,2,4,,34,10,32,16,8,,0,Beach cafe,,,50,90,0,0,1800,1800,5,13,Easy;UseTownBuilding;Beach cafe
UseTownBuildingGiftShopEasy,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_souvenier_lvl1,,2,4,,34,10,32,16,8,,0,Gift shop,,,50,90,0,0,1800,1800,5,11,Easy;UseTownBuilding;Gift shop
UseTownBuildingGroceryStoreMedium,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_store_lvl1,,8,10,,34,10,28,24,20,,0,Grocery Store,,,120,190,0,0,1800,1800,5,1,Medium;UseTownBuilding;Grocery Store
UseTownBuildingMovietheaterMedium,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_movietheater_lvl1,,8,10,,34,10,28,24,20,,0,Movietheater,,,120,190,0,0,1800,1800,5,2,Medium;UseTownBuilding;Movietheater
UseTownBuildingDinerMedium,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_diner_lvl1,,8,10,,34,10,28,24,20,,0,Diner,,,120,190,0,0,1800,1800,5,3,Medium;UseTownBuilding;Diner
UseTownBuildingBedAndBreakfastMedium,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_bb_lvl1,,6,8,,34,10,28,24,20,,0,Bed and Breakfast,,,120,190,0,0,1800,1800,5,3,Medium;UseTownBuilding;Bed and Breakfast
UseTownBuildingSpaMedium,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_spa_lvl1,,8,10,,34,10,28,24,20,,0,Spa,,,120,190,0,0,1800,1800,5,9,Medium;UseTownBuilding;Spa
UseTownBuildingBeachCafeMedium,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_beachbar_lvl1,,8,10,,34,10,28,24,20,,0,Beach cafe,,,120,190,0,0,1800,1800,5,13,Medium;UseTownBuilding;Beach cafe
UseTownBuildingGiftShopMedium,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_souvenier_lvl1,,8,10,,34,10,28,24,20,,0,Gift shop,,,120,190,0,0,1800,1800,5,11,Medium;UseTownBuilding;Gift shop
UseTownBuildingGroceryStoreHard,UseTownBuilding,,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,shop_icon_store_lvl1,,12,16,,34,10,44,60,80,24,0,Grocery Store,,,235,320,0,0,1800,1800,5,1,Hard;UseTownBuilding;Grocery Store
