TID,FR
TID_TRAIN,Quai et voie ferrée
TID_TRAIN_BEACHCAFE,Buvette de plage
TID_TRAIN_BEACHCAFE_DESC,Propose des produits sympa et branchés.
TID_TRAIN_BEDANDBREAKFAST,Gîte rural
TID_TRAIN_BEDANDBREAKFAST_DESC,Propose de bons petits déjeuners et des lits douillets.
TID_TRAIN_DINER,Resto
TID_TRAIN_DINER_DESC,Propose les meilleurs plats cuisinés de la région.
TID_TRAIN_GROCERYSTORE,Épicerie
TID_TRAIN_GROCERYSTORE_DESC,Propose des produits bio tout frais.
TID_TRAIN_ITEM_BRICKS,Brique
TID_TRAIN_ITEM_BRICKS_DESC,Pour améliorer les bâtiments de votre ville
TID_TRAIN_ITEM_HAMMER,Marteau
TID_TRAIN_ITEM_HAMMER_DESC,Pour améliorer les bâtiments de votre ville
TID_TRAIN_ITEM_HAND_DRILL,Chignole
TID_TRAIN_ITEM_HAND_DRILL_DESC,Pour améliorer les bâtiments de votre ville
TID_TRAIN_ITEM_MAP_PIECE,Morceau de carte
TID_TRAIN_ITEM_MAP_PIECE_DESC,Pour étendre votre zone urbaine
TID_TRAIN_ITEM_PAINT_BUCKET,Seau de peinture
TID_TRAIN_ITEM_PAINT_BUCKET_DESC,Pour améliorer les bâtiments de votre ville
TID_TRAIN_ITEM_STONES,Pierre de taille
TID_TRAIN_ITEM_STONES_DESC,Pour améliorer les bâtiments de votre ville
TID_TRAIN_ITEM_TAR_BUCKET,Pot de goudron
TID_TRAIN_ITEM_TAR_BUCKET_DESC,Pour améliorer les bâtiments de votre ville
TID_TRAIN_MOVIETHEATER,Cinéma
TID_TRAIN_MOVIETHEATER_DESC,Propose des en-cas savoureux et de bons moments.
TID_TRAIN_NEIGHBORHOOD_PLATFORM,Quai de voisinage
TID_TRAIN_PICK_UP_FROM_FRIEND_TOOLTIP_DESCRIPTION,Inviter <PASSENGER> à prendre mon train personnel.
TID_TRAIN_SPA,Spa
TID_TRAIN_SPA_DESC,Propose des produits pleins de vitamines.
TID_TRAIN_STATE_ARRIVING,Le train express arrive
TID_TRAIN_STATE_AWAY,Le prochain train express arrive dans : <TIME>
TID_TRAIN_STATE_LEAVING,Le train express quitte votre ville
TID_TRAIN_STATE_STOPPED,Le train express est en ville
TID_TRAIN_STATION_GET_TRAIN_NOW,Arrivée immédiate
TID_TRAIN_STATION_IMAGE_TOOLTIP,Le train arrive toutes les <TIME> et amène <MAX CAPACITY> visiteurs. Améliorez la gare pour accueillir plus de visiteurs.
TID_TRAIN_STATION_PICKUP_SLOT_NONE_AVAILABLE,Améliorez la gare de voisinage pour déverrouiller plus d'emplacements sur le quai !
TID_TRAIN_STATION_TITLE,Gare (niveau <LEVEL>)
TID_TRAIN_STATION_UPGRADE,Améliorer
TID_TRAIN_STATION_UPGRADE_DESCRIPTION,Capacité actuelle du train : <OLD MAX CAPACITY>\n\nAméliorer à : <NEW MAX CAPACITY>
TID_TRAIN_STATION_UPGRADE_REPUTATION_REQUIRED_TEXT,Une réputation de niveau <REPUTATION LEVEL> est nécessaire pour cette amélioration.
TID_TRAIN_STATION_UPGRADE_TITLE,Améliorer la gare
TID_TRAIN_STATION_VISITOR_AMOUNT,Visiteurs dans le prochain train : <AMOUNT>
TID_TRAIN_STATION_VISITOR_AMOUNT_VILLAGE_CAPACITY_FULL,Votre ville ne peut accueillir que <AMOUNT> visiteur(s) !
TID_TRAIN_TOWNHALL,Hôtel de ville
TID_TRAIN_TOWNHALL_DESC,À améliorer pour augmenter la capacité d'accueil de votre ville.
TID_TRAIN_TRAINSTATION,Renvoyer
TID_TYPE_TRAIN_STATION_PASSENGER_ALREADY_PICKED,"Désolé, quelqu'un a déjà recueilli ce visiteur !"
TID_VISITOR_PICK_UP_PASSENGER_MANIFEST,Visiteurs en attente sur le quai :
TID_VISITOR_PICK_UP_PERSONAL_TRAIN_CAPACITY,Capacité du train personnel :
TID_VISITOR_PICK_UP_PERSONAL_TRAIN_FULL_DESCRIPTION,Le train personnel est plein ! Améliorez-le pour accueillir plus de passagers.
TID_VISITOR_PICK_UP_PERSONAL_TRAIN_IS_ON_COOLDOWN,Le train est en cours de maintenance ! Accélérez l'opération !
TID_VISITOR_PICK_UP_TITLE,Train personnel
TID_VISITOR_PICK_UP_PERSONAL_TRAIN_UNREPAIRED,Réparez votre train personnel en premier pour passer prendre des visiteurs dans le voisinage.
TID_ISSUE_TYPE_TELEPHONE_HELP,Aide téléphonique (coréen uniquement)
TID_TELEPHONE_HELP_TITLE,Aide téléphonique - Titre (coréen uniquement)
TID_TELEPHONE_HELP_TEXT,Aide téléphonique - Texte (coréen uniquement)
TID_TELEPHONE_HELP_OK,Aide téléphonique - OK (coréen uniquement)
TID_TOWN_ROAD_01,Route en ciment
TID_TOWN_ROAD_02,Route en pierre
TID_TOWN_HALL_PASSENGER_STATE_GOING_HOME,Rentre à la maison
TID_NAME_AND_TITLE_FORMAT,"<NAME>, <TITLE>"
TID_TOWN_ROAD_03,Route pavée
TID_TUTORIAL_93_DRASINE_UNLOCKED,Le maire est très impressionné par votre travail à la ferme ! Il aimerait vous montrer quelque chose.
TID_TUTORIAL_93A_DRASINE_UNLOCKED,Réparez le quai pour voir où mène cette voie ferrée.
TID_TUTORIAL_94_DRASINE_FIXED,"Formidable ! Quelle jolie draisine à bras ! Elle ressemble comme deux gouttes d'eau à celle qu'avait votre oncle. Allez, touchez-la et voyons où elle nous mènera !"
TID_TUTORIAL_95_TRAIN_AREA_WELCOME,"Wouaouh ! C'est la vieille ville que votre oncle avait créée avec le maire. Quand il a pris sa retraite, personne n'a voulu s'en occuper. Vous devriez la reconstruire !"
TID_TUTORIAL_96A_PAINT_TRAIN_STATION,Remontez vos manches et mettons-nous au travail ! Commencez par réparer la gare.
TID_TUTORIAL_97A_TAP_FIRST_VISITOR,Vos premiers visiteurs ! C'est génial ! Touchez l'un d'entre eux pour voir ce qu'il lui faut.
TID_TUTORIAL_98A_PLACE_GROCERY,Fabuleux ! Construisez une épicerie en la choisissant dans le magasin.
TID_TUTORIAL_99_GROCERY_STORE_BUILT,"Excellent travail ! Maintenant que l'épicerie est construite, il est temps de servir nos visiteurs !"
TID_COAL_ORE,Charbon
TID_IRON_ORE,Minerai de fer
TID_COAL_ORE_DESCRIPTION,À récupérer dans la mine
TID_IRON_ORE_DESCRIPTION,À récupérer dans la mine
TID_COAL_BAR,Charbon raffiné
TID_IRON_BAR,Lingot de fer
TID_IRONBRACELET,Bracelet en fer
TID_VISITOR_PICK_UP_SELECTED,Sélectionné
TID_TUTORIAL_100A_SEND_TO_GROCERY,Touchez un visiteur pour l'envoyer à l'épicerie !
TID_TUTORIAL_SERVICE_BUILDING_TITLE,Servir des visiteurs
TID_TUTORIAL_101A_SERVICE_VISITOR,Touchez l'image du visiteur et faites glisser le blé et les œufs dessus pour le servir !
TID_NAME_MALE_0,Aaron
TID_NAME_MALE_1,Adrian
TID_NAME_MALE_2,Alberto
TID_NAME_MALE_3,Alejandro
TID_NAME_MALE_4,Alex
TID_NAME_MALE_5,Alexander
TID_NAME_MALE_6,Alfonso
TID_NAME_MALE_7,Andrew
TID_NAME_MALE_8,Andy
TID_NAME_MALE_9,Anthony
TID_NAME_MALE_10,Antoine
TID_NAME_MALE_11,Arthur
TID_NAME_MALE_12,Austin
TID_NAME_MALE_13,Axel
TID_NAME_MALE_14,Ben
TID_NAME_MALE_15,Benjamin
TID_NAME_MALE_16,Billy
TID_NAME_MALE_17,Brandon
TID_NAME_MALE_18,Bruno
TID_NAME_MALE_19,Charles
TID_NAME_MALE_20,Christian
TID_NAME_MALE_21,Christopher
TID_NAME_MALE_22,Clark
TID_NAME_MALE_23,Craig
TID_NAME_MALE_24,Daniel
TID_NAME_MALE_25,David
TID_NAME_MALE_26,Dominic
TID_NAME_MALE_27,Edward
TID_NAME_MALE_28,Elijah
TID_NAME_MALE_29,Elliot
TID_NAME_MALE_30,Eric
TID_NAME_MALE_31,Ethan
TID_NAME_MALE_32,Evan
TID_NAME_MALE_33,Henry
TID_NAME_MALE_34,Ian
TID_NAME_MALE_35,Jack
TID_NAME_MALE_36,James
TID_NAME_MALE_37,John
TID_NAME_MALE_38,Joseph
TID_NAME_MALE_39,Juan
TID_NAME_MALE_40,Leonard
TID_NAME_MALE_41,Liam
TID_NAME_MALE_42,Logan
TID_NAME_MALE_43,Lucas
TID_NAME_MALE_44,Luke
TID_NAME_MALE_45,Malcolm
TID_NAME_MALE_46,Martin
TID_NAME_MALE_47,Matthew
TID_NAME_MALE_48,Michael
TID_NAME_MALE_49,Morgan
TID_NAME_MALE_50,Nate
TID_NAME_MALE_51,Nathan
TID_NAME_MALE_52,Neil
TID_NAME_MALE_53,Nicholas
TID_NAME_MALE_54,Oliver
TID_NAME_MALE_55,Peter
TID_NAME_MALE_56,Rafael
TID_NAME_MALE_57,Richard
TID_NAME_MALE_58,Robert
TID_NAME_MALE_59,Ryan
TID_NAME_MALE_60,Samuel
TID_NAME_MALE_61,Sebastian
TID_NAME_MALE_62,Seth
TID_NAME_MALE_63,Simon
TID_NAME_MALE_64,Stanley
TID_NAME_MALE_65,Taylor
TID_NAME_MALE_66,Theo
TID_NAME_MALE_67,Thomas
TID_NAME_MALE_68,William
TID_NAME_MALE_69,Wyatt
TID_NAME_FEMALE_0,Abigail
TID_NAME_FEMALE_1,Adele
TID_NAME_FEMALE_2,Alexandra
TID_NAME_FEMALE_3,Alexis
TID_NAME_FEMALE_4,Alice
TID_NAME_FEMALE_5,Allison
TID_NAME_FEMALE_6,Alysha
TID_NAME_FEMALE_7,Alyson
TID_NAME_FEMALE_8,Amanda
TID_NAME_FEMALE_9,Amelia
TID_NAME_FEMALE_10,Amy
TID_NAME_FEMALE_11,Anabelle
TID_NAME_FEMALE_12,Andrea
TID_NAME_FEMALE_13,Angela
TID_NAME_FEMALE_14,Angeline
TID_NAME_FEMALE_15,Annabell
TID_NAME_FEMALE_16,Anne
TID_NAME_FEMALE_17,Annie
TID_NAME_FEMALE_18,Ashley
TID_NAME_FEMALE_19,Audrey
TID_NAME_FEMALE_20,Barbara
TID_NAME_FEMALE_21,Bella
TID_NAME_FEMALE_22,Catalina
TID_NAME_FEMALE_23,Charlotte
TID_NAME_FEMALE_24,Chloe
TID_NAME_FEMALE_25,Claire
TID_NAME_FEMALE_26,Daniela
TID_NAME_FEMALE_27,Dorothy
TID_NAME_FEMALE_28,Elizabeth
TID_NAME_FEMALE_29,Ella
TID_NAME_FEMALE_30,Emily
TID_NAME_FEMALE_31,Emma
TID_NAME_FEMALE_32,Esther
TID_NAME_FEMALE_33,Evelyn
TID_NAME_FEMALE_34,Fiona
TID_NAME_FEMALE_35,Gabrielle
TID_NAME_FEMALE_36,Grace
TID_NAME_FEMALE_37,Gracie
TID_NAME_FEMALE_38,Hannah
TID_NAME_FEMALE_39,Isabella
TID_NAME_FEMALE_40,Jennifer
TID_NAME_FEMALE_41,Jessica
TID_NAME_FEMALE_42,Julia
TID_NAME_FEMALE_43,Juliette
TID_NAME_FEMALE_44,Kate
TID_NAME_FEMALE_45,Katherine
TID_NAME_FEMALE_46,Kathryn
TID_NAME_FEMALE_47,Kylie
TID_NAME_FEMALE_48,Laura
TID_NAME_FEMALE_49,Layla
TID_NAME_FEMALE_50,Lillian
TID_NAME_FEMALE_51,Lily
TID_NAME_FEMALE_52,Linda
TID_NAME_FEMALE_53,Lucy
TID_NAME_FEMALE_54,Lydia
TID_NAME_FEMALE_55,Maggie
TID_NAME_FEMALE_56,Mary
TID_NAME_FEMALE_57,Maya
TID_NAME_FEMALE_58,Mia
TID_NAME_FEMALE_59,Molly
TID_NAME_FEMALE_60,Natalie
TID_NAME_FEMALE_61,Nicole
TID_NAME_FEMALE_62,Olivia
TID_NAME_FEMALE_63,Patricia
TID_NAME_FEMALE_64,Piper
TID_NAME_FEMALE_65,Rachel
TID_NAME_FEMALE_66,Samantha
TID_NAME_FEMALE_67,Sarah
TID_NAME_FEMALE_68,Scarlett
TID_NAME_FEMALE_69,Sophia
TID_NAME_FEMALE_70,Sophie
TID_NAME_FEMALE_71,Susan
TID_NAME_FEMALE_72,Victoria
TID_NAME_FEMALE_73,Violet
TID_NAME_FEMALE_74,Zoey
TID_VISITOR_PICK_UP_PERSONAL_TRAIN_IS_LEAVING,Le train personnel quitte la gare !
TID_TRAIN_STATION,Gare
TID_TUTORIAL_102A_SPEED_UP_SERVICE,"Allez, accélérons le service maintenant ! Ne vous en faites pas, la première accélération est gratuite !"
TID_TUTORIAL_103A_COLLECT_REWARD,"Formidable ! Maintenant, touchez le visiteur pour récupérer votre récompense !"
TID_TUTORIAL_104A_UPGRADE_SERVICE_BUILDING,"Super ! Maintenant, améliorez votre épicerie pour servir plusieurs visiteurs à la fois !"
TID_TUTORIAL_105A_REPAIR_TOWN_HALL,Votre ville grandit et devient populaire ! Réparez le vieil hôtel de ville pour vous y retrouver parmi tous ces visiteurs !
TID_TUTORIAL_106A_SEND_TO_GROCERY_VIA_TOWN_HALL,Utilisons l'hôtel de ville pour localiser nos visiteurs !
TID_TUTORIAL_107_TRAIN_TUTORIAL_COMPLETED,"Excellent travail ! Maintenant, construisez d'autres bâtiments, servez plus de visiteurs et faites retrouver toute sa splendeur à votre ville !"
TID_TUTORIAL_108_REPAIR_PERSONAL_TRAIN,Il est temps de rendre visite à vos voisins ! Réparons le vieux train de votre oncle et voyons où en sont vos amis !
TID_TUTORIAL_109A_VISIT_NEIGHBORHOOD_FRIEND,Utilisez votre train personnel pour rendre visite aux membres de votre voisinage et recueillir les visiteurs au départ de leur ville !
TID_PASSENGER_WAITING_TRAIN_GOING_HOME,"Merci pour tout ! J'ai déjà visité deux villes. Je rentre chez moi, maintenant."
TID_VISITOR_PICK_UP_NEIGHBOURHOOD_INFO,Votre ami n'a aucun visiteur à recueillir pour l'instant.
TID_UPGRADE_TREE_HUD_TOOLTIP_BUILDING_UPGRADE_REQUIRED,À déverrouiller en améliorant votre <BUILDING> au niveau <LEVEL>.
TID_UPGRADE_TREE_HUD_TOOLTIP_BONUS_MAXED_OUT,Niveau maximum atteint !
TID_VISITOR_COLLECT_REPUTATION,<PARAM> a recueilli un visiteur et vous a donné un point de réputation !
TID_PERSONALTRAIN_FRIENDLIST_NOT_IN_NEIGHBORHOOD,Rejoignez un voisinage pour recueillir des visiteurs !
TID_PERSONALTRAIN_FRIENDLIST_NO_MEMBERS,Recrutez des membres dans votre voisinage pour recueillir des visiteurs !
TID_PERSONALTRAIN_FRIENDLIST_NO_VISITORS,Aucun membre du voisinage n'a de visiteur à recueillir :
TID_VISITOR_PICK_UP_UI_TITLE,Recueillir des visiteurs
TID_FLOATER_EXPANSION_TRAIN_AREA_COMING_SOON,Extensions urbaines disponibles au niveau <LEVEL> de réputation
TID_VISITOR_PICK_UP_TOWN_FULL,La ville est remplie ! Améliorez l'hôtel de ville pour accueillir plus de visiteurs !
TID_VISITOR_PICK_UP_SERVICE_BUILDING_LOCKED,Le bâtiment de service se déverrouille au niveau <PARAM> de réputation !
TID_VISITOR_PICK_UP_NOT_IN_NEIGHBORHOOD,Rejoignez un voisinage pour chercher des visiteurs chez des amis voisins !
TID_VISITOR_PICK_UP_NOT_IN_SAME_NEIGHBORHOOD,Vous pouvez chercher des visiteurs chez des amis du voisinage. Invitez <PARAM> dans votre voisinage !
TID_VISITOR_PICK_UP_PERSONAL_TRAIN_GOING_HOME,Votre train emmène des visiteurs dans votre ville !
TID_SERVICE_LIST_ITEM_REWARDS,Récompenses
TID_TOP_CENTER_HUD_REPUTATION_ICON_TOOLTIP,"Niveau de réputation de votre ville. Pour déverrouiller plus de bâtiments, servez plus de visiteurs !"
TID_CROP_COTTON,Coton
TID_PASSENGER_COWBOY,cowboy
TID_ADVANCED_EVENT_TITLE_BIRTHDAY,Joyeux anniversaire !
TID_ADVANCED_EVENT_TEXT_BIRTHDAY,"Hay Day fête son deuxième anniversaire avec beaucoup de réjouissances à travers le monde. Préparez des gâteaux à la crème dans votre four à gâteaux, et contribuez le plus possible avant l'expiration du délai ! Atteignez vos objectifs personnels pour gagner des récompenses. Votre résultat sera ajouté à l'objectif général de la communauté. Si vous remplissez l'objectif général avec les fermiers du monde entier, vous serez tous récompensés."
TID_ADVANCED_EVENT_NOTIFICATION_BIRTHDAY,Participez à l'événement de la fête d'anniversaire pour remporter de superbes récompenses !
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_BIRTHDAY,"Bonjour <NAME> ! Il y avait des gâteaux à la crème partout et la fête était VACHEment bien ! Merci à tous d'avoir participé à cet événement général. Ensemble, nous avons réussi ! Voici une récompense pour vous remercier !"
TID_ADVANCED_EVENT_SUCCESS_TITLE_BIRTHDAY,Super anniversaire !
TID_ADVANCED_EVENT_SUCCESS_TEXT_BIRTHDAY,"Merci, amis fermiers ! Grâce au travail de la communauté, cette fête d'anniversaire a été formidable."
TID_PRODUCT_COTTON_FABRICS,Tissu en coton
TID_PRODUCT_COTTON_SHIRT,Chemise en coton
TID_PRODUCT_WOOLY_PANTS,Jambières en laine
TID_PRODUCT_COTTON_VIOLET_DRESS,Robe violette
TID_SEWING_MACHINE_PRODUCT_DESCRIPTION,Produit de la machine à coudre
TID_SEWINGMACHINE,Machine à coudre
TID_SEWINGMACHINE_DESCRIPTION,Pour coudre des vêtements
TID_DECO_STREETLIGHT_DESC,Pour décorer votre ville
TID_DECO_STREETLIGHT,Lampadaire
TID_DECO_LEAFYPLANT_DESC,Pour décorer votre ville
TID_DECO_LEAFYPLANT,Plante feuillue
TID_DECO_HYDRANT_DESC,Pour décorer votre ville
TID_DECO_HYDRANT,Bouche d'incendie
TID_DECO_MUSHROOM_HOUSE_DESC,Pour fêter l'été (durée limitée)
TID_DECO_MUSHROOM_HOUSE,Maison champignon
TID_MASSGIFT_FACEBOOK_HEADER,12 millions de J'aime !
TID_MASSGIFT_FACEBOOK_TEXT,"La page officielle de Hay Day sur Facebook a atteint 12 millions de J'aime ! Pour fêter cet événement, nous vous offrons à tous 12 diamants en gage de notre reconnaissance ! Votre dévouement et votre fidélité sont fabul-œufs, et nous espérons que vous apprécierez ce petit cadeau de remerciement. Si vous n'avez pas encore aimé Hay Day sur Facebook, vous pouvez le faire sur : www.facebook.com/HayDayOfficial"
TID_BUNNY2,Lapin angora
TID_MOVIE_TICKET_WATCH_ANOTHER_TITLE,Regarder une autre bande-annonce ?
TID_MOVIE_TICKET_WATCH_ANOTHER_TEXT,La récompense sera aléatoire.
TID_MOVIE_TICKET_WATCH_ANOTHER_OR,ou
TID_MOVIE_TICKET_ALL_WATCHED_TITLE,Merci ! Vous avez regardé toutes les bandes-annonces disponibles.
TID_MOVIE_TICKET_ALL_WATCHED_TEXT,Veuillez réessayer dans <PARAM> heures.
TID_MOVIE_TICKET_NO_FEED_TITLE,En attente d'une nouvelle bande-annonce.
TID_MOVIE_TICKET_NO_FEED_TEXT,Réessayez plus tard.
TID_TOOL_PICKAXE,Pioche
TID_TOOL_PICKAXE_DESC,Pour extraire des minerais de la mine
TID_MYSTERY_CRATE_DESCRIPTION,Le coffre au trésor que vous avez trouvé est verrouillé ! Vous pouvez l'ouvrir en utilisant des diamants.
TID_MYSTERY_CRATE_OPEN,pour ouvrir le coffre
TID_GIFT_TOWN_TITLE,Colis mystère pour la ville
TID_GIFT_FISHING_TITLE,Colis mystère pour la pêche
TID_ABOUT_FSA,FSA (japonais uniquement)
TID_NECTAR_DESCRIPTION,Butiné par les abeilles sur les plantes à nectar
TID_NECTAR,Nectar
TID_BEE,Abeille
TID_BEE_HIVE_TREE,Arbre à ruches
TID_DANDELION,Fleurs à nectar
TID_BEE_HIVE_TREE_SHOP_DESCRIPTION,Abri pour vos abeilles
TID_DANDELION_DESCRIPTION,Pour fournir du nectar à vos abeilles
TID_BEE_HIVE,Ruche
TID_GATHERER_SHOP_DESCRIPTION,Butine du nectar pour produire des rayons de miel
TID_HONEYCOMB,Rayon de miel
TID_HONEYCOMB_DESCRIPTION,Produit de la ruche
TID_FLOATER_COORDINATE_NOT_IN_NEST,À placer dans votre <PARAM> !
TID_FLOATER_NEST_FULL,Il n'y a plus de place dans votre <PARAM>.
TID_GATHERER_MASTERY_INFO_POPUP_TOOLTIP,Votre <BUILDING> compte maintenant <PARAM> ruches.
TID_GATHERER_MASTERY_INFO_POPUP_DESCRIPTION,Récupérez du nectar pour gagner des étoiles et obtenir d'autres ruches !
TID_GATHERER_MASTERY_INFO_POPUP_PROGRESS,Nectar : <COUNT>/<COUNT_LIMIT>
TID_GATHERER_MASTERY_STAR_GAIN_POPUP_DESCRIPTION,Il y a maintenant <PARAM> ruches dans votre <BUILDING>. Achetez d'autres abeilles dans le magasin.
TID_PRODUCT_HONEY,Miel
TID_PRODUCT_BEESWAX,Cire d'abeille
TID_HONEYEXTRACTOR,Extracteur de miel
TID_HONEYEXTRACTOR_DESCRIPTION,Pour extraire le miel des rayons
TID_HONEYEXTRACTOR_PRODUCT_DESCRIPTION,Produit de l'extracteur de miel
TID_DECO_SANDCASTLE,Château de sable
TID_DECO_BEACHCHAIR1,Transat océan
TID_DECO_BEACHCHAIR2,Transat estival
TID_DECO_SANDCASTLE_DESC,Pour décorer votre ville
TID_DECO_BEACHCHAIR1_DESC,Pour décorer votre ville
TID_DECO_BEACHCHAIR2_DESC,Pour décorer votre ville
TID_GATHERER_NEST_PROGRESS_HUD_RESOURCES_LEFT,<RESOURCE> : <GATHERED>/<MAX>
TID_GATHERER_NEST_READY_TO_HARVEST,À récupérer
TID_FLOATER_NO_SUPPORTED_MINES,<PARAM> à acheter pour reprendre la production !
TID_PRODUCT_PUMPKIN_SOUP,Soupe à la citrouille
TID_PRODUCT_LOBSTERSKEWERS,Brochette de homard
TID_PRODUCT_HONEY_TOAST,Tartine grillée au miel
TID_PRODUCT_HONEY_POPCORN,Pop-corn au miel
TID_PRODUCT_HONEY_APPLE_CAKE,Gâteau pommes miel
TID_STAT_BOUGHT_FREE,Achetés : <BOUGHT> / Gratuits : <FREE>
TID_STAT_TOTAL,Total : <AMOUNT>
TID_NOTIFICATION_HIVES_READY,Vous pouvez récupérer vos rayons de miel !
TID_TRAIN_GIFTSHOP,Boutique de souvenirs
TID_TRAIN_GIFTSHOP_DESC,Propose des souvenirs artisanaux
TID_PASSENGER_VICTORIAN_LADY,actrice
TID_TUTORIAL_110_BEES_UNLOCKED,Bonne nouvelle : vous pouvez maintenant acheter des abeilles et produire du miel ! Allez-y !
TID_TUTORIAL_111a_BUY_BEEHIVETREE,Commencez par acheter un arbre à ruches !
TID_TUTORIAL_112a_BUY_BEE,"Maintenant, achetez une abeille !"
TID_TUTORIAL_113a_BUY_NECTARBUSH,Les abeilles ont besoin de nectar. Achetez des fleurs à nectar pour les mettre au travail !
TID_TUTORIAL_114_BEE_TUTORIAL_END,Parfait ! Achetez davantage d'abeilles et de fleurs à nectar pour augmenter votre production ! Et il vous faudra aussi un extracteur de miel pour obtenir du bon miel !
TID_NO_HONEYCOMBS_TOOLTIP,Les rayons ne sont pas prêts. Attendez que vos abeilles butinent plus de nectar.
TID_DANDELION_FB_HELP_TEXT,Mes fleurs à nectar ont besoin d'être arrosées. Tu peux m'aider ?
TID_TUTORIAL_113a2_WAIT_FOR_BEES,"Maintenant, il ne reste plus qu'à attendre que les abeilles butinent le nectar !"
TID_DECO_GARGOYLE,Gargouille
TID_DECO_GARGOYLE_DESC,Décoration d'Halloween unique
TID_DECO_GARGOYLE_DESC_MOBILE,Décoration d'Halloween unique
TID_ADVANCED_EVENT_TITLE_HALLOWEEN2014,C'est Halloween !
TID_EVENT_PAMFLET_HALLOWEEN2014,L'événement d'Halloween est là !
TID_ADVANCED_EVENT_TEXT_HALLOWEEN2014,Tout le monde veut des tartes et de la soupe à la citrouille pour Halloween ! Atteignez vos objectifs personnels pour obtenir de superbes récompenses. Chaque contribution compte pour l'objectif général une fois l'icône bleue atteinte. Joyeux Halloween !
TID_ADVANCED_EVENT_NOTIFICATION_HALLOWEEN2014,Participez à l'événement d'Halloween pour de magnifiques récompenses !
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_HALLOWEEN2014,Événement général
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN2014,"Salut <NAME> ! La ville a reçu des quantités de tartes et de soupes à la citrouille ! Merci à tous d'avoir participé. Tous ensemble, on a réussi ! Voici une récompense pour vos contributions."
TID_ADVANCED_EVENT_SUCCESS_TITLE_HALLOWEEN2014,La meilleure des fêtes d'Halloween !
TID_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN2014,La ville croule sous le poids des tartes et de la soupe à la citrouille. Merci à la communauté d'avoir rendu Halloween mémorable !
TID_INVALID_GAME_CENTER_SIGNATURE_TITLE,IMPORTANT !
TID_INVALID_GAME_CENTER_SIGNATURE_TEXT,"Veuillez vous connecter à Game Center ou à votre compte Supercell ID pour sauvegarder votre progression et pour jouer à Hay Day sur plusieurs appareils. Si possible, nous vous recommandons de mettre à jour votre appareil vers iOS 7 ou plus. Pour plus d'informations sur la mise à jour d'iOS, veuillez consulter cette page : https://support.apple.com/fr-fr/HT204204"
TID_INVALID_GAME_CENTER_SIGNATURE_ACTION,OK
TID_GATHERER_HABITAT_HUD_BUTTON_TOOLTIP,Il vous faut plus de nectar
