TID,CH
TID_NAME_FEMALE_47,凯利
TID_NAME_FEMALE_48,罗拉
TID_NAME_FEMALE_49,蕾拉
TID_NAME_FEMALE_50,莉莲
TID_NAME_FEMALE_51,莉莉
TID_NAME_FEMALE_52,琳达
TID_NAME_FEMALE_53,露西
TID_NAME_FEMALE_54,莉迪亚
TID_NAME_FEMALE_55,美琪
TID_NAME_FEMALE_56,玛丽
TID_NAME_FEMALE_57,玛娅
TID_NAME_FEMALE_58,米娅
TID_NAME_FEMALE_59,莫莉
TID_NAME_FEMALE_60,娜塔丽
TID_NAME_FEMALE_61,妮可
TID_NAME_FEMALE_62,奥利弗
TID_NAME_FEMALE_63,帕特里夏
TID_NAME_FEMALE_64,派珀
TID_NAME_FEMALE_65,瑞秋
TID_NAME_FEMALE_66,萨曼莎
TID_NAME_FEMALE_67,莎拉
TID_NAME_FEMALE_68,史嘉蕾
TID_NAME_FEMALE_69,索菲亚
TID_NAME_FEMALE_70,索菲
TID_NAME_FEMALE_71,苏珊
TID_NAME_FEMALE_72,维多利亚
TID_NAME_FEMALE_73,小紫
TID_NAME_FEMALE_74,柔依
TID_VISITOR_PICK_UP_PERSONAL_TRAIN_IS_LEAVING,私家专列即将离开！
TID_TRAIN_STATION,火车站
TID_TUTORIAL_102A_SPEED_UP_SERVICE,现在让我们加速服务！别担心，首次加速是免费的！
TID_TUTORIAL_103A_COLLECT_REWARD,太好了！现在点击游客获得奖励！
TID_TUTORIAL_104A_UPGRADE_SERVICE_BUILDING,太棒了！现在请升级您的超市，以便同时为更多游客提供服务！
TID_TUTORIAL_105A_REPAIR_TOWN_HALL,您的小镇发展很快，变得受欢迎！修理旧的市政厅就可以查看游客的状态了！
TID_TUTORIAL_106A_SEND_TO_GROCERY_VIA_TOWN_HALL,让我们使用市政厅来迅速找到游客的位置！
TID_TUTORIAL_107_TRAIN_TUTORIAL_COMPLETED,做得很好！现在建造更多建筑，服务更多游客，让小镇重现往日辉煌！
TID_TUTORIAL_108_REPAIR_PERSONAL_TRAIN,是时候去拜访您的社区好友了！让我们修理您叔叔的旧火车，然后去看看好友们都在干嘛吧！
TID_TUTORIAL_109A_VISIT_NEIGHBORHOOD_FRIEND,使用您的私家专列拜访社区好友，接取他们小镇中要离开的游客！
TID_PASSENGER_WAITING_TRAIN_GOING_HOME,感谢你做的一切！我已经游览了两个小镇，现在我要回家了。
TID_VISITOR_PICK_UP_NEIGHBOURHOOD_INFO,您好友的小镇上当前没有可以接取的游客。
TID_UPGRADE_TREE_HUD_TOOLTIP_BUILDING_UPGRADE_REQUIRED,需要将<BUILDING>升级至<LEVEL>级才能解锁。
TID_UPGRADE_TREE_HUD_TOOLTIP_BONUS_MAXED_OUT,已达到最高等级。
TID_VISITOR_COLLECT_REPUTATION,<PARAM>接取了一位游客，您因此获得1点声誉值！
TID_PERSONALTRAIN_FRIENDLIST_NOT_IN_NEIGHBORHOOD,加入社区以接取社区好友小镇上的游客！
TID_PERSONALTRAIN_FRIENDLIST_NO_MEMBERS,添加更多社区好友以接取更多游客！
TID_PERSONALTRAIN_FRIENDLIST_NO_VISITORS,您社区好友的小镇上当前没有可接取的游客！
TID_VISITOR_PICK_UP_UI_TITLE,接取游客！
TID_FLOATER_EXPANSION_TRAIN_AREA_COMING_SOON,小镇扩建在声誉等级达到<LEVEL>级时解锁
TID_VISITOR_PICK_UP_TOWN_FULL,您的小镇已经人满为患！请升级市政厅以接待更多游客。
TID_VISITOR_PICK_UP_SERVICE_BUILDING_LOCKED,该服务设施将在您的声誉等级达到<PARAM>级时解锁！
TID_VISITOR_PICK_UP_NOT_IN_NEIGHBORHOOD,快加入社区，您就可以从社区好友的小镇接取游客为他们提供服务了！
TID_VISITOR_PICK_UP_NOT_IN_SAME_NEIGHBORHOOD,只能从您社区好友的小镇接取游客。快邀请<PARAM>加入您的社区吧！
TID_VISITOR_PICK_UP_PERSONAL_TRAIN_GOING_HOME,您的私家专列正载着游客向小镇驶来！
TID_SERVICE_LIST_ITEM_REWARDS,奖励
TID_TOP_CENTER_HUD_REPUTATION_ICON_TOOLTIP,您小镇的声誉等级。接待更多游客以解锁更多服务设施！
TID_CROP_COTTON,棉花
TID_PASSENGER_COWBOY,牛仔
TID_ADVANCED_EVENT_TITLE_BIRTHDAY,生日快乐！
TID_ADVANCED_EVENT_TEXT_BIRTHDAY,《卡通农场》迎来了两周岁生日，各地都会举行盛大的庆祝活动。在蛋糕烤炉中烘焙奶油蛋糕，要赶在时间结束前献出尽量多的蛋糕哦！达到个人目标，赢取丰厚奖品。您的成绩还会被计入社区的共同目标。现在就和其他农场主一起完成全服活动目标，赢取丰厚奖励吧！
TID_ADVANCED_EVENT_NOTIFICATION_BIRTHDAY,快来看看《卡通农场》生日活动吧，有丰厚的回报喔！
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_BIRTHDAY,<NAME>，到处都有奶油蛋糕，聚会棒极了！谢谢大家参与本次全服活动！我们通力合作，并获得了成功！为了表达对您的感谢，请接受这个奖励吧！
TID_ADVANCED_EVENT_SUCCESS_TITLE_BIRTHDAY,史上最好的生日派对！
TID_ADVANCED_EVENT_SUCCESS_TEXT_BIRTHDAY,谢谢各位农场主！大家共同的努力，成就了我们有史以来最成功的生日庆祝会。
TID_PRODUCT_COTTON_FABRICS,棉布
TID_PRODUCT_COTTON_SHIRT,棉质衬衫
TID_PRODUCT_WOOLY_PANTS,羊毛裤
TID_PRODUCT_COTTON_VIOLET_DRESS,紫色连衣裙
TID_SEWING_MACHINE_PRODUCT_DESCRIPTION,在缝纫机中生产
TID_SEWINGMACHINE,缝纫机
TID_SEWINGMACHINE_DESCRIPTION,缝制服装
TID_DECO_STREETLIGHT_DESC,装饰您的小镇
TID_DECO_STREETLIGHT,街灯
TID_DECO_LEAFYPLANT_DESC,装饰您的小镇
TID_DECO_LEAFYPLANT,绿叶植物
TID_DECO_HYDRANT_DESC,装饰您的小镇
TID_DECO_HYDRANT,消防栓
TID_DECO_MUSHROOM_HOUSE_DESC,欢享夏季（限时供应）
TID_DECO_MUSHROOM_HOUSE,蘑菇房屋
TID_MASSGIFT_FACEBOOK_HEADER,1千2百万个赞！
TID_MASSGIFT_FACEBOOK_TEXT,我们的官方Facebook主页获得了1千2百万个赞！为答谢大家的厚爱，我们将赠送大家12颗钻石！！您的付出与支持令我们十分感动，希望您喜欢这份小礼物。:)如果您还没有在Facebook为《卡通农场》点赞，请在这里给我们点赞吧：www.facebook.com/HayDayOfficial
TID_BUNNY2,绒毛兔
TID_MOVIE_TICKET_WATCH_ANOTHER_TITLE,要观看另一部预告片吗？
TID_MOVIE_TICKET_WATCH_ANOTHER_TEXT,随机获得奖励
TID_MOVIE_TICKET_WATCH_ANOTHER_OR,或者
TID_MOVIE_TICKET_ALL_WATCHED_TITLE,谢谢您，您已看完所有预告片。
TID_MOVIE_TICKET_ALL_WATCHED_TEXT,请在<PARAM>小时后再来观赏
TID_MOVIE_TICKET_NO_FEED_TITLE,请耐心等待新的预告片
TID_MOVIE_TICKET_NO_FEED_TEXT,请稍后再来观赏
TID_TOOL_PICKAXE,十字镐
TID_TOOL_PICKAXE_DESC,用于从矿场采矿
TID_MYSTERY_CRATE_DESCRIPTION,您找到的藏宝箱锁住了！您可以用钻石打开它。
TID_MYSTERY_CRATE_OPEN,打开藏宝箱
TID_GIFT_TOWN_TITLE,神秘小镇包裹
TID_GIFT_FISHING_TITLE,神秘钓鱼包裹
TID_ABOUT_FSA,FSA（仅限日语）
TID_NECTAR_DESCRIPTION,蜜蜂从甘露花蜜丛收集而来
TID_NECTAR,花蜜
TID_BEE,蜜蜂
TID_BEE_HIVE_TREE,蜂窝树
TID_DANDELION,甘露花蜜丛
TID_BEE_HIVE_TREE_SHOP_DESCRIPTION,可饲养蜜蜂
TID_DANDELION_DESCRIPTION,为蜜蜂提供花蜜
TID_BEE_HIVE,蜂窝
TID_GATHERER_SHOP_DESCRIPTION,收集花蜜用来生产蜂糖
TID_HONEYCOMB,蜂糖
TID_HONEYCOMB_DESCRIPTION,从蜂窝中收集
TID_FLOATER_COORDINATE_NOT_IN_NEST,请放到<PARAM>里！
TID_FLOATER_NEST_FULL,这个<PARAM>已满。
TID_GATHERER_MASTERY_INFO_POPUP_TOOLTIP,<BUILDING>现在有<PARAM>个蜂窝。
TID_GATHERER_MASTERY_INFO_POPUP_DESCRIPTION,收集花蜜以获取星星和更多蜂窝！
TID_GATHERER_MASTERY_INFO_POPUP_PROGRESS,<COUNT>/<COUNT_LIMIT>花蜜
TID_GATHERER_MASTERY_STAR_GAIN_POPUP_DESCRIPTION,现在，在您的<BUILDING>中有<PARAM>个蜂窝。请从商店购买新蜜蜂。
TID_PRODUCT_HONEY,蜂蜜
TID_PRODUCT_BEESWAX,蜂蜡
TID_HONEYEXTRACTOR,摇蜜机
TID_HONEYEXTRACTOR_DESCRIPTION,从蜂糖提取蜂蜜
TID_HONEYEXTRACTOR_PRODUCT_DESCRIPTION,在摇蜜机中生产
TID_DECO_SANDCASTLE,沙雕城堡
TID_DECO_BEACHCHAIR1,海边沙滩椅
TID_DECO_BEACHCHAIR2,夏日沙滩椅
TID_DECO_SANDCASTLE_DESC,装饰您的小镇
TID_DECO_BEACHCHAIR1_DESC,装饰您的小镇
TID_DECO_BEACHCHAIR2_DESC,装饰您的小镇
TID_GATHERER_NEST_PROGRESS_HUD_RESOURCES_LEFT,<GATHERED>/<MAX> <RESOURCE>
TID_GATHERER_NEST_READY_TO_HARVEST,可供收集
TID_FLOATER_NO_SUPPORTED_MINES,购买<PARAM>以继续生产！
TID_PRODUCT_PUMPKIN_SOUP,南瓜汤
TID_PRODUCT_LOBSTERSKEWERS,龙虾串
TID_PRODUCT_HONEY_TOAST,蜂蜜吐司
TID_PRODUCT_HONEY_POPCORN,蜂蜜爆米花
TID_PRODUCT_HONEY_APPLE_CAKE,蜂蜜苹果蛋糕
TID_STAT_BOUGHT_FREE,购买：<BOUGHT> / 免费：<FREE>
TID_STAT_TOTAL,总计：<AMOUNT>
TID_NOTIFICATION_HIVES_READY,可以收集蜂糖啦！
TID_TRAIN_GIFTSHOP,礼品店
TID_TRAIN_GIFTSHOP_DESC,出售当地手工制作的纪念品
TID_PASSENGER_VICTORIAN_LADY,女演员
TID_TUTORIAL_110_BEES_UNLOCKED,好消息：您现在可以购买蜜蜂并开始生产香甜的蜂蜜！让我们现在就开始吧！
TID_TUTORIAL_111a_BUY_BEEHIVETREE,先从购买一棵蜂窝树开始！
TID_TUTORIAL_112a_BUY_BEE,现在购买一只蜜蜂！
TID_TUTORIAL_113a_BUY_NECTARBUSH,蜜蜂需要花蜜。购买一个甘露花蜜丛，然后开始！
TID_TUTORIAL_114_BEE_TUTORIAL_END,太棒了！购买更多蜜蜂和甘露花蜜丛，加速生产！还要记得建造摇蜜机，以生产香甜的蜂蜜！
TID_NO_HONEYCOMBS_TOOLTIP,蜂糖尚未就绪。等待蜜蜂收集更多花蜜。
TID_DANDELION_FB_HELP_TEXT,我的甘露花蜜丛急需浇水。你能帮个忙吗？
TID_TUTORIAL_113a2_WAIT_FOR_BEES,蜜蜂正在收集花蜜，请稍候！
TID_DECO_GARGOYLE,怪兽石像
TID_DECO_GARGOYLE_DESC,独特的万圣节装饰
TID_DECO_GARGOYLE_DESC_MOBILE,独特的万圣节装饰
TID_ADVANCED_EVENT_TITLE_HALLOWEEN2014,万圣节！
TID_EVENT_PAMFLET_HALLOWEEN2014,万圣节活动闪亮登场！
TID_ADVANCED_EVENT_TEXT_HALLOWEEN2014,节日期间对南瓜派和南瓜汤的需求比以往更大。完成个人活动目标，可获得丰厚奖励。您一旦达到上方蓝色图标所显示的阶段时，您的贡献将会帮助实现所有农场主的共同目标。万圣节快乐！
TID_ADVANCED_EVENT_NOTIFICATION_HALLOWEEN2014,快来看看最新的万圣节活动，奖励很多哦！
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_HALLOWEEN2014,全服活动
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN2014,<NAME>，您好！小镇的南瓜派和南瓜汤已经堆积如山了。感谢各位的参与。在大家共同努力下，活动非常成功！为了表达对您的感谢，请接受这个奖励吧！
TID_ADVANCED_EVENT_SUCCESS_TITLE_HALLOWEEN2014,有史以来最棒的万圣节！
TID_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN2014,小镇上到处都是南瓜派和南瓜汤，我们联手打造了有史以来最棒的万圣节。
TID_INVALID_GAME_CENTER_SIGNATURE_TITLE,重要注意事项！
TID_INVALID_GAME_CENTER_SIGNATURE_TEXT,请绑定Game Center或Supercell ID，这样不仅可以保存您的游戏进度，还能让您在多台设备上经营您的农场。\n如果您的设备支持升级到iOS 7及更高版本，我们建议您升级您的iOS系统。\n如需更多关于升级iOS系统的信息，请参阅：https://support.apple.com/zh-cn/HT204204
TID_INVALID_GAME_CENTER_SIGNATURE_ACTION,确定
TID_GATHERER_HABITAT_HUD_BUTTON_TOOLTIP,需要更多花蜜
TID_TUTORIAL_DOUBLE_TAP_INFO,您知道吗：您可以进入高级设置，开启使用钻石需按两次确认的功能，快去查看吧！
TID_MASSGIFT_HALLOWEENDECO_HEADER,万圣节活动即将结束！
TID_MASSGIFT_HALLOWEENDECO_TEXT,<NAME>，您好！我们独一无二的万圣节装饰将很快从商店下架。抓紧时间购买，机不可失！
TID_MASSGIFT_HALLOWEENSEASON_HEADER,万圣节快乐！
TID_MASSGIFT_HALLOWEENSEASON_TEXT,<NAME>，您好！万圣节终于到了！快来商店查看独一无二的全新限时装饰。不要忘了光顾您的钓鱼区——如果运气够好，您更可能会看到恐怖的万圣节小鬼，它会带给您惊喜奖励！:) 如果您真看到了它，就请在我们的官方微博页面与大家分享：http://weibo.com/hayday365
TID_CANDLEMAKER,蜡烛制造机
TID_CANDLEMAKER_DESCRIPTION,制作蜡烛
TID_CANDLEMAKER_PRODUCT_DESCRIPTION,在蜡烛制造机中制作
TID_PRODUCT_STRAWBERRY_CANDLE,草莓蜡烛
TID_PRODUCT_LEMON_CANDLE,柠檬蜡烛
TID_PRODUCT_RASPBERRY_CANDLE,树莓蜡烛
TID_DECO_HAUNTED_BIRDHOUSE,鬼异鸟舍
TID_DECO_HAUNTED_BIRDHOUSE_DESC,万圣节装饰
TID_IOS4_SUPPORT_ENDING_TITLE,警告！
TID_IOS4_SUPPORT_ENDING_TEXT,很遗憾，基于多种技术原因，我们下次在App Store更新《卡通农场》时，不得不结束对5.1.1以下的iOS版本的支持，而您的设备目前使用的版本低于此规定，因此，除非将iOS升级至最新版本，否则您将无法继续玩《卡通农场》。
TID_IOS4_SUPPORT_ENDING_BUTTON,如何更新iOS
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE,连接断开
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE,另一个设备正在连接到这个农场。
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON,重新载入游戏
TID_STAT_LEVEL_REWARDS_LEVEL_THRESHOLD_TITLE,达到临界值，获取奖励：
TID_STAT_LEVEL_REWARDS_NEXT_LEVEL_TITLE,达到<LEVEL>级以解锁：
TID_DUCK_SALON,小鸭沙龙
TID_REPAIR_DUCK_SALON_TITLE,要修复小鸭沙龙吗？
TID_REPAIR_DUCK_SALON_TEXT,沙龙修好后，您捉到的小鸭会自动出现在这里！
TID_REPAIR_DUCK_SALON_YES,开始修理
TID_DUCK_TRAP,捕鸭器
TID_DUCK,小鸭
TID_DUCK_SALON_CAPACITY,小鸭沙龙容量：<COUNT>/<MAX>
TID_DUCK_READY_TO_HARVEST,可供收集
TID_FLOATER_DUCK_CATCHING_COMING_SOON,捕鸭功能将在<LEVEL>级解锁
TID_REQUIRES_DUCK_SALON,需要小鸭沙龙和织网机
TID_FLOATER_DUCK_SALON_FULL,小鸭沙龙已满！
TID_UPGRADE_DUCK_SALON_YES,开始升级
TID_UPGRADE_DUCK_SALON_TITLE,要升级小鸭沙龙吗？
TID_UPGRADE_DUCK_SALON_TEXT,升级可以为小鸭营造更多空间。小鸭子越多，它们就越开心！
TID_DUCK_DOWN,小鸭羽毛
TID_DUCK_DOWN_DESCRIPTION,在钓鱼区捕捉
TID_FLOATER_DUCK_SALON_MAX_RANK,小鸭沙龙已升到最高等级！
TID_FLOATER_DUCK_SALON_UPGRADING,小鸭沙龙正在升级中！
TID_NOTIFICATION_DUCK_SALON_HARVEST_READY,可以收集您的小鸭了！
TID_NOTIFICATIONS_SETTINGS_DUCK_SALON_HARVEST_READY,小鸭沙龙通知
TID_ACHIEVEMENT_DUCK_DOWN,小鸭美发师
TID_ACHIEVEMENT_DUCK_DOWN_DESCRIPTION,收集<NUMBER>根小鸭羽毛
TID_ACHIEVEMENT_DUCK_SALON,美容院
TID_ACHIEVEMENT_DUCK_SALON_DESCRIPTION,在小鸭沙龙同时饲养<NUMBER>只小鸭
TID_EXP_LEVEL_THRESHOLD_REWARD_GAINED,已达到等级临界值
TID_STORAGE_FULL_BUTTON,立即升级
TID_FEATURE_BOAT,航运订单
TID_FEATURE_MINE,矿场
TID_FEATURE_FISHING,钓鱼区
TID_FEATURE_NEIGHBORHOOD,社区
TID_FEATURE_TRAIN,小镇区
TID_FEATURE_LOBSTER_FISHING,龙虾
TID_FEATURE_RSS_NEWSPAPER,贸易
TID_FEATURE_CALENDAR_EVENTS,活动
TID_FEATURE_TOM,汤姆
TID_FEATURE_FIRST_PET,宠物
TID_FEATURE_EXPANSIONS,农场扩建
TID_FEATURE_FISHING_NETS,渔网
TID_FEATURE_BEES,蜜蜂
TID_LEVEL_UP_CONFIRM_BUTTON_TEXT,继续
TID_REPUTATION_LEVEL_UP_CONFIRM_BUTTON_TEXT,继续
TID_ANIMAL_HABITAT_HUD_NO_ANIMAL_PRODUCT_TO_COLLECT,没有<ANIMAL>可供收集！
TID_ANIMAL_HABITAT_HUD_NO_ANIMAL_TO_FEED,暂时没有肚子饿的<ANIMAL>！
TID_STAT_LEVEL_CAP_REACHED,恭喜！您已升到最高等级。
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,额外帮助
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,加入社区以获得额外的航运订单求助机会！
TID_BOAT_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,加入社区提供额外帮助！
TID_BOAT_EXTRA_HELP_INVITE_NEIGHBORHOOD,邀请<PARAM>加入您的社区，以提供额外的装船帮助！
TID_BOAT_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,加入这个社区提供额外帮助！
TID_FISH_74,鲱形白鲑
TID_FISH_74_DESCRIPTION,您会发现这只鱼正和它的小伙伴们在冰冷的深水区玩耍。
TID_FISH_75,北美鲤鱼
TID_FISH_75_DESCRIPTION,这只淡水鱼就像吸尘器一样，会吃掉一切东西。小心您的手指！
TID_FISH_76,尼罗鲈
TID_FISH_76_DESCRIPTION,这只性格内向的鱼喜欢静水区的平静氛围。
TID_STREAM_EVENT_HELP_REQUESTED,我的农场需要帮助！
TID_HELP_REQUEST_VISIT_BUTTON,参观
TID_SERVICE_LIST_ITEM_REWARDS_BONUS,建筑奖励
TID_SERVICE_LIST_ITEM_REWARDS_TOTAL,总奖励
TID_TOWN_REQUEST_BOARD_TITLE,小镇游客请求
TID_HINT_SETTINGS_ADVANCED,您可以在高级设置自定义游戏体验。
TID_HINT_SETTINGS_HELPSHIFT,您可以在\q设置\q-\q帮助和支持\q中查看大量有用信息
TID_HINT_NEIGHBORHOOD_ONLY_ONE,您一次只能加入一个社区。
TID_HINT_NEIGHBORHOOD_INVITE_FRIENDS,您可在访问时点击信封邀请好友加入您的社区。
TID_HINT_FISHING_SCRAP_BOOK,钓到不同种类的鱼儿可获得钻石，查看您的钓鱼手册，收集钻石吧！
TID_HINT_FISHING_EVENT_FISH,某些珍稀鱼类只能在钓鱼活动中钓到。
TID_HINT_TEASER_FISHING_TOWN,钓鱼区和小镇互相独立，都有新鲜有趣的玩法。
TID_HINT_TOWN_COMPLETE_VISITORS,完成小镇游客的所有请求，可获取一份特殊物品奖励！
TID_HINT_TOWN_UPGRADE_BUILDINGS,升级小镇的服务设施，接待更多游客以获取奖励！
TID_HINT_TOWN_TOWNHALL_UPGRADE,升级小镇的市政厅，容纳更多游客！
TID_HINT_TOWN_TRAINSTATION_UPGRADE,升级小镇的火车站，让幸运彩蛋号特快列车为您带来更多游客！
TID_HINT_TOWN_MYSTERY_CHEST,在小镇上，您有时可以看到一个特别的箱子浮在水面。
TID_HINT_BEES_NECTAR_COLLECTING,蜜蜂从花蜜丛收集花蜜以制作蜂糖。
TID_HINT_BEES_HONEYEXTRACTOR,用摇蜜机从蜂糖中获取蜂蜜！
TID_HINT_BOAT_SEND_AWAY,在装载任何产品前，您可以点击货船图标将货船送走。
TID_HINT_EVENTS_TEASER,您可以从活动中获取丰厚的奖励，比如额外的金币或特殊物品。
TID_HINT_EVENTS_GLOBAL_GOAL,全服活动目标需要所有玩家一起努力合作完成。
TID_HINT_MIDLEVEL_THRESHOLDS,等级过半，可获得即时奖励！
TID_HINT_LEVELSTAR_NEXT_LEVEL,点击主界面上方显示您级别的蓝色五角星，查看下一等级可以解锁的内容！
TID_HINT_FISHERMAN_TUTORIAL_FISHING,点击渔夫图标可以回放钓鱼教程！
TID_HINT_FISHERMAN_TUTORIAL_FISHING_LOBSTERS,点击渔夫图标可以回放钓鱼和捕龙虾的教程！
TID_HINT_FISHING_NETS_NOT_TO_BOOK,用渔网捕到的鱼儿不会添加到钓鱼手册的收藏中。
TID_HINT_FISHING_LURES_TO_BOOK,用鱼饵钓鱼完成钓鱼手册的收藏！
TID_HINT_FISHING_NETS_GET_MEAT,若你只需要鱼片，用渔网就好。
TID_HINT_LOBSTERS_UPGRADE,升级龙虾池，为龙虾营造更多空间！
TID_HINT_LOBSTERS_ANIMATION_TEASER,升级龙虾池，查看所有好玩的龙虾动画！
TID_HINT_DUCKS_SIMILAR_TO_LOBSTERS,捕捉小鸭的方式与捉龙虾类似。
TID_HINT_DUCKS_UPGRADE,升级小鸭沙龙，为小鸭营造更多空间！
TID_HINT_DUCKS_ANIMATION_TEASER,升级小鸭沙龙，查看所有好玩的小鸭动画！
TID_HINT_MINE_TOOLS_PICKAXE,炸药、炸药桶、铁铲和十字镐可用于开矿。
TID_HINT_FAQ_MULTIPLE_DEVICES,您可在多台设备上经营您的农场，请在\q常见问题区\q查看如何绑定账号。
TID_DECO_CHRISTMAS_BELL_DESC,欢庆节日
TID_DECO_CHRISTMAS_BELL,节日铃铛
TID_DECO_CHRISTMAS_LIGHT_FENCE_DESC,欢庆节日
TID_DECO_CHRISTMAS_LIGHT_FENCE,节庆彩灯围栏
TID_ACHIEVEMENT_HONEYCOMBS,甜蜜点心
TID_ACHIEVEMENT_HONEYCOMBS_DESCRIPTION,收获<NUMBER>个蜂糖
TID_ACHIEVEMENT_BEES,忙碌的蜜蜂
TID_ACHIEVEMENT_BEES_DESCRIPTION,拥有<NUMBER>只蜜蜂
TID_TOWN_REQUEST_BOARD_HUD_NO_REQUESTS,目前没有游客提出请求。访问您的小镇以接待更多游客！
TID_HINT_CONNECT_TO_SAVE,为游戏绑定Supercell ID以保存您的农场进度！
TID_HINT_CONNECT_TO_SAVE_ANDROID,为游戏绑定Supercell ID以保存您的农场进度！
TID_EVENT_PAMFLET_CHRISTMAS2014,节日活动闪亮登场！
TID_ADVANCED_EVENT_TEXT_CHRISTMAS2014,这个冬季的热门新物品要用缝纫机制作哦！在规定时间内，尽可能多地贡献产品！达成个人目标，您将获得丰厚奖励。您提交的产品将被计算到所有农场主提交的产品总数中。现在就和其他农场主一起完成全服活动目标，赢取丰厚奖励吧！节日快乐！
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS2014,<NAME>，您好！各地的农场主为我们的小镇提供了充裕的超柔软制品。谢谢大家参与本次全服活动！我们齐心协力获得了成功！请接受这份奖励，感谢您的贡献！
TID_EVENT_PAMFLET_NEWYEAR2014,新年活动闪亮登场！
TID_ADVANCED_EVENT_TEXT_NEWYEAR2014,让我们从美味的松饼开始庆祝新年吧！在规定时间内，尽可能多地贡献产品！达成个人目标，您将获得丰厚奖励。您提交的产品将被计算到所有农场主提交的产品总数中。现在就和其他农场主一起完成全服活动目标，赢取丰厚奖励吧！
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR2014,<NAME>，您好！各地的农场主为我们的小镇提供了充裕的松饼存货。谢谢大家参与本次全服活动！我们齐心协力获得了成功！请接受这份奖励，感谢您的贡献！
TID_EVENT_PAMFLET_VALENTINES2014,情人节周末来喽！
TID_ADVANCED_EVENT_TEXT_VALENTINES2015,在这个浪漫的周末，您所有的航运订单都将得到3倍金币和礼券！活动期间，每完成一箱航运订单都能获得3倍金币， 每完成整船订单将获得3倍礼券！别忘了，还可以去好友的农场帮忙装船送货哦！
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_VALENTINES2015,<NAME>，您好！小镇里到处都是各地农场主们贡献的奶酪和浆果汁，到处都洋溢着爱意！谢谢大家参与本次全服活动！我们通力合作，并获得了成功！请接受这份奖励，感谢您的贡献！
TID_EVENT_PAMFLET_EASTER2015,复活节活动闪亮登场！
TID_ADVANCED_EVENT_TEXT_EASTER2015,各地的小镇都需要高质量的农场产品，让他们的复活节更加特别。在截止日期前，尽量多地完成航运订单。达成个人目标，您将获得丰厚奖励。您完成的订单将被计算到所有农场主完成的订单总数中。现在就和其他农场主一起完成全服活动目标，赢取丰厚奖励吧！
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_EASTER2015,<NAME>，您好！各地的农场主将他们的优质产品通过货船运往各个港口，这是有史以来货物最丰盛的复活节！感谢大家参与本次全服活动！我们齐心协力获得了成功！请接受这份奖励，感谢您的贡献！
TID_ADVANCED_EVENT_SUCCESS_TEXT_EASTER2015,我们的社区齐心协力，共同运送了如此多满载货物的船，这注定是个令人难忘的复活节！
TID_UPDATE_NOTIFICATION_SPECIAL,《卡通农场》开辟了一片全新的山谷！快来更新游戏，探索全新区域，解锁超赞物品！
TID_UPDATE_NOTIFICATION_SPECIAL_ANDROID,《卡通农场》开辟了一片全新的山谷！快来更新游戏，探索全新区域，解锁超赞物品！
