TID,IT
TID_MASSGIFT_FACEBOOK_TEXT,"Per festeggiare il raggiungimento di 12 milioni di \qMi piace\q sulla nostra pagina Facebook ufficiale di Hay Day, offriremo a tutti 12 diamanti in segno di gratitudine! Ci hai dimostrato una dedizione e un sostegno MUUgnifici e speriamo che apprezzerai questo piccolo regalo. :) Se non hai ancora messo \qMi piace\q alla nostra pagina di Hay Day su Facebook (www.facebook.com/HayDayOfficial), speriamo che tu lo faccia presto!"
TID_BUNNY2,Coniglietto coccoloso
TID_MOVIE_TICKET_WATCH_ANOTHER_TITLE,Vuoi guardare un altro trailer?
TID_MOVIE_TICKET_WATCH_ANOTHER_TEXT,Riceverai una ricompensa casuale
TID_MOVIE_TICKET_WATCH_ANOTHER_OR,o
TID_MOVIE_TICKET_ALL_WATCHED_TITLE,Grazie. Hai guardato tutti i trailer disponibili.
TID_MOVIE_TICKET_ALL_WATCHED_TEXT,Riprova tra <PARAM> ore
TID_MOVIE_TICKET_NO_FEED_TITLE,Siamo in attesa di un nuovo trailer
TID_MOVIE_TICKET_NO_FEED_TEXT,Riprova più tardi
TID_TOOL_PICKAXE,Piccozza
TID_TOOL_PICKAXE_DESC,Serve per estrarre oro dalla miniera
TID_MYSTERY_CRATE_DESCRIPTION,Il forziere che hai trovato è chiuso! Puoi aprirlo usando i diamanti.
TID_MYSTERY_CRATE_OPEN,per aprire
TID_GIFT_TOWN_TITLE,Pacchetto misterioso città
TID_GIFT_FISHING_TITLE,Pacchetto misterioso pesca
TID_ABOUT_FSA,FSA (solo giapponese)
TID_NECTAR_DESCRIPTION,Raccolto dalle api domestiche dai cespugli di nettare
TID_NECTAR,Nettare
TID_BEE,Ape domestica
TID_BEE_HIVE_TREE,Albero con alveare
TID_DANDELION,Cespuglio di nettare
TID_BEE_HIVE_TREE_SHOP_DESCRIPTION,Dimora delle api
TID_DANDELION_DESCRIPTION,Fornisce il nettare alle api domestiche
TID_BEE_HIVE,Alveare
TID_GATHERER_SHOP_DESCRIPTION,Raccoglie nettare per produrre favi
TID_HONEYCOMB,Favo
TID_HONEYCOMB_DESCRIPTION,Raccogli dall'alveare
TID_FLOATER_COORDINATE_NOT_IN_NEST,Posiziona in <PARAM>!
TID_FLOATER_NEST_FULL,Questo <PARAM> è pieno.
TID_GATHERER_MASTERY_INFO_POPUP_TOOLTIP,L'<BUILDING> ora ha <PARAM> alveari.
TID_GATHERER_MASTERY_INFO_POPUP_DESCRIPTION,Raccogli nettare per guadagnare stelle e ottenere più alveari!
TID_GATHERER_MASTERY_INFO_POPUP_PROGRESS,<COUNT>/<COUNT_LIMIT> nettare
TID_GATHERER_MASTERY_STAR_GAIN_POPUP_DESCRIPTION,Ora hai <PARAM> alveari nel tuo <BUILDING>. Compra nuove api domestiche dal negozio.
TID_PRODUCT_HONEY,Miele
TID_PRODUCT_BEESWAX,Cera d'api
TID_HONEYEXTRACTOR,Estrattore di miele
TID_HONEYEXTRACTOR_DESCRIPTION,Estrae il miele dai favi
TID_HONEYEXTRACTOR_PRODUCT_DESCRIPTION,Prodotto dell'estrattore di miele
TID_DECO_SANDCASTLE,Castello di sabbia
TID_DECO_BEACHCHAIR1,Sdraio: oceano
TID_DECO_BEACHCHAIR2,Sdraio: estate
TID_DECO_SANDCASTLE_DESC,Decora la tua città
TID_DECO_BEACHCHAIR1_DESC,Decora la tua città
TID_DECO_BEACHCHAIR2_DESC,Decora la tua città
TID_GATHERER_NEST_PROGRESS_HUD_RESOURCES_LEFT,<GATHERED>/<MAX> <RESOURCE>
TID_GATHERER_NEST_READY_TO_HARVEST,Puoi raccogliere
TID_FLOATER_NO_SUPPORTED_MINES,Compra <PARAM> per continuare la produzione!
TID_PRODUCT_PUMPKIN_SOUP,Minestra di zucca
TID_PRODUCT_LOBSTERSKEWERS,Spiedino di aragosta
TID_PRODUCT_HONEY_TOAST,Toast al miele
TID_PRODUCT_HONEY_POPCORN,Popcorn al miele
TID_PRODUCT_HONEY_APPLE_CAKE,Torta di mele al miele
TID_STAT_BOUGHT_FREE,Comprati: <BOUGHT> / Gratis: <FREE>
TID_STAT_TOTAL,Totale: <AMOUNT>
TID_NOTIFICATION_HIVES_READY,I favi sono pronti per essere raccolti!
TID_TRAIN_GIFTSHOP,Negozio di souvenir
TID_TRAIN_GIFTSHOP_DESC,Offerta di souvenir locali prodotti artigianalmente
TID_PASSENGER_VICTORIAN_LADY,Attrice
TID_TUTORIAL_110_BEES_UNLOCKED,Buone notizie: ora puoi comprare le api e iniziare a produrre dolce miele! Avanti!
TID_TUTORIAL_111a_BUY_BEEHIVETREE,Inizia comprando un albero con alveare!
TID_TUTORIAL_112a_BUY_BEE,Ora compra un'ape domestica!
TID_TUTORIAL_113a_BUY_NECTARBUSH,Le api hanno bisogno di nettare. Compra un cespuglio di nettare per metterle all'opera!
TID_TUTORIAL_114_BEE_TUTORIAL_END,Ottimo! Compra altre api e cespugli di nettare per incrementare la produzione! E non dimenticare di comprare anche l'estrattore di miele per ottenere quel dolce nettare!
TID_NO_HONEYCOMBS_TOOLTIP,I favi non sono pronti. Attendi che le api raccolgano più nettare.
TID_DANDELION_FB_HELP_TEXT,Il mio cespuglio di nettare dev'essere subito innaffiato. Puoi aiutarmi?
TID_TUTORIAL_113a2_WAIT_FOR_BEES,Ora non devi fare altro che attendere che le api raccolgano il nettare!
TID_DECO_GARGOYLE,Gargoyle
TID_DECO_GARGOYLE_DESC,Decorazione di Halloween unica
TID_DECO_GARGOYLE_DESC_MOBILE,Decorazione di Halloween unica
TID_ADVANCED_EVENT_TITLE_HALLOWEEN2014,Stagione di Halloween!
TID_EVENT_PAMFLET_HALLOWEEN2014,È arrivato l'evento di Halloween!
TID_ADVANCED_EVENT_TEXT_HALLOWEEN2014,"Torte di zucca e minestra di zucca per tutti! Raggiungi gli obiettivi evento personali per sbloccare grosse ricompense. Il tuo contributo aiuta inoltre a completare l'obiettivo globale della community, che sbloccherai al raggiungimento dell'icona blu qui sopra. Buon Halloween!"
TID_ADVANCED_EVENT_NOTIFICATION_HALLOWEEN2014,Vai a dare un'occhiata al nuovo evento di Halloween con ricchi premi!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_HALLOWEEN2014,Evento globale
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN2014,"Ciao, <NAME>! La città era strapiena di torte di zucca e minestra di zucca. Grazie a tutti per aver partecipato. Ce l'abbiamo fatta insieme! Accetta questo premio come ricompensa per il contributo!"
TID_ADVANCED_EVENT_SUCCESS_TITLE_HALLOWEEN2014,Il miglior Halloween di sempre!
TID_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN2014,La città era strapiena di torte di zucca e minestra di zucca. La nostra community è riuscita a creare il miglior Halloween di sempre.
TID_INVALID_GAME_CENTER_SIGNATURE_TITLE,IMPORTANTE!
TID_INVALID_GAME_CENTER_SIGNATURE_TEXT,"Collegati a Game Center o Supercell ID per salvare i progressi e per giocare su diversi dispositivi.\nSe possibile, ti consigliamo inoltre di aggiornare il sistema operativo a iOS 7 o a una versione successiva.\nPer maggiori informazioni, visita: https://support.apple.com/it-it/HT204204"
TID_INVALID_GAME_CENTER_SIGNATURE_ACTION,OK
TID_GATHERER_HABITAT_HUD_BUTTON_TOOLTIP,Serve più nettare
TID_TUTORIAL_DOUBLE_TAP_INFO,Sapevi che puoi attivare la conferma a doppio tocco per l'utilizzo dei diamanti nelle impostazioni avanzate? Provaci!
TID_MASSGIFT_HALLOWEENDECO_HEADER,Halloween sta per terminare
TID_MASSGIFT_HALLOWEENDECO_TEXT,"Ciao, <NAME>! Presto rimuoveremo le esclusive decorazioni di Halloween dal negozio. Procuratele prima che sia troppo tardi!"
TID_MASSGIFT_HALLOWEENSEASON_HEADER,Felice Halloween!
TID_MASSGIFT_HALLOWEENSEASON_TEXT,"Ciao, <NAME>! Halloween è finalmente arrivato! Scopri le nuove ed esclusive decorazioni a tempo limitato nel negozio. E ricordati di andare nell'area di pesca: con un pizzico di fortuna, di tanto in tanto potresti avvistare l'inquietante fantasma di Halloween, che ti offrirà delle sorprese! :) Se lo vedi, fallo sapere a tutti tramite la nostra pagina di Facebook: http://facebook.com/HayDayOfficial"
TID_CANDLEMAKER,Candelificio
TID_CANDLEMAKER_DESCRIPTION,Realizza candele
TID_CANDLEMAKER_PRODUCT_DESCRIPTION,Prodotto del candelificio
TID_PRODUCT_STRAWBERRY_CANDLE,Candela alla fragola
TID_PRODUCT_LEMON_CANDLE,Candela al limone
TID_PRODUCT_RASPBERRY_CANDLE,Candela al lampone
TID_DECO_HAUNTED_BIRDHOUSE,Casetta uccelli stregata
TID_DECO_HAUNTED_BIRDHOUSE_DESC,Decorazione di Halloween
TID_IOS4_SUPPORT_ENDING_TITLE,Attenzione!
TID_IOS4_SUPPORT_ENDING_TEXT,"Per svariati motivi tecnici, sfortunatamente siamo costretti a interrompere il supporto per tutte le versioni di iOS inferiori a 5.1.1 con il prossimo aggiornamento dell'App Store di Hay Day. Dato che il tuo dispositivo funziona con una versione di iOS inferiore, non potrai più giocare a Hay Day, a meno che non lo aggiorni alla nuova versione di iOS."
TID_IOS4_SUPPORT_ENDING_BUTTON,Come aggiornare iOS
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE,Connessione persa
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE,Un altro dispositivo è connesso a questa fattoria.
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON,Ricarica gioco
TID_STAT_LEVEL_REWARDS_LEVEL_THRESHOLD_TITLE,Ottieni ricompense progredendo in gioco:
TID_STAT_LEVEL_REWARDS_NEXT_LEVEL_TITLE,Raggiungi il prossimo livello (<LEVEL>) per sbloccare:
TID_DUCK_SALON,Salone delle anatre
TID_REPAIR_DUCK_SALON_TITLE,{size=19}Vuoi riparare il salone delle anatre?
TID_REPAIR_DUCK_SALON_TEXT,"Una volta riparato il salone, le anatre catturate saranno trasferite qui automaticamente."
TID_REPAIR_DUCK_SALON_YES,Inizia a riparare
TID_DUCK_TRAP,Trappola per anatre
TID_DUCK,Anatra
TID_DUCK_SALON_CAPACITY,Capacità salone delle anatre: <COUNT>/<MAX>
TID_DUCK_READY_TO_HARVEST,Puoi raccogliere
TID_FLOATER_DUCK_CATCHING_COMING_SOON,Le trappole per anatre si sbloccano al livello <LEVEL>
TID_REQUIRES_DUCK_SALON,Richiede salone delle anatre e retificio
TID_FLOATER_DUCK_SALON_FULL,Salone delle anatre pieno!
TID_UPGRADE_DUCK_SALON_YES,Inizia a migliorare
TID_UPGRADE_DUCK_SALON_TITLE,Vuoi migliorare il salone?
TID_UPGRADE_DUCK_SALON_TEXT,Miglioralo per ottenere più spazio per le anatre. Più anatre aggiungi e più si divertono!
TID_DUCK_DOWN,Piuma d'anatra
TID_DUCK_DOWN_DESCRIPTION,Pesca nell'area di pesca
TID_FLOATER_DUCK_SALON_MAX_RANK,Salone delle anatre al livello massimo!
TID_FLOATER_DUCK_SALON_UPGRADING,Miglioramento salone delle anatre in corso!
TID_NOTIFICATION_DUCK_SALON_HARVEST_READY,Le piume d'anatra sono pronte per essere raccolte!
TID_NOTIFICATIONS_SETTINGS_DUCK_SALON_HARVEST_READY,Notifiche salone delle anatre
TID_ACHIEVEMENT_DUCK_DOWN,Parrucchiere per anatre
TID_ACHIEVEMENT_DUCK_DOWN_DESCRIPTION,Raccogli <NUMBER> piume d'anatra.
TID_ACHIEVEMENT_DUCK_SALON,Salone di bellezza
TID_ACHIEVEMENT_DUCK_SALON_DESCRIPTION,<NUMBER> anatre al salone nello stesso momento.
TID_EXP_LEVEL_THRESHOLD_REWARD_GAINED,Limite livello raggiunto
TID_STORAGE_FULL_BUTTON,Migliora ora
TID_FEATURE_BOAT,Ordini per la barca
TID_FEATURE_MINE,Miniera
TID_FEATURE_FISHING,Area di pesca
TID_FEATURE_NEIGHBORHOOD,Vicinati
TID_FEATURE_TRAIN,Area della città
TID_FEATURE_LOBSTER_FISHING,Aragoste
TID_FEATURE_RSS_NEWSPAPER,Commercio
TID_FEATURE_CALENDAR_EVENTS,Eventi
TID_FEATURE_TOM,Tom
TID_FEATURE_FIRST_PET,Animali domestici
TID_FEATURE_EXPANSIONS,Espansioni della fattoria
TID_FEATURE_FISHING_NETS,Reti da pesca
TID_FEATURE_BEES,Api
TID_LEVEL_UP_CONFIRM_BUTTON_TEXT,Continua
TID_REPUTATION_LEVEL_UP_CONFIRM_BUTTON_TEXT,Continua
TID_ANIMAL_HABITAT_HUD_NO_ANIMAL_PRODUCT_TO_COLLECT,Non ci sono prodotti da recuperare da questo tipo di animale (<ANIMAL>).
TID_ANIMAL_HABITAT_HUD_NO_ANIMAL_TO_FEED,Non c'è nemmeno 1 <ANIMAL> da sfamare!
TID_STAT_LEVEL_CAP_REACHED,Per ora hai raggiunto il livello massimo. Congratulazioni!
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Aiuto extra
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,Entra in un vicinato per ottenere aiuto extra con la barca!
TID_BOAT_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,Entra in un vicinato per fornire aiuto extra!
TID_BOAT_EXTRA_HELP_INVITE_NEIGHBORHOOD,Invita <PARAM> nel tuo vicinato per ottenere aiuto extra con la barca!
TID_BOAT_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,Unisciti a questo vicinato per fornire aiuto extra!
TID_FISH_74,Coregone
TID_FISH_74_DESCRIPTION,Questo pesce se ne sta insieme ai suoi amici nelle acque più fredde e profonde.
TID_FISH_75,Ciprino
TID_FISH_75_DESCRIPTION,Questo spazzino d'acqua dolce mangia qualsiasi cosa. Occhio alle dita!
TID_FISH_76,Persico
TID_FISH_76_DESCRIPTION,Questo timido pesce si gode la placida atmosfera delle acque più tranquille.
TID_STREAM_EVENT_HELP_REQUESTED,La mia fattoria ha bisogno di aiuto!
TID_HELP_REQUEST_VISIT_BUTTON,Visita
TID_SERVICE_LIST_ITEM_REWARDS_BONUS,Bonus edificio
TID_SERVICE_LIST_ITEM_REWARDS_TOTAL,Ricompense totali
TID_TOWN_REQUEST_BOARD_TITLE,Richieste visitatori città
TID_HINT_SETTINGS_ADVANCED,Nelle Impostazioni avanzate puoi personalizzare la tua esperienza di gioco.
TID_HINT_SETTINGS_HELPSHIFT,Trovi tante informazioni utili in Impostazioni -> Guida e assistenza
TID_HINT_NEIGHBORHOOD_ONLY_ONE,Puoi fare parte di un solo vicinato alla volta.
TID_HINT_NEIGHBORHOOD_INVITE_FRIENDS,"Quando fai visita ai tuoi amici, puoi invitarli nel tuo vicinato toccando la busta."
TID_HINT_FISHING_SCRAP_BOOK,Cattura vari tipi di pesci e poi controlla il libro di pesca per ottenere diamanti!
TID_HINT_FISHING_EVENT_FISH,Alcuni pesci rari possono essere pescati solo durante gli eventi di pesca.
TID_HINT_TEASER_FISHING_TOWN,La città e l'area di pesca sono separate e ti propongono nuove sorprese speciali.
TID_HINT_TOWN_COMPLETE_VISITORS,Completa tutte le richieste di un visitatore in città per ottenere una ricompensa speciale!
TID_HINT_TOWN_UPGRADE_BUILDINGS,Migliora gli edifici in città per servire un maggior numero di visitatori e ottenere dei bonus!
TID_HINT_TOWN_TOWNHALL_UPGRADE,Migliora il municipio in città per fare spazio per altri visitatori!
TID_HINT_TOWN_TRAINSTATION_UPGRADE,Migliora la stazione ferroviaria in città per trasportare più visitatori con il treno espresso!
TID_HINT_TOWN_MYSTERY_CHEST,"A volte, in città puoi trovare delle speciali casse che galleggiano nell'acqua."
TID_HINT_BEES_NECTAR_COLLECTING,Le api raccolgono il nettare dai cespugli di nettare e lo usano per produrre favi.
TID_HINT_BEES_HONEYEXTRACTOR,Usa l'estrattore di miele per ottenere miele dai favi!
TID_HINT_BOAT_SEND_AWAY,"Per far salpare la barca, tocca la relativa icona prima di caricare i prodotti."
TID_HINT_EVENTS_TEASER,Gli eventi sono un ottimo modo per ottenere ricompense come monete extra o oggetti speciali.
TID_HINT_EVENTS_GLOBAL_GOAL,L'obiettivo globale negli eventi richiede la collaborazione dei giocatori di tutto il mondo.
TID_HINT_MIDLEVEL_THRESHOLDS,Ottieni utili ricompense immediate raggiungendo i traguardi intermedi.
TID_HINT_LEVELSTAR_NEXT_LEVEL,Tocca la tua stella del livello per scoprire che cosa succederà la prossima volta che salirai di livello!
TID_HINT_FISHERMAN_TUTORIAL_FISHING,Tocca il pescatore per rivedere il tutorial sulla pesca!
TID_HINT_FISHERMAN_TUTORIAL_FISHING_LOBSTERS,Tocca il pescatore per rivedere i tutorial sulla pesca e le aragoste.
TID_HINT_FISHING_NETS_NOT_TO_BOOK,La pesca con le reti non è valida ai fini della collezione del libro di pesca.
TID_HINT_FISHING_LURES_TO_BOOK,Pesca con le esche per completare la tua collezione del libro di pesca.
TID_HINT_FISHING_NETS_GET_MEAT,Le reti sono utili quando hai bisogno di filetto di pesce.
TID_HINT_LOBSTERS_UPGRADE,Migliora la vasca per aragoste per avere più spazio per le aragoste.
TID_HINT_LOBSTERS_ANIMATION_TEASER,Migliora la vasca per aragoste per vedere tutte le divertenti animazioni delle aragoste!
TID_HINT_DUCKS_SIMILAR_TO_LOBSTERS,Le anatre si catturano in modo simile alle aragoste.
TID_HINT_DUCKS_UPGRADE,Migliora il salone delle anatre per avere più spazio per le anatre.
TID_HINT_DUCKS_ANIMATION_TEASER,Migliora il salone delle anatre per vedere tutte le divertenti animazioni delle anatre!
TID_HINT_MINE_TOOLS_PICKAXE,"Puoi usare dinamite, barili di TNT, pale e piccozze nella miniera."
TID_HINT_FAQ_MULTIPLE_DEVICES,"Puoi portare avanti la tua fattoria su più dispositivi. Per scoprire come fare, consulta la sezione delle FAQ (domande frequenti)."
TID_DECO_CHRISTMAS_BELL_DESC,Festeggia il Natale
TID_DECO_CHRISTMAS_BELL,Campanella natalizia
TID_DECO_CHRISTMAS_LIGHT_FENCE_DESC,Festeggia il Natale
TID_DECO_CHRISTMAS_LIGHT_FENCE,Recinto natal. con luci
TID_ACHIEVEMENT_HONEYCOMBS,Dolcetto
TID_ACHIEVEMENT_HONEYCOMBS_DESCRIPTION,Raccogli il miele da <NUMBER> favi.
TID_ACHIEVEMENT_BEES,RonZZZio
TID_ACHIEVEMENT_BEES_DESCRIPTION,Possiedi <NUMBER> api.
TID_TOWN_REQUEST_BOARD_HUD_NO_REQUESTS,Al momento non hai richieste da parte dei visitatori della città. Recati nella tua città per attirare altri visitatori!
TID_HINT_CONNECT_TO_SAVE,Collega la tua partita a Supercell ID per salvare i progressi della fattoria!
TID_HINT_CONNECT_TO_SAVE_ANDROID,Collega la tua partita a Supercell ID per salvare i progressi della fattoria!
TID_EVENT_PAMFLET_CHRISTMAS2014,È arrivato l'evento natalizio!
TID_ADVANCED_EVENT_TEXT_CHRISTMAS2014,Gli oggetti più caldi di queste feste natalizie provengono dritti dalla macchina da cucire! Contribuisci il più possibile prima dello scadere del tempo! Raggiungi i tuoi obiettivi personali per ottenere delle laute ricompense. Il tuo risultato va a sommarsi anche all'obiettivo globale della community. Raggiungi l'obiettivo globale insieme ad altri contadini in tutto il mondo e sarete ricompensati a dovere. Buone feste!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS2014,Ciao <NAME>! La città è stata inondata di prodotti morbidissimi provenienti dai contadini di tutto il mondo. Grazie a tutti per la partecipazione all'evento globale. L'unione fa la forza! Accetta questa ricompensa e grazie per i tuoi contributi!
TID_EVENT_PAMFLET_NEWYEAR2014,È arrivato l'evento di Capodanno!
TID_ADVANCED_EVENT_TEXT_NEWYEAR2014,Iniziamo l'anno nuovo con dei deliziosi muffin! Contribuisci il più possibile prima dello scadere del tempo! Raggiungi i tuoi obiettivi personali per ottenere delle laute ricompense. Il tuo risultato va a sommarsi anche all'obiettivo globale della community. Raggiungi l'obiettivo globale insieme ad altri contadini in tutto il mondo e sarete ricompensati a dovere.
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR2014,Ciao <NAME>! La città è stata inondata di muffin provenienti dai contadini di tutto il mondo. Grazie a tutti per la partecipazione all'evento globale. L'unione fa la forza! Accetta questa ricompensa e grazie per i tuoi contributi!
TID_EVENT_PAMFLET_VALENTINES2014,È arrivato il fine settimana di San Valentino!
TID_ADVANCED_EVENT_TEXT_VALENTINES2015,"Ricevi il triplo delle monete e dei buoni dagli ordini per le barche in questo fine settimana all'insegna dell'amore! Per la durata di questo evento, ricevi monete triplicate se completi una cassa e buoni triplicati quando completi una consegna con la barca! Non dimenticarti di far visita ai tuoi amici e di aiutarli anche con le loro barche."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_VALENTINES2015,Ciao <NAME>! La città è stata inondata di formaggio e succo di frutti di bosco provenienti dai contadini di tutto il mondo. Grazie a tutti per la partecipazione all'evento globale. L'unione fa la forza! Accetta questa ricompensa e grazie per i tuoi contributi!
TID_EVENT_PAMFLET_EASTER2015,È arrivato l'evento di Pasqua!
TID_ADVANCED_EVENT_TEXT_EASTER2015,Le città di tutto il mondo vogliono prodotti di qualità per rendere speciale questa Pasqua. Completa più ordini sul fiume che puoi prima dello scadere del tempo! Raggiungi i tuoi obiettivi personali per ottenere delle laute ricompense. Il tuo risultato va a sommarsi anche all'obiettivo globale della community. Raggiungi l'obiettivo globale insieme ad altri contadini in tutto il mondo e sarete ricompensati a dovere.
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_EASTER2015,Ciao <NAME>! I contadini di tutto il mondo hanno fatto salpare barche stracariche di prodotti favolosi. È stata la Pasqua migliore di sempre! Grazie a tutti per la partecipazione all'evento globale. L'unione fa la forza! Accetta questa ricompensa e grazie per i tuoi contributi!
TID_ADVANCED_EVENT_SUCCESS_TEXT_EASTER2015,La nostra community ha inviato tantissime barche piene zeppe di prodotti: sarà una Pasqua memorabile!
TID_UPDATE_NOTIFICATION_SPECIAL,Ecco la contrada! Aggiorna subito per esplorare questa nuova area e sbloccare un sacco di articoli!
TID_UPDATE_NOTIFICATION_SPECIAL_ANDROID,Ecco la contrada! Aggiorna subito per esplorare questa nuova area e sbloccare un sacco di articoli!
TID_UPDATE_NOTIFICATION_GENERIC,Scopri il nuovo aggiornamento nell'App Store!
TID_UPDATE_NOTIFICATION_GENERIC_ANDROID,Scopri il nuovo aggiornamento nel Google Play Store!
TID_TOWN_REQUEST_BOARD_INFO,Qui puoi scoprire cosa richiedono i visitatori in città.
TID_PRODUCT_PILLOW,Cuscino
TID_PRODUCT_BLANKET,Coperta
TID_CHOOSE_FARM_UI_DEVICE,Su questo dispositivo
TID_CHOOSE_FARM_UI_CLOUD,Sul cloud
TID_CHOOSE_FARM_UI_TIME,Ultimo accesso: <LAST_PLAYED_TIME>
TID_CHOOSE_FARM_UI_BUTTON,Scegli
TID_CHOOSE_FARM_UI_INFO,Che cos'è?
TID_SAVE_YOUR_FARM_INFO,Perché dovrei connettermi?
TID_LEADERBOARD_BOAT_ERROR_CONNECT_TO_SCID,Accedi a Supercell ID per vedere la posizione in classifica degli amici!
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,Contatta l'Assistenza
TID_DUCKS_TUTORIAL_TEXT,"Wow, è il vecchio salone delle anatre che ho costruito insieme a tuo zio! Riparalo, costruisci delle trappole per anatre al retificio e fai delle acconciature spettacolari alle anatre. Puoi catturarle seguendo la stessa procedura delle aragoste."
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_TITLE,Confermi?
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_TEXT,Connettendoti crei un backup della fattoria ed eviti di perdere i progressi. Non pubblicheremo mai nulla senza il tuo consenso.
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_BUTTON_BACK,Connetti ora
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_BUTTON_DONT_SIGN_IN,Non connettere
TID_FARM_NAME_TUTORIAL,Puoi cambiare il nome più tardi!
TID_DECO_CHRISTMAS_SNOWWOMAN,Sig.ra Neve
TID_DECO_CHRISTMAS_SNOWWOMAN_DESC,Festeggia il Natale
TID_DECO_NEWYEAR_GRAMOPHONE,Grammofono
TID_DECO_NEWYEAR_GRAMOPHONE_DESC,Decorazione di Capodanno unica
TID_SERVICE_LIST_ITEM_REWARDS_UPGRADE_BUILDING,Migliora l'edificio per ottenere bonus
TID_CHOOSE_FARM_UI_NOW_PLAYING,In gioco
TID_FEATURE_DUCKS,Anatre
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,OK
TID_ELEPHANT,Elefante
TID_GIRAFFE,Giraffa
TID_FLOATER_NEIGHBORHOOD_DERBY_COMING_SOON,Il derby del vicinato si sblocca al livello <LEVEL>
TID_NEIGHBORHOOD_TASK_HARVEST_CROP_DESCRIPTION,Raccogli <CROP> (<NUMBER>)
TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_DESCRIPTION,Raccogli <ANIMAL PRODUCT> (<NUMBER>)
TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,Pesca <WEIGHT> kg di pesce con le esche
TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,Completa <NUMBER> consegne con il furgone.
TID_NEIGHBORHOOD_TASK_BOAT_ORDER_DESCRIPTION,Completa e fai salpare <NUMBER> barche
TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,Servi completamente <NUMBER> visitatori nella tua città
TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,Estrai <NUMBER> minerali dalla miniera
TID_FLOATER_NEIGHBORHOOD_DERBY_NOT_IN_NEIGHBORHOOD,Entra in un vicinato per partecipare al derby!
TID_ADVANCED_EVENT_TITLE_CHINESENEWYEAR,Capodanno cinese
TID_ADVANCED_EVENT_TEXT_CHINESENEWYEAR,"Il Capodanno cinese è alle porte e stanno arrivando camionate di ordini! Con un pizzico di fortuna, potresti persino vedere i fuochi d'artificio nell'area di pesca. Completa più camionate di ordini che puoi prima dello scadere del tempo! Raggiungi i tuoi obiettivi personali per ottenere delle laute ricompense. Il tuo risultato va a sommarsi anche all'obiettivo globale della community. Raggiungi l'obiettivo globale insieme ad altri contadini in tutto il mondo e sarete ricompensati a dovere."
