TID,FI
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Ylimääräinen apu
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,"Liity naapurustoon, niin voit saada ylimääräistä apua laivan lastaamisessa."
TID_BOAT_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,"Liity naapurustoon, niin voit antaa ylimääräistä apua."
TID_BOAT_EXTRA_HELP_INVITE_NEIGHBORHOOD,"Pyydä, että <PARAM> liittyy naapurustoosi, niin hän voi saada ylimääräistä apua laivan kanssa."
TID_BOAT_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,"Liity tähän naapurustoon, niin voit antaa ylimääräistä apua."
TID_FISH_74,Järvisiika
TID_FISH_74_DESCRIPTION,Tämä eväkäs viettää aikaa kamujensa kanssa syvissä ja kylmissä vesissä.
TID_FISH_75,Sulkaimukarppi
TID_FISH_75_DESCRIPTION,Makeanveden imuri syö mitä tahansa. Varo sormiasi!
TID_FISH_76,Ahven
TID_FISH_76_DESCRIPTION,Tämä introvertti kala nauttii tyynessä vedessä rauhoittumisesta.
TID_STREAM_EVENT_HELP_REQUESTED,Farmini kaipaa apua!
TID_HELP_REQUEST_VISIT_BUTTON,Vieraile
TID_SERVICE_LIST_ITEM_REWARDS_BONUS,Rakennusbonus
TID_SERVICE_LIST_ITEM_REWARDS_TOTAL,Palkinnot yhteensä
TID_TOWN_REQUEST_BOARD_TITLE,Kylävierailijoiden pyynnöt
TID_HINT_SETTINGS_ADVANCED,Voit muokata pelikokemustasi Lisäasetuksissa.
TID_HINT_SETTINGS_HELPSHIFT,Löydät paljon hyödyllistä tietoa valitsemalla Asetukset -> Ohje ja tuki.
TID_HINT_NEIGHBORHOOD_ONLY_ONE,Voit kuulua vain yhteen naapurustoon kerrallaan.
TID_HINT_NEIGHBORHOOD_INVITE_FRIENDS,Voit kutsua kavereita naapurustoosi napauttamalla kirjekuorta vierailun aikana.
TID_HINT_FISHING_SCRAP_BOOK,"Katso kalastuskirjasta ohjeet siitä, miten voit kerätä timantteja narraamalla erilaisia kaloja!"
TID_HINT_FISHING_EVENT_FISH,Joitain harvinaisia kaloja voi napata ainoastaan kalastustapahtumissa.
TID_HINT_TEASER_FISHING_TOWN,"Kalastusalue ja kylä ovat erillisiä alueita, jotka sisältävät uusia pelitoimintoja."
TID_HINT_TOWN_COMPLETE_VISITORS,"Toteuta kylävierailijan kaikki rakennuspyynnöt, niin saat palkinnoksi erikoisesineen!"
TID_HINT_TOWN_UPGRADE_BUILDINGS,"Kun päivität kylän rakennuksia, ne voivat palvella useampia vierailijoita, ja saat bonuksia."
TID_HINT_TOWN_TOWNHALL_UPGRADE,"Vierailijoita mahtuu enemmän, kun päivität Kunnantalon kylässä."
TID_HINT_TOWN_TRAINSTATION_UPGRADE,"Kun päivität kylän juna-aseman, Kanalan pikajuna tuo paikalle enemmän vierailijoita!"
TID_HINT_TOWN_MYSTERY_CHEST,Kylässä voi joskus löytää erikoiskirstun kellumasta vedessä.
TID_HINT_BEES_NECTAR_COLLECTING,Mehiläiset keräävät mettä mesipensaista hunajakennojen tuottamiseksi.
TID_HINT_BEES_HONEYEXTRACTOR,Kerää hunaja hunajakennoista käyttämällä hunajalinkoa.
TID_HINT_BOAT_SEND_AWAY,Voit lähettää laivan pois napauttamalla laivakuvaketta ennen kuin olet lastannut tuotteita.
TID_HINT_EVENTS_TEASER,"Tapahtumat ovat oiva tapa ansaita hyviä palkintoja, kuten ylimääräisiä kolikoita tai erikoisesineitä."
TID_HINT_EVENTS_GLOBAL_GOAL,Tapahtumien yhteisötavoite toteutetaan yhteistyönä koko maailman kaikkien pelaajien kesken.
TID_HINT_MIDLEVEL_THRESHOLDS,Saat mukavia pikapalkintoja saavuttamalla kesken tason asetettuja välikynnyksiä.
TID_HINT_LEVELSTAR_NEXT_LEVEL,"Voit katsoa, mitä seuraava taso tuo tullessaan napauttamalla tasotähteä."
TID_HINT_FISHERMAN_TUTORIAL_FISHING,Käy kalastusopastus uudestaan läpi napauttamalla kalastajaa.
TID_HINT_FISHERMAN_TUTORIAL_FISHING_LOBSTERS,Käy uudestaan läpi kalastus- ja hummeriopastukset napauttamalla kalastajaa.
TID_HINT_FISHING_NETS_NOT_TO_BOOK,Verkoilla kalastaminen ei kartuta kalastuskirjakokoelmaasi.
TID_HINT_FISHING_LURES_TO_BOOK,Kerää kalastuskirjakokoelmasi täyteen kalastamalla vieheillä.
TID_HINT_FISHING_NETS_GET_MEAT,"Kalastusverkot ovat näppäriä, jos tarkoitus on ainoastaan saada saalista."
TID_HINT_LOBSTERS_UPGRADE,"Päivitä hummeriallas, niin sinne mahtuu enemmän hummereita."
TID_HINT_LOBSTERS_ANIMATION_TEASER,"Päivitä hummeriallas, niin näet kaikki hassut hummerianimaatiot."
TID_HINT_DUCKS_SIMILAR_TO_LOBSTERS,Sorsia napataan samalla tavalla kuin hummereita.
TID_HINT_DUCKS_UPGRADE,"Päivitä sorsasalonki, niin sinne mahtuu enemmän sorsia."
TID_HINT_DUCKS_ANIMATION_TEASER,"Päivitä sorsasalonki, niin näet kaikki hassut sorsa-animaatiot."
TID_HINT_MINE_TOOLS_PICKAXE,"Dynamiittia, TNT-tynnyreitä, lapioita ja hakkuja voidaan käyttää kaivoksessa."
TID_HINT_FAQ_MULTIPLE_DEVICES,Voit hoitaa farmiasi usealta eri laitteelta. Lisätietoja saat UKK:sta.
TID_DECO_CHRISTMAS_BELL_DESC,Juhli juhlapyhiä.
TID_DECO_CHRISTMAS_BELL,Pyhien kello
TID_DECO_CHRISTMAS_LIGHT_FENCE_DESC,Juhli juhlapyhiä.
TID_DECO_CHRISTMAS_LIGHT_FENCE,Jouluvaloaita
TID_ACHIEVEMENT_HONEYCOMBS,Herkkupala
TID_ACHIEVEMENT_HONEYCOMBS_DESCRIPTION,Kerää <NUMBER> hunajakennoa.
TID_ACHIEVEMENT_BEES,Pihalla pörisee
TID_ACHIEVEMENT_BEES_DESCRIPTION,Hanki <NUMBER> mehiläistä.
TID_TOWN_REQUEST_BOARD_HUD_NO_REQUESTS,"Tällä hetkellä kylässä ei ole avoimia vierailijapyyntöjä. Käy kylässä, jotta saat lisää vierailijoita!"
TID_HINT_CONNECT_TO_SAVE,Tallenna farmisi yhdistämällä pelisi Supercell ID:hen!
TID_HINT_CONNECT_TO_SAVE_ANDROID,Tallenna farmisi yhdistämällä pelisi Supercell ID:hen!
TID_EVENT_PAMFLET_CHRISTMAS2014,Pyhien tapahtuma alkaa!
TID_ADVANCED_EVENT_TEXT_CHRISTMAS2014,"Näiden pyhien suosituimmat tuotteet syntyvät ompelukoneella! Tee oma osasi ennen kuin aika loppuu! Saat upeita palkintoja, kun saavutat henkilökohtaisen tavoitteesi. Tuloksesi vaikuttaa myös yhteisötavoitteeseen. Kun saavutatte yhteisen tavoitteen muiden ympäri maailmaa asuvien farmarien kanssa, kaikki saavat palkinnon."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS2014,Hei <NAME>! Ympäri maailmaa asuvat farmarit lähes tukkivat kylän kadut huippupehmeillä tuotteilla. Kiitos kaikille osallistumisesta yhteisötapahtumaan. Onnistuimme yhdessä! Tässä on lahja palkinnoksi ponnisteluista!
TID_EVENT_PAMFLET_NEWYEAR2014,Uudenvuoden tapahtuma alkaa!
TID_ADVANCED_EVENT_TEXT_NEWYEAR2014,"Aloitetaan uusi vuosi suussa sulavilla muffineilla. Tee oma osasi ennen kuin aika loppuu! Saat upeita palkintoja, kun saavutat henkilökohtaisen tavoitteesi. Tuloksesi vaikuttaa myös yhteisötavoitteeseen. Kun saavutatte yhteisen tavoitteen muiden ympäri maailmaa asuvien farmarien kanssa, kaikki saavat palkinnon."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR2014,Hei <NAME>! Ympäri maailmaa asuvat farmarit lähes tukkivat kylän kadut muffineilla. Kiitos kaikille osallistumisesta yhteisötapahtumaan. Onnistuimme yhdessä! Tässä on lahja palkinnoksi ponnisteluista!
TID_EVENT_PAMFLET_VALENTINES2014,Nyt on ystävänpäivän viikonloppu!
TID_ADVANCED_EVENT_TEXT_VALENTINES2015,"Tänä romanttisena viikonloppuna saat kolminkertaisen määrän kolikoita ja kuponkeja kaikista laivatoimituksista. Tämän tapahtuman ajan saat kolminkertaisesti kolikoita täytetyistä laatikoista ja kolminkertaisesti kuponkeja, kun suoritat koko laivatoimituksen! Älä unohda käydä kaverien luona ja auttaa heidän laivojensa kanssa."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_VALENTINES2015,Hei <NAME>! Ympäri maailmaa asuvat farmarit lähes tukkivat kylän kadut juustolla ja marjamehulla. Rakkautta todellakin on joka puolella! Kiitos kaikille osallistumisesta yhteisötapahtumaan. Onnistuimme yhdessä! Tässä on lahja palkinnoksi ponnisteluista!
TID_EVENT_PAMFLET_EASTER2015,Pääsiäisen tapahtuma alkaa!
TID_ADVANCED_EVENT_TEXT_EASTER2015,"Kylät ympäri maailmaa haluavat laadukkaita farmituotteita juhlistaakseen pääsiäistä! Täytä niin monta jokilaivaa kuin ehdit ennen ajan loppumista. Saat upeita palkintoja, kun saavutat henkilökohtaisen tavoitteesi. Tuloksesi vaikuttaa myös yhteisötavoitteeseen. Kun saavutatte yhteisen tavoitteen muiden ympäri maailmaa asuvien farmarien kanssa, saatte kaikki palkinnon."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_EASTER2015,Hei <NAME>! Mahtavia tuotteita maatiloilta ympäri maailman laivattiin kaikkein kaukaisimpiinkin kolkkiin. Tämä oli kaikkien aikojen yltäkylläisin pääsiäinen! Kiitos kaikille osallistumisesta yhteisötapahtumaan. Onnistuimme yhdessä! Tässä on lahja palkinnoksi ponnisteluistasi!
TID_ADVANCED_EVENT_SUCCESS_TEXT_EASTER2015,"Yhteisömme lähetti yhdessä matkaan niin monta täpötäyttä laivaa, ettei tätä pääsiäistä hevin unohdeta!"
TID_UPDATE_NOTIFICATION_SPECIAL,"Laakso on täällä! Päivitä nyt, niin pääset tutustumaan uuteen paikkaan ja avaamaan palkintoja."
TID_UPDATE_NOTIFICATION_SPECIAL_ANDROID,"Laakso on täällä! Päivitä nyt, niin pääset tutustumaan uuteen paikkaan ja avaamaan palkintoja."
TID_UPDATE_NOTIFICATION_GENERIC,Tsekkaa uusi päivitys App Storessa!
TID_UPDATE_NOTIFICATION_GENERIC_ANDROID,Tsekkaa uusi päivitys Google Play Storessa!
TID_TOWN_REQUEST_BOARD_INFO,"Täältä voit tarkistaa, mitä vierailijat pyytävät kylässä."
TID_PRODUCT_PILLOW,Tyyny
TID_PRODUCT_BLANKET,Peitto
TID_CHOOSE_FARM_UI_DEVICE,Tässä laitteessa
TID_CHOOSE_FARM_UI_CLOUD,Pilvipalvelussa
TID_CHOOSE_FARM_UI_TIME,Viimeksi pelattu: <LAST_PLAYED_TIME>
TID_CHOOSE_FARM_UI_BUTTON,Valitse
TID_CHOOSE_FARM_UI_INFO,Mikä tämä on?
TID_SAVE_YOUR_FARM_INFO,Miksi yhdistäisin?
TID_LEADERBOARD_BOAT_ERROR_CONNECT_TO_SCID,Näet kaveriesi sijoitukset kirjautumalla Supercell ID:hen!
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,Ota yhteys tukeen
TID_DUCKS_TUTORIAL_TEXT,"Tuohan on vanha sorsasalonki, jonka kyhäsimme setäsi kanssa. Kunnosta se, rakenna vähän sorsapyydyksiä verkontekijän luona ja ala tarjota sorsille komeita sulkakuontaloita. Nappaa sorsia samalla tavalla kuin nappaat hummereita."
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_TITLE,Oletko varma?
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_TEXT,"Kun yhdistät, farmistasi tallennetaan varmuuskopio etkä voi menettää edistymistäsi. Emme koskaan julkaise mitään ilman lupaasi."
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_BUTTON_BACK,Yhdistä nyt
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_BUTTON_DONT_SIGN_IN,Älä yhdistä
TID_FARM_NAME_TUTORIAL,Voit muuttaa nimen myöhemmin!
TID_DECO_CHRISTMAS_SNOWWOMAN,Rouva Lumi
TID_DECO_CHRISTMAS_SNOWWOMAN_DESC,Juhli juhlapyhiä.
TID_DECO_NEWYEAR_GRAMOPHONE,Gramofoni
TID_DECO_NEWYEAR_GRAMOPHONE_DESC,Ainutlaatuinen uudenvuoden-\nkoriste.
TID_SERVICE_LIST_ITEM_REWARDS_UPGRADE_BUILDING,"Päivitä rakennus, niin saat bonuksia."
TID_CHOOSE_FARM_UI_NOW_PLAYING,Pelataan nyt
TID_FEATURE_DUCKS,Sorsat
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,Selvä
TID_ELEPHANT,Norsu
TID_GIRAFFE,Kirahvi
TID_FLOATER_NEIGHBORHOOD_DERBY_COMING_SOON,Naapurustokisat avautuvat tasolla <LEVEL>.
TID_NEIGHBORHOOD_TASK_HARVEST_CROP_DESCRIPTION,Korjaa <NUMBER> viljelyskasvia <CROP>.
TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_DESCRIPTION,Kerää <NUMBER> tuotetta <ANIMAL PRODUCT>.
TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,Nappaa <WEIGHT> kg kalaa vieheillä.
TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,Tee <NUMBER> tavararekkatoimitusta.
TID_NEIGHBORHOOD_TASK_BOAT_ORDER_DESCRIPTION,Suorita ja lähetä <NUMBER> laivatilausta.
TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,Täytä <NUMBER> vierailijan toiveet kylässäsi.
TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,Louhi kaivoksesta <NUMBER> malmia.
TID_FLOATER_NEIGHBORHOOD_DERBY_NOT_IN_NEIGHBORHOOD,"Liity naapurustoon, niin voit ottaa osaa naapurustokisoihin!"
TID_ADVANCED_EVENT_TITLE_CHINESENEWYEAR,Kiinalainen uusivuosi!
TID_ADVANCED_EVENT_TEXT_CHINESENEWYEAR,"On kiinalainen uusivuosi, ja tavararekkatilauksia suorastaan satelee! Jos sinulla käy tuuri, saatat jopa nähdä ilotulituksia kalastusalueella. Täytä niin monta tavararekkatilausta kuin ehdit ennen ajan loppumista. Saat upeita palkintoja, kun saavutat henkilökohtaisen tavoitteesi. Tuloksesi vaikuttaa myös yhteisötavoitteeseen. Kun saavutatte yhteisen tavoitteen muiden ympäri maailmaa asuvien farmarien kanssa, saatte kaikki palkinnon."
TID_ADVANCED_EVENT_NOTIFICATION_CHINESENEWYEAR,"Tutustu kiinalaisen uudenvuoden tapahtumaan, josta voit saada hienoja palkintoja."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHINESENEWYEAR,Hei <NAME>! Tavararekkatoimitukset olivat jymymenestys! Lampaan vuosi sai mitä villavimman aloituksen. Kiitos kaikille osallistumisesta yhteisötapahtumaan. Onnistuimme yhdessä! Tässä on lahja palkinnoksi ponnisteluista.
TID_ADVANCED_EVENT_SUCCESS_TITLE_CHINESENEWYEAR,Hyvää lampaan vuotta!
TID_ADVANCED_EVENT_SUCCESS_TEXT_CHINESENEWYEAR,Yhteisömme täytti yhdessä uskomattoman määrän tavararekkatilauksia ja aloitti lampaan vuoden huikealla tavalla!
TID_EVENT_PAMFLET_CHINESENEWYEAR,Nyt on kiinalainen uusivuosi!
TID_MASSGIFT_WINTERAWAY_HEADER,Päivitys saatavilla
TID_MASSGIFT_WINTERAWAY_TEXT,"Hei <NAME>! Talvi lähestyy loppuaan, joten jos haluat poistaa talviteeman käytöstä, voit ladata App Storesta valinnaisen päivityksen. Vietä oikein AMMUUkava päivä! Saat nämä kimaltelevat timantit lahjaksi jatkuvasta tuestasi ja Hay Dayn pelaamisesta."
TID_MASSGIFT_WINTERAWAY_TEXT_ANDROID,"Hei <NAME>! Talvi lähestyy loppuaan, joten jos haluat poistaa talviteeman käytöstä, voit ladata Google Play -kaupasta valinnaisen päivityksen. Vietä oikein AMMUUkava päivä! Saat nämä kimaltelevat timantit lahjaksi jatkuvasta tuestasi ja Hay Dayn pelaamisesta."
TID_ADVANCED_EVENT_NOTIFICATION_VALENTINES2015,Käy tutustumassa uuteen ystävänpäivän tapahtumaan!
TID_DERBY_REWARDS_KEYS_HEADER,Naapurustollasi on <NUMBER> kpl hevosenkenkiä.
TID_DERBY_REWARDS_KEYS_TEXT,Ansaitse hevosenkenkiä keräämällä naapurustollesi kisapisteitä!
TID_DERBY_REWARDS_BUTTON_REROLL,Sekoita palkinnot
TID_DERBY_REWARDS_BUTTON_CONFIRM,<NUMBER>/<TOTAL> Lunasta palkinnot
TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,Sadonkorjuutehtävä
TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,Eläintehtävä
TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_TITLE,Kalastustehtävä
TID_NEIGHBORHOOD_TASK_CAR_ORDER_TITLE,Tavararekkatehtävä
TID_NEIGHBORHOOD_TASK_BOAT_ORDER_TITLE,Laivatehtävä
TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_TITLE,Kylävierailijatehtävä
TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_TITLE,Louhimistehtävä
TID_NEIGHBORHOOD_TASK_PROGRESS_TEXT,<CURRENT>/<REQUIRED>
TID_DERBY_TASK_POPUP_TASK_COMPLETE_TEXT,<TASK> suoritettu!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT,Tehtävän aloitus epäonnistui.
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED,Sinulla on jo tehtävä suoritettavana!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_BY_OTHERS,Naapuri on ottanut tehtävän!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_TASK_DISCARDED,Tehtävä on hävitetty!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_NO_TASKS_LEFT,Sinulla ei ole enää avonaisia tehtäviä!
TID_NEIGHBORHOOD_TASK_TIME_LEFT_TEXT,<TIME>
TID_TYPE_NEIGHBORHOOD_TASK_DISCARD_FAILED,Tehtävän hävitys epäonnistui.
TID_NEIGHBORHOOD_TASK_TAKEN,<TIME>
TID_NEIGHBORHOOD_TASK_EXPIRED,Päättynyt
TID_NEIGHBORHOOD_TASK_COMPLETED,Suoritettu
TID_NOTIFICATION_EARN_MORE_KEYS_TO_UNLOCK_REWARD,"Kisapisteitä on ansaittava vielä <PARAM>, jotta tämä sarake paljastuu!"
TID_DERBY_CAPACITY,Naapuruston kisapisteet: <COUNT>
TID_EASTERTREE_DESCRIPTION,Ainutlaatuinen pääsiäiskoriste.
TID_EASTERTREE,Pääsiäispuu
TID_KITTEN_HOUSE,Kissanpentukoti
TID_PUPPY_HOUSE,Koiranpentukoti
TID_KITTEN_HOUSE_DESCRIPTION,Tarjoaa kodin\n<CAPACITY> kissan-\npennulle.
TID_PUPPY_HOUSE_DESCRIPTION,Tarjoaa kodin\n<CAPACITY> koiran-\npennulle.
TID_GOLDENWELL,Kultainen kaivo
TID_GOLDENOUTHOUSE,Kultainen huussi
TID_GOLDENSWINGSET,Kultainen keinu
TID_GOLDENWELL_DESCRIPTION,Koristele farmiasi.
TID_GOLDENOUTHOUSE_DESCRIPTION,Koristele farmiasi.
TID_GOLDENSWINGSET_DESCRIPTION,Koristele farmiasi.
TID_TYPE_NEIGHBORHOOD_TASK_SPEED_UP_FAILED,Hävitetyn tehtävän nopeutus epäonnistui.
TID_NEIGHBORHOOD_TASK_DISCARDED_WAITING,Tämä tehtävä ei ole vielä avoin. Odota tai nopeuta!
TID_KITTEN1,Kissanpentu (smokki)
TID_KITTEN2,Kissanpentu (tabby)
TID_KITTEN3,Kissanpentu (kilpikonna)
TID_PUPPY1,Noutajapentu
TID_PUPPY2,Pinseripentu
TID_PUPPY3,Ajokoirapentu
TID_KITTEN_DESCRIPTION,Kerää pisteitä ruokkimalla.
TID_PUPPY_DESCRIPTION,Kerää pisteitä ruokkimalla.
TID_MUSHROOMLOG,Sienikanto
TID_MUSHROOMLOG_DESCRIPTION,Koristele farmiasi.
TID_DERBY_OVER_TITLE,Laukkakilpailupalkinnot
TID_DERBY_OVER_TEXT_PRIZE,Onnittelut! Naapurustosi sijoittui kolmen parhaan joukkoon. Tässä ovat palkinnot hyvästä työstä.
TID_DERBY_OVER_TEXT_NO_PRIZE,"Jos naapurustonne sijoittuu ensi kerralla kolmen parhaan joukkoon, saatte kaikki mahtavia palkintoja!"
TID_DERBY_OVER_BUTTON,Lunasta
TID_TYPE_NEIGHBORHOOD_DERBY_CLAIM_THRESHOLD_REWARDS,Sinun pitää lunastaa palkintosi!
TID_NEIGHBORHOOD_TASK_DISCARDED_WAITING_DONE_TITLE,Uusi tehtävä
TID_DERBY_REFRESH_TASK_BUTTON,Päivitä
TID_NEIGHBORHOOD_TASK_DISCARDED_WAITING_DONE,Uusi tehtävä on avautunut. Päivitä lista ja aloita tehtävä!
TID_DERBY_TASK_HARVEST_WHEAT_TITLE,Korjaa vehnää
TID_DERBY_TASK_HARVEST_CORN_TITLE,Korjaa maissia
TID_DERBY_TASK_HARVEST_SOYBEAN_TITLE,Korjaa soijapapuja
TID_DERBY_TASK_HARVEST_SUGARCANE_TITLE,Korjaa sokeriruokoa
TID_DERBY_TASK_HARVEST_CARROT_TITLE,Korjaa porkkanoita
TID_DERBY_TASK_HARVEST_INDIGO_TITLE,Korjaa indigoa
TID_DERBY_TASK_HARVEST_PUMPKIN_TITLE,Korjaa kurpitsoita
TID_DERBY_TASK_HARVEST_COTTON_TITLE,Korjaa puuvillaa
TID_DERBY_TASK_HARVEST_CHILI_TITLE,Korjaa chilejä
TID_DERBY_TASK_HARVEST_TOMATO_TITLE,Korjaa tomaatteja
TID_DERBY_TASK_HARVEST_STRAWBERRY_TITLE,Korjaa mansikoita
TID_DERBY_TASK_HARVEST_POTATO_TITLE,Korjaa perunoita
TID_DERBY_TASK_HARVEST_RICE_TITLE,Korjaa riisiä
TID_DERBY_TASK_HARVEST_LETTUCE_TITLE,Korjaa lehtisalaatti
TID_DERBY_TASK_HARVEST_CHICKEN_TITLE,Kerää munat
TID_DERBY_TASK_HARVEST_COW_TITLE,Kerää maitoa
TID_DERBY_TASK_HARVEST_PIG_TITLE,Kerää pekonia
TID_DERBY_TASK_HARVEST_SHEEP_TITLE,Kerää villaa
TID_DERBY_TASK_HARVEST_GOAT_TITLE,Kerää vuohenmaitoa
TID_DERBY_TASK_HARVEST_WHEAT_DESCRIPTION,Korjaa sato <NUMBER> vehnäpellosta.
TID_DERBY_TASK_HARVEST_CORN_DESCRIPTION,Korjaa sato <NUMBER> maissipellosta.
TID_DERBY_TASK_HARVEST_SOYBEAN_DESCRIPTION,Korjaa sato <NUMBER> soijapapupellosta.
TID_DERBY_TASK_HARVEST_SUGARCANE_DESCRIPTION,Korjaa sato <NUMBER> sokeriruokopellosta.
TID_DERBY_TASK_HARVEST_CARROT_DESCRIPTION,Korjaa sato <NUMBER> porkkanapellosta.
TID_DERBY_TASK_HARVEST_INDIGO_DESCRIPTION,Korjaa sato <NUMBER> indigopellosta.
TID_DERBY_TASK_HARVEST_PUMPKIN_DESCRIPTION,Korjaa sato <NUMBER> kurpitsapellosta.
TID_DERBY_TASK_HARVEST_COTTON_DESCRIPTION,Korjaa sato <NUMBER> puuvillapellosta.
TID_DERBY_TASK_HARVEST_CHILI_DESCRIPTION,Korjaa sato <NUMBER> chilipellosta.
TID_DERBY_TASK_HARVEST_TOMATO_DESCRIPTION,Korjaa sato <NUMBER> tomaattipellosta.
TID_DERBY_TASK_HARVEST_STRAWBERRY_DESCRIPTION,Korjaa sato <NUMBER> mansikkapellosta.
TID_DERBY_TASK_HARVEST_POTATO_DESCRIPTION,Korjaa sato <NUMBER> perunapellosta.
TID_DERBY_TASK_HARVEST_RICE_DESCRIPTION,Korjaa sato <NUMBER> riisipellosta.
TID_DERBY_TASK_HARVEST_LETTUCE_DESCRIPTION,Korjaa sato <NUMBER> lehtisalaattipellosta.
TID_DERBY_TASK_HARVEST_CHICKEN_DESCRIPTION,Kerää <NUMBER> munaa.
TID_DERBY_TASK_HARVEST_COW_DESCRIPTION,Kerää <NUMBER> maitopulloa.
TID_DERBY_TASK_HARVEST_PIG_DESCRIPTION,Kerää <NUMBER> pekonia.
TID_DERBY_TASK_HARVEST_SHEEP_DESCRIPTION,Kerää <NUMBER> villaa.
TID_DERBY_TASK_HARVEST_GOAT_DESCRIPTION,Kerää vuohenmaitoa <NUMBER> pulloa.
TID_NOTIFICATIONS_SETTINGS_DERBY,Kisailmoitukset
TID_NOTIFICATION_DERBY_TASK_ENDING,Kisatehtäväsi aika päättyy pian!
TID_NOTIFICATION_DERBY_ENDING,Tämän viikon kisat päättyvät pian. Suorita vielä viimeiset tehtävät!
TID_NOTIFICATION_DERBY_ENDED,Viime viikon kisat ovat päättyneet.
TID_NOTIFICATION_DERBY_STARTED,Uudet kisat alkoivat. Tule mukaan!
TID_DERBY_START_INTRO_TITLE,Uudet kisat alkoivat!
TID_DERBY_OVER_REWARDS_KEYS_HEADER,Ansaitsitte <NUMBER> kpl hevosenkenkiä.
TID_DERBY_OVER_REWARDS_KEYS_TEXT,Lunasta palkinnot!
TID_DERBY_OVER_BUTTON_NO_PRIZE,OK
TID_DERBY_INFO_HELPSHIFT_BUTTON,Lisää tietoa
TID_DERBY_NOT_IN_LEAGUE_MESSAGE,Osallistu kisoihin aloittamalla naapurustotehtävä.
TID_TYPE_NEIGHBORHOOD_DERBY_SCORE_GAINED,+<PARAM>
TID_HATMAKER,Hattukone
TID_HATMAKER_DESCRIPTION,Tekee hattuja.
TID_TOP_RIGHT_HUD_TASK_PROGRESS_TOOLTIP,"<DESCRIPTION>\nSuorita <TIME LEFT> kuluessa, niin saat\n<RACE POINTS> pistettä!"
TID_TOP_RIGHT_HUD_TASK_COMPLETED_TOOLTIP,Tehtävä suoritettu!
TID_FISH_WEIGHT,<WEIGHT> kg
TID_DERBY_TASK_UNSELECTED_DETAILS,"Valitse tehtävä vasemmalta, ja aloita se napauttamalla tehtäväpainiketta!"
TID_STREAM_SENDER_NEIGHBORHOOD_DERBY,Naapurustokisat
TID_STREAM_EVENT_DERBY_THRESHOLD_REACHED,"Ansaitsitte kisahevosenkengän! Koko naapurustonne saa lisää palkintoja, kun kisa päättyy!"
TID_STREAM_EVENT_DERBY_ENDED,"Kisat ovat päättyneet! Mene kisakojulle katsomaan, saitko palkintoja!"
TID_DERBY_THRESHOLD_REWARDS_BUTTON,Näytä
TID_DERBY_TASK_TIME_LEFT_TOOLTIP,Tämän kisatehtävän suorittamiseen käytettävissä oleva aika.
TID_DERBY_TASK_TIME_DURATION_TOOLTIP,Ansaitse kisapisteitä suorittamalla tämä tehtävä tämän ajan sisällä.
TID_DERBY_TASK_POINTS_TOOLTIP,Suoritetusta tehtävästä naapurustollesi myönnettävät kisapisteet.
TID_TYPE_NEIGHBORHOOD_TASK_SPEED_UP_ALREADY_BOUGHT,Naapuri nopeutti jo tätä tehtävää!
