TID,MS
TID_FISH_59_DESCRIPTION_MOBILE,Ikan pemakan sayuran mengamalkan cara hidup yang sihat dan mudah. Petua: Tidak suka cacing!
TID_FISH_62_DESCRIPTION_MOBILE,"Kecil tetapi agresif. Jika ikan ini gigit, bersedia untuk berlawan!"
TID_FISH_63_DESCRIPTION_MOBILE,"Selebriti dalam dunia memancing. Jika pemancing lain mengetahuinya, tasik akan ditawan!"
TID_FISH_66_DESCRIPTION_MOBILE,Penggemar akuarium lain tentu cemburukan kehadiran ikan Longear di dalam tasik anda.
TID_DECO_PICNICMAT_DESCRIPTION_MOBILE,Nikmati Musim Panas (masa terhad)
TID_DECO_STATUE_SINGING_DESCRIPTION_MOBILE,Hiasan Premium
TID_DECO_STATUE_ET_DESCRIPTION_MOBILE,Hiasan Premium
TID_DECO_STATUE_ALICE_DESCRIPTION_MOBILE,Hiasan Premium
TID_DECO_STATUE_ROCKY_DESCRIPTION_MOBILE,Hiasan Premium
TID_ACHIEVEMENT_BIGGAME_FISHER_DESCRIPTION_MOBILE,Tangkap jumlah berat <NUMBER> paun menggunakan umpan
TID_FISH_100,Ikan Zander
TID_FISH_100_DESCRIPTION,Pemangsa yang sangat besar tidak sabar untuk makan umpan anda. Semua ikan akan bersorak jika anda berjaya menangkapnya!
TID_FISH_100_DESCRIPTION_MOBILE,Pemangsa yang sangat besar tidak sabar untuk makan umpan anda. Semua ikan akan bersorak jika anda berjaya menangkapnya!
TID_FISH_101,Ikan Barb Gergasi
TID_FISH_101_DESCRIPTION,Harus bersopan dengan ikan Barb! Dia ikan terbesar dalam kolam dan suka berlawan.
TID_FISH_101_DESCRIPTION_MOBILE,Harus bersopan dengan ikan Barb! Dia ikan terbesar dalam kolam dan suka berlawan.
TID_FISH_102,Ikan Sturgeon Tasik
TID_FISH_102_DESCRIPTION,"Ikan besar ini mempunyai kulit yang tebal. Cubit ataupun gigit semahu anda, dia tidak peduli!"
TID_FISH_102_DESCRIPTION_MOBILE,"Ikan besar ini mempunyai kulit yang tebal. Cubit ataupun gigit semahu anda, dia tidak peduli!"
TID_FISH_103,Ikan Kap
TID_FISH_103_DESCRIPTION,"Beruang teddy di tasik. Dia besar, comel dan boleh dipeluk dan tidak akan mencederakan ikan lain."
TID_FISH_103_DESCRIPTION_MOBILE,"Beruang teddy di tasik. Dia besar, comel dan boleh dipeluk dan tidak akan mencederakan ikan lain."
TID_GREG,Greg
TID_TOM,Tom
TID_CALENDAR_EVENT_FISH_WEIGHT,<WEIGHT> paun
TID_ADVANCED_EVENT_NOTIFICATION_GENERIC,Acara dengan hadiah hebat baru bermula! Lihat!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_GENERIC,Acara Global
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,Hai <NAME>! Terima kasih atas penyertaan semua orang dalam acara global ini. Kita berjaya melakukannya bersama dan itu satu kejayaan! Sila terima ganjaran ini sebagai ucapan terima kasih atas sumbangan anda!
TID_ADVANCED_EVENT_SUCCESS_TITLE_GENERIC,Kita berjaya!
TID_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,Datuk Bandar sangat gembira dengan sumbangan dan kerjasama hebat setiap petani.
TID_ADVANCED_EVENT_FAIL_TITLE_GENERIC,Kita tidak berjaya...
TID_ADVANCED_EVENT_FAIL_TEXT_GENERIC,"Tetapi, kita telah lakukan yang terbaik. Kami akan menunjukkan kepada dunia pada lain kali!"
TID_ADVANCED_EVENT_TITLE_GENERIC_CARORDERS,Kekurangan bekalan
TID_ADVANCED_EVENT_TEXT_GENERIC_CARORDERS,"Perniagaan kencang, tetapi terdapat kekurangan global bagi bekalan. Isikan sebanyak mungkin Pesanan Trak yang anda boleh sebelum masa tamat! Capai matlamat peribadi anda untuk ganjaran hebat. Keputusan anda juga menambah matlamat global komuniti. Capai matlamat global bersama petani di seluruh dunia dan anda akan diberi ganjaran."
TID_ADVANCED_EVENT_TITLE_GENERIC_VISITORS,Musim pelancongan
TID_ADVANCED_EVENT_TEXT_GENERIC_VISITORS,Ramai pelancong datang ke bandar dan merentasi negara. Jual kepada pelawat sebanyak mungkin yang anda boleh sebelum masa tamat! Capai matlamat peribadi anda untuk ganjaran hebat. Keputusan anda juga menambah matlamat global komuniti. Capai matlamat global bersama petani di seluruh dunia dan anda semua akan diberi ganjaran.
TID_ADVANCED_EVENT_TITLE_GENERIC_BOAT,Musim bot sungai
TID_ADVANCED_EVENT_TEXT_GENERIC_BOAT,Terdapat perayaan besar di sungai dan muatan bot bagi bekalan diperlukan. Lengkapkan sebanyak mungkin bot sungai yang anda boleh sebelum masa tamat! Capai matlamat peribadi anda untuk ganjaran hebat. Keputusan anda juga menambah matlamat global komuniti. Capai matlamat global bersama petani di seluruh dunia dan anda semua akan diberi ganjaran.
TID_ADVANCED_EVENT_TITLE_GENERIC_FISHING,Musim memancing umpan
TID_ADVANCED_EVENT_TEXT_GENERIC_FISHING,Pancing menggunakan umpan untuk tangkap sebanyak mungkin jumlah berat ikan yang boleh. Sesetengah ikan bersaiz raksasa yang bermusim dan jarang muncul telah ditemui. Bolehkah anda menangkap kesemuanya untuk melengkapkan koleksi? Capai matlamat peribadi anda untuk ganjaran hebat. Keputusan anda juga menambah matlamat global komuniti. Capai matlamat global bersama petani dari seluruh dunia dan anda semua akan diberi ganjaran.
TID_ADVANCED_EVENT_TITLE_GENERIC_ITEM_DUMPING,Bantuan diperlukan!
TID_ADVANCED_EVENT_TEXT_GENERIC_ITEM_DUMPING,Terdapat kekurangan global bagi beberapa barang tertentu. Lengkapkan matlamat acara peribadi untuk mendapatkan ganjaran hebat. Sumbangan anda membantu ke arah matlamat acara global komuniti setelah anda mencapai peringkat yang ditunjukkan oleh ikon biru di atas. Dapatkannya!
TID_ADVANCED_EVENT_TEXT_GENERIC_ITEM_DUMPING_BACONEGGS,Terdapat kekurangan global bagi Bakon dan Telur. Lengkapkan matlamat acara peribadi untuk mendapatkan ganjaran hebat. Sumbangan anda membantu ke arah matlamat acara global komuniti setelah anda mencapai peringkat yang ditunjukkan oleh ikon biru di atas. Dapatkannya!
TID_ADVANCED_EVENT_TITLE_HALLOWEEN,Musim Halloween
TID_ADVANCED_EVENT_TEXT_HALLOWEEN,Permintaan untuk Pai Labu lebih tinggi daripada sebelum ini untuk cuti. Lengkapkan matlamat acara peribadi untuk mendapatkan ganjaran hebat. Sumbangan anda membantu ke arah matlamat acara global komuniti setelah anda mencapai peringkat yang ditunjukkan oleh ikon biru di atas. Selamat Hari Halloween!
TID_ADVANCED_EVENT_NOTIFICATION_HALLOWEEN,Lihat acara Halloween baharu dengan ganjaran hebat!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_HALLOWEEN,Acara Global
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN,Hai <NAME>! Terdapat banyak Pai Labu di bandar. Terima kasih atas penyertaan semua orang. Kita berjaya melakukannya bersama! Terima ganjaran ini sebagai ucapan terima kasih atas sumbangan anda!
TID_ADVANCED_EVENT_SUCCESS_TITLE_HALLOWEEN,Halloween terbaik!
TID_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN,Bandar dipenuhi Pai Labu. Bersama-sama komuniti kami membuatkan Halloween kali ini yang terbaik.
TID_ADVANCED_EVENT_FAIL_TITLE_HALLOWEEN,Kita tidak berjaya...
TID_ADVANCED_EVENT_FAIL_TEXT_HALLOWEEN,"Kita telah melakukan yang terbaik, tetapi beberapa keluarga tidak mempunyai Pai Labu."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_BIRTHDAY2018,Acara Hari Lahir
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_BIRTHDAY2018,"Hai, <NAME>! Terima kasih kepada semua yang mengambil bahagian dalam acara hari jadi istimewa kami. Kami melakukannya bersama dan ia merupakan satu kejayaan! Sila terima ganjaran ini sebagai tanda terima kasih kepada sumbangan anda!"
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_SUMMER2018,Acara Musim Panas
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_SUMMER2018,Hai <NAME>! Terima kasih atas penyertaan semua dalam acara Musim Panas ini. Kita berjaya melakukannya bersama dan itu satu kejayaan! Sila terima ganjaran ini sebagai ucapan terima kasih atas sumbangan anda!
TID_LOBSTER_TUTORIAL_TITLE,Bagaimana untuk menangkap udang kara
TID_NOTIFICATIONS_SETTINGS_INFO,Makluman boleh didayakan dalam Pusat Makluman peranti melalui Tetapan / Pusat Makluman / Hay Day
TID_NOTIFICATIONS_SETTINGS_INFO_MOBILE,Makluman boleh didayakan dalam Pusat Makluman peranti melalui Tetapan / Pusat Makluman / Hay Day
TID_NOTIFICATIONS_SETTINGS_INFO_ANDROID,"Daripada versi Android 4.1 dan lebih terkini: untuk mendapatkan makluman, anda perlu dayakan di Tetapan peranti / Aplikasi / Hay Day / Tunjukkan makluman."
TID_YOU_HAVE_NOT_REACHED_THRESHOLD,Lengkapkan lebih banyak matlamat acara peribadi untuk menyertai acara global ini.
TID_EVENT_BOARD_GLOBAL,Matlamat Acara Global
TID_EVENT_BOARD_PREVIOUS,Acara Global Sebelum Ini
TID_EVENT_BOARD_PERSONAL,Matlamat Acara Peribadi
TID_CANNOT_PARTICIPATE_IN_EVENT_TITLE,Tahap terlalu rendah
TID_YOU_HAVE_NOT_REACHED_THRESHOLD_TITLE,Sertai
TID_NO_EVENT_TITLE,Tiada acara
TID_ADVANCED_EVENT_SUCCESS_FLUFF_GENERIC,Semua orang dapat
TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,Ganjaran terlepas
TID_GOOGLE_PLUS,Google Play
TID_SETTINGS_CONNECT_DEVICE,Pautkan peranti
TID_CONFIRM_EXIT_TITLE,Sahkan untuk Keluar
TID_CONFIRM_EXIT_TEXT,Anda ingin berhenti bermain?
TID_CONFIRM_EXIT_BUTTON_OK,Baiklah
TID_CONFIRM_EXIT_BUTTON_CANCEL,Batal
TID_GOOGLE_SERVICE_POPUP_TITLE,Google Play
TID_GOOGLE_SERVICE_POPUP_TEXT_SIGN_IN_CANCELED,Daftar masuk Google Play dibatalkan.
TID_GOOGLE_SERVICE_POPUP_TEXT_SIGN_IN_FAILED,Daftar masuk Google Play gagal.
TID_FACEBOOK_POPUP_TEXT_SIGN_IN_FAILED,Daftar masuk Facebook gagal.
TID_ISSUE_TYPE_LOST_FARM,Ladang hilang
TID_ISSUE_DETAILS_GENERIC,Terangkan isu anda di sini...
TID_ISSUE_DETAILS_LOST_FARM,Sila beritahu kami\nNama ladang yang hilang: -\nTahap ladang yang hilang: -\nButiran lanjut mengenai cara ladang hilang: -\n
TID_ISSUE_TYPE_RETRIEVE_LOST_FARM,Masukkan kod pemulihan
TID_SAUCEMIXER,Pembuat Sos
TID_SAUCEMIXER_DESCRIPTION,Menghasilkan Sos
TID_SAUCEMIXER_PRODUCT_DESCRIPTION,Hasilkan di Pembuat Sos
TID_SALADBAR,Bar Salad
TID_SALADBAR_DESCRIPTION,Menyediakan Salad
TID_SALADBAR_PRODUCT_DESCRIPTION,Hasilkan di Bar Salad
TID_SUSHIBAR,Bar Sushi
TID_SUSHIBAR_DESCRIPTION,Menghasilkan Sushi
TID_SUSHIBAR_PRODUCT_DESCRIPTION,Hasilkan di Bar Sushi
TID_PRODUCT_SUSHIROLL,Gulungan Sushi
TID_PRODUCT_LOBSTERSUSHI,Sushi Udang Kara
TID_PRODUCT_EGGROLL,Sushi Telur
TID_PRODUCT_SOYSAUCE,Kicap
TID_PRODUCT_MAYONAISE,Mayones
TID_PRODUCT_OLIVEOIL,Minyak Zaitun
TID_PRODUCT_OLIVE,Zaitun
TID_PRODUCT_OLIVE_DESCRIPTION,Petik daripada Pokok Zaitun
TID_PRODUCT_OLIVETREE,Pokok Zaitun
TID_PRODUCT_OLIVETREE_DESCRIPTION,Petik tiga kali
TID_OLIVE_TREE_FB_HELP_TEXT,Pokok zaitun saya perlu disiram dengan segera. Boleh kamu bantu?
TID_PRODUCT_GREEK_SALAD,Salad Feta
TID_PRODUCT_LOBSTER_SALAD,Salad Makanan Laut
TID_PRODUCT_BACON_SALAD,Salad BLT
TID_CROP_LETTUCE,Salad
TID_CROP_RICE,Padi
TID_RED_SCARF,Selendang Merah
TID_STRAWBERRY_JAM,Jem Strawberi
TID_DECO_CHRISTMAS_SNOWGLOBE,Glob Salji
TID_DECO_CHRISTMAS_SNOWGLOBE_DESC,Hiasan percutian
TID_DECO_CHRISTMAS_LANTERN,Tanglung Bola Salji
TID_DECO_CHRISTMAS_LANTERN_DESC,Hiasan percutian
TID_DECO_CHRISTMAS_SLEDGE,Kereta Luncur Salji
TID_DECO_CHRISTMAS_SLEDGE_DESC,Hiasan percutian unik
TID_DECO_CHRISTMAS_FENCE_09,Pagar Percutian
TID_DECO_CHRISTMAS_FENCE_09_DESC,Hiasan percutian
TID_DECO_NEWYEAR_TELESCOPE,Teleskop Emas
TID_DECO_NEWYEAR_TELESCOPE_DESC,Hiasan Tahun Baru Unik
TID_DECO_NEWYEAR_BALLOON,Belon Khinzir
TID_DECO_NEWYEAR_BALLOON_DESC,Hiasan Tahun Baru
TID_RECOVER_LOST_FARM_TITLE,Masukkan kod pemulihan
TID_RECOVER_LOST_FARM_TEXT,Masukkan kod di bawah:
TID_RECOVER_LOST_FARM_ERROR,Kod salah. Sila cuba lagi.
TID_RECOVER_LOST_FARM_CONFIRMATION_TITLE,Dapatkan Semula Ladang yang Hilang
TID_RECOVER_LOST_FARM_CONFIRMATION_TEXT,Adakah ini ladang yang anda ingin dapatkan semula?\nNama: <NAME>\nTahap: <LEVEL>
TID_RECOVER_LOST_FARM_CONFIRMATION_BUTTON,"Ya, ini ladangnya!"
TID_SETTINGS_LOGIN,"Untuk iOS7 dan ke atas, daftar masuk ke Game Center untuk menyimpan ladang anda.\nUntuk bermain pada berbilang peranti, sila daftar masuk ke Supercell ID."
TID_SETTINGS_LOGIN_ANDROID,"Untuk menyimpan ladang anda, sila daftar masuk ke Google Play.\nUntuk bermain pada berbilang peranti, sila daftar masuk ke Supercell ID."
TID_SETTINGS_LOGIN_CH_ANDROID,"Untuk menyimpan ladang anda dan bermain pada berbilang peranti Android, sila daftar masuk ke Google Play."
TID_SETTINGS_LOGIN_CH,"Untuk menyimpan ladang anda dan bermain pada berbilang peranti iOS, daftar masuk ke Game Center sebelum memulakan permainan."
TID_FAQ_FAMITSU_BUTTON,Famitsu
TID_CONFIRM_BUTTON_PRESS_TO_LONG,Lepaskan butang untuk sahkan
TID_CONFIRM_BUTTON_PRESS_TO_SHORT,Tahan butang untuk sahkan
TID_ADVANCED_EVENT_TITLE_CHRISTMAS,Musim cuti!
TID_ADVANCED_EVENT_TEXT_CHRISTMAS,Produk kapas organik ialah kegilaan baharu pada Cuti ini. Buat pakaian dalam Akik dan sumbangkan sebanyak mungkin sebelum masa tamat! Capai matlamat peribadi anda untuk ganjaran hebat. Keputusan anda juga menambah matlamat global komuniti. Capai matlamat global bersama petani dari seluruh dunia dan anda semua akan diberi ganjaran. Selamat Bercuti!
TID_ADVANCED_EVENT_NOTIFICATION_CHRISTMAS,Lihat acara cuti baharu dengan ganjaran hebat!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_CHRISTMAS,Acara Global
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS,Hai <NAME>! Terdapat banyak pakaian kapas yang berkualiti di bandar daripada petani di seluruh dunia. Terima kasih atas penyertaan semua orang. Kita berjaya melakukannya bersama! Terima ganjaran ini sebagai ucapan terima kasih atas sumbangan anda!
TID_ADVANCED_EVENT_SUCCESS_TITLE_CHRISTMAS,Musim Cuti disimpan!
TID_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS,Terima kasih petani! Sama-sama kita jadikan musim cuti ini yang terbaik untuk komuniti kita.
TID_ADVANCED_EVENT_TITLE_NEWYEAR,Tahun Baru telah tiba!
TID_ADVANCED_EVENT_TEXT_NEWYEAR,Popcorn ialah makanan baharu dan mendapat permintaan yang sangat tinggi untuk Tahun Baru. Sumbangkan sebanyak mungkin sebelum masa tamat! Capai matlamat peribadi anda untuk ganjaran hebat. Keputusan anda juga menambah matlamat global komuniti. Capai matlamat global bersama petani seluruh dunia dan anda semua akan diberi ganjaran.
TID_ADVANCED_EVENT_NOTIFICATION_NEWYEAR,Lihat acara Tahun Baru dengan ganjaran hebat!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_NEWYEAR,Acara Global
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR,Hai <NAME>! Terdapat banyak popcorn yang berkualiti di bandar daripada petani di seluruh dunia. Terima kasih atas penyertaan semua orang. Kita berjaya melakukannya bersama! Terima ganjaran ini sebagai ucapan terima kasih atas sumbangan anda!
TID_ADVANCED_EVENT_SUCCESS_TITLE_NEWYEAR,Selamat Tahun Baru!
TID_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR,Terima kasih petani! Sama-sama kita jadikan musim cuti ini yang terbaik untuk komuniti kita.
TID_NOTIFICATIONS_SETTINGS_TITLE,Tetapan lanjutan
TID_NOTIFICATIONS_SETTINGS_HEADLINE,Lanjutan
TID_DIAMOND_CONFIRMATION_SETTINGS_HEADLINE,Ketik dua kali untuk pengesahan
TID_DIAMOND_CONFIRMATION_SETTINGS_TEXT,Dayakan pengesahan berlian
TID_SETTINGS_NOTIFICATIONS,Tetapan Lanjutan
TID_NOTIFICATION_FISHING_SPOT_COLLECTION_READY,<NET> anda sedia untuk diambil!
TID_NOTIFICATION_LURE_COOLDOWN_ENDED,Tempat memancing anda sudah sedia untuk digunakan!
TID_NOTIFICATION_LOBSTER_POOL_HARVEST_READY,Udang kara anda sedia untuk diambil!
TID_NOTIFICATIONS_SETTINGS_LURE_COOLDOWN_ENDED,Makluman Umpan Pancing
TID_NOTIFICATIONS_SETTINGS_FISHING_SPOT_COLLECTION_READY,Makluman Jaring Memancing
TID_NOTIFICATIONS_SETTINGS_LOBSTER_POOL_HARVEST_READY,Makluman Kolam Udang Kara
TID_DONKEY_HOUSE,Kandang Keldai
TID_DONKEY_HOUSE_SHOP_DESCRIPTION,Rumah untuk <CAPACITY> Keldai
TID_DONKEY1,Keldai Provence
TID_DONKEY2,Keldai Anatolian
TID_DONKEY_DESCRIPTION,Beri makan untuk mengumpul mata
TID_DECO_CHRISTMAS_CAROUSEL_DESC,Hiasan percutian
TID_DECO_CHRISTMAS_CAROUSEL,Karusel Musim Sejuk
TID_GOOGLE_SERVICE_CONNECT_TITLE,Simpan ladang anda sekarang!
TID_GOOGLE_SERVICE_CONNECT_TEXT,Daftar masuk dengan Google Play untuk mengelakkan daripada kehilangan ladang anda! Ini juga membolehkan anda bermain pada berbilang peranti Android.
TID_GOOGLE_SERVICE_CANCEL_BUTTON,Batal
TID_SANDWICHBAR,Bar Sandwic
TID_SANDWICHBAR_DESCRIPTION,Menghasilkan Sandwic
TID_SANDWICHBAR_PRODUCT_DESCRIPTION,Hasilkan di Bar Sandwic
TID_PRODUCT_BLTTOAST,Bakon Bakar
TID_PRODUCT_VEGGIEBAGEL,Bagel Sayur
TID_PRODUCT_EGGSANDWICH,Sandwic Telur
TID_NEWSPAPER_IG_PROMO_TEXT,Ikuti kami di Instagram!
TID_NEWSPAPER_IG_PROMO_BUBBLE_TEXT,Terima kasih!
TID_ACHIEVEMENT_LOBSTER_TAILS,Udang Kara Kuat Makan
TID_ACHIEVEMENT_LOBSTER_TAILS_DESCRIPTION,Ambil <NUMBER> ekor udang kara
TID_ACHIEVEMENT_LOBSTER_POOL,Parti di Kolam
TID_ACHIEVEMENT_LOBSTER_POOL_DESCRIPTION,Mempunyai <NUMBER> udang kara dalam kolam pada masa yang sama
TID_STAT_FOLLOWERS,Kiraan pengikut
TID_EVENT_PAMFLET,Acara Baharu Bermula!
TID_RECEIPT_VERIFICATION_MESSAGE_FAIL_TITLE,Pengesahan pembelian gagal
TID_RECEIPT_VERIFICATION_MESSAGE_FAIL_MESSAGE,Alamak... sesuatu tidak kena semasa mengesahkan pesanan anda. Pembelian anda akan dicuba semula secara automatik pada waktu lain.
TID_RECEIPT_VERIFICATION_MESSAGE_FAIL_BUTTON,OK
TID_RECEIPT_VERIFICATION_MESSAGE_INVALID_TITLE,Pembelian tidak sah
TID_RECEIPT_VERIFICATION_MESSAGE_INVALID_MESSAGE,Pembelian tidak sah. Sila hubungi sokongan pemain dengan resit pembelian untuk menyelesaikan perkara ini.
TID_RECEIPT_VERIFICATION_MESSAGE_INVALID_BUTTON,OK
TID_NOTIFICATIONS_SETTINGS_HEADLINE_FARM,Makluman Ladang:
TID_NOTIFICATIONS_SETTINGS_HEADLINE_FISHING,Makluman Memancing:
TID_IN_APP_PURCHASES_DISABLED_SETTINGS_BUTTON,Tetapan Android
TID_FACEBOOK_ERROR_RETRY,Daftar masuk Facebook gagal. Sila cuba semula.
TID_FACEBOOK_ERROR_RETRY_LATER,Daftar masuk Facebook gagal disebabkan oleh isu pelayan Facebook. Sila cuba semula pada waktu lain.
TID_FACEBOOK_ERROR_SETTINGS,"Daftar masuk Facebook gagal. Sila pergi ke Tetapan Peranti anda > Facebook.\nLangkah 1: Padam akaun anda dan daftar masuk semula ke Facebook.\nLangkah 2: Pastikan Hay Day didayakan dalam senarai \qBenarkan Aplikasi ini menggunakan akaun anda\q.\n(Jika Hay Day tidak berada dalam senarai, daftar masuk ke Facebook dalam Hay Day dahulu)"
TID_FACEBOOK_ERROR_SETTINGS_ANDROID,Daftar masuk Facebook gagal. Sila pergi ke Tetapan Peranti anda > Facebook.\nLangkah 1: Padam akaun anda dan daftar masuk semula ke Facebook.\nLangkah 2: Kembali ke Hay Day dan daftar masuk ke Facebook.
TID_FACEBOOK_ERROR_UNKNOWN,"Daftar masuk Facebook gagal tanpa diketahui sebabnya. Sila cuba semula dan sekiranya gagal lagi, sila hubungi Sokongan Pemain dalam permainan melalui butang laporkan isu."
TID_NEIGHBORHOOD_TITLE,Kejiranan
TID_FLOATER_NEIGHBORHOOD_COMING_SOON,Kejiranan dan ruangan bual dibuka kunci pada tahap <LEVEL>
TID_REPAIR_NEIGHBORHOOD_TITLE,Baiki rumah kejiranan?
TID_REPAIR_NEIGHBORHOOD_TEXT,Sertai atau cipta kejiranan untuk berbual dan bermain dengan rakan terdekat anda.
TID_REPAIR_NEIGHBORHOOD_YES,Mula membaiki
TID_NEIGHBORHOOD,Rumah kejiranan
TID_FACEBOOK_ERROR_CANCELED,"Daftar masuk Facebook dibatalkan. Untuk mendapatkan fungsi Facebook Hay Day sepenuhnya, sila daftar masuk ke Facebook."
TID_STREAM_SENDER_YOU,Anda (<FARM>)
TID_NEIGHBORHOOD_ROLE_LEADER,Ketua
TID_NEIGHBORHOOD_ROLE_COLEADER,Pembantu Ketua
TID_NEIGHBORHOOD_ROLE_ADMIN,Senior
TID_NEIGHBORHOOD_ROLE_MEMBER,Ahli
TID_STREAM_ENTRY_AGE,<time> yang lalu
TID_STREAM_EVENT_ACCEPTED,diterima untuk menyertai kejiranan oleh <name>
TID_STREAM_EVENT_DEMOTED,diturunkan pangkat oleh <name>
TID_STREAM_EVENT_PROMOTED,dinaikkan pangkat oleh <name>
TID_STREAM_EVENT_JOINED,telah menyertai kejiranan
TID_STREAM_EVENT_KICKED,telah dikeluarkan daripada kejiranan oleh <name>
TID_STREAM_EVENT_LEFT,telah meninggalkan kejiranan
TID_TIME_DAYS,h
TID_TIME_HOURS,j
TID_TIME_MINS,m
TID_TIME_SECS,s
TID_NEIGHBORHOOD_MY_NEIGHBORHOOD,Kejiranan Saya
TID_NEIGHBORHOOD_SEARCH,Cari
TID_NEIGHBORHOOD_INBOX,Makluman Kejiranan
TID_NEIGHBORHOOD_CREATE,Cipta
TID_NEIGHBORHOOD_NAME,Nama kejiranan:
TID_NEIGHBORHOOD_EMBLEM,Lambang:
TID_NEIGHBORHOOD_DESCRIPTION,Perihal:
TID_NEIGHBORHOOD_TYPE,Jenis Kejiranan:
TID_NEIGHBORHOOD_MIN_LEVEL_TO_JOIN,Tahap minimum untuk disertai:
TID_NEIGHBORHOOD_CHANGE,Tukar
TID_NEIGHBORHOOD_ANYONE_CAN_JOIN,Sesiapa boleh sertai
TID_NEIGHBORHOOD_REQUEST_TO_JOIN,Permintaan untuk menyertai
TID_NEIGHBORHOOD_INVITATION_ONLY,Jemput sahaja
TID_NEIGHBORHOOD_SEARCH_RESULTS,Memaparkan keputusan carian untuk \q<name>\q
TID_NEIGHBORHOOD_SEARCH_NO_RESULTS,Tiada keputusan carian ditemui.
TID_NEIGHBORHOOD_SEARCH_BUTTON_SEARCH,Cari
TID_NEIGHBORHOOD_SEARCH_BUTTON_BACK,Undur
TID_NEIGHBORHOOD_SEARCH_INFO,Sila taipkan huruf pertama kejiranan atau tag yang anda ingin cari.
TID_NEIGHBORHOOD_SEARCH_TITLE,Cari
TID_NEIGHBORHOOD_PROFANITIES_IN_NAME,Nama yang tidak senonoh
TID_NEIGHBORHOOD_PROFANITIES_IN_DESCRIPTION,Perihal yang tidak senonoh
TID_NEIGHBORHOOD_PROFANITIES_IN_TEXT,Teks yang tidak senonoh
TID_NEIGHBORHOOD_LEAVE,Tinggalkan
TID_NEIGHBORHOOD_EDIT,Edit
TID_NEIGHBORHOOD_JOIN,Sertai
TID_NEIGHBORHOOD_MEMBERS,Ahli:
TID_NEIGHBORHOOD_TYPE_SHORT,Jenis:
TID_NEIGHBORHOOD_REQUIRED_LEVEL,Tahap yang diperlukan:
TID_NEIGHBORHOOD_SAVE,Simpan
TID_NEIGHBORHOOD_JOIN_FAILED_TITLE,Tidak dapat menyertai kejiranan
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_ALREADY_IN_NEIGHBORHOOD,Anda sudah berada dalam kejiranan.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_TARGET_ALREADY_IN_NEIGHBORHOOD,Pemain sudah berada dalam kejiranan.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_LEVEL_TOO_LOW,Tahap anda terlalu rendah untuk kejiranan ini.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_IS_FULL,Kejiranan penuh.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_IS_NOT_OPEN,Jenis Kejiranan ditukar kepada Jemput sahaja
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_AVATAR_BANNED,Anda boleh menyertai kejiranan ini sekali lagi dalam <TIME>.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_GENERIC,Tidak dapat menyertai kejiranan.
TID_NEIGHBORHOOD_LEADER,Ketua
TID_NEIGHBORHOOD_LEADER_DESCRIPTION,"Keluarkan, naikkan pangkat, turunkan pangkat, jemput dan terima pemain. Edit Tetapan"
TID_NEIGHBORHOOD_CO_LEADER,Pembantu Ketua
TID_NEIGHBORHOOD_CO_LEADER_DESCRIPTION,Sama seperti ketua tetapi tidak boleh mengedit hak ketua atau pembantu ketua
TID_NEIGHBORHOOD_ADMIN,Senior
TID_NEIGHBORHOOD_ADMIN_DESCRIPTION,Jemput dan terima pemain baharu ke kejiranan.
TID_NEIGHBORHOOD_MEMBER,Ahli
TID_NEIGHBORHOOD_MEMBER_DESCRIPTION,Tiada hak istimewa
TID_NATIVE_DIALOG_CHAT_JUST_BANNED_TITLE,Amaran perbualan
TID_NATIVE_DIALOG_CHAT_JUST_BANNED_MESSAGE,Pemain lain telah membuat aduan tentang anda kerana memberikan komen yang tidak sesuai. Anda tidak dibenarkan berbual dalam kejiranan.
TID_NATIVE_DIALOG_CHAT_JUST_BANNED_BUTTON,Ok
