TID,ES
TID_FISH_3_DESCRIPTION,"Como se pasa la mayor parte del tiempo durmiendo, es sin duda una captura poco común."
TID_FISH_6,Salmón plateado
TID_FISH_6_DESCRIPTION,El apetito insaciable de este salmón hace que siempre esté dispuesto a picar.
TID_FISH_7,Rutilo
TID_FISH_7_DESCRIPTION,Pez común y fácil de pescar. Es una captura con la que disfruta cualquier aficionado a este deporte.
TID_FISH_10,Perca amarilla
TID_FISH_10_DESCRIPTION,"Le gusta tener privacidad, así que solo lo verás en fondos de arrecifes o aguas pantanosas."
TID_FISH_10_DESCRIPTION_MOBILE,"Le gusta tener privacidad, así que solo lo verás en fondos de arrecifes o aguas pantanosas."
TID_FISH_13,Carpa morada
TID_FISH_13_DESCRIPTION,¡El cuidador del lago! Le gusta alimentarse en los fondos para mantenerlo todo bien limpio.
TID_FISH_14,Salmón
TID_FISH_14_DESCRIPTION,"Tras un largo viaje remontando ríos, este pez no suele dar muchos problemas durante la captura."
TID_FISH_17,Pez arcoíris
TID_FISH_17_DESCRIPTION,La aparición de este pez de laguna en tu lago demuestra la clase de hábitat que has conseguido.
TID_FISH_19,Ródeo
TID_FISH_19_DESCRIPTION,Este pezqueñín se hace amigo de todas las especies. ¡Su canguro es un molusco!
TID_FISH_20,Aspius
TID_FISH_20_DESCRIPTION,A este pez solitario no le gustan las multitudes y prefiere su propia compañía.
TID_FISH_25,Carpita pinta
TID_FISH_25_DESCRIPTION,"Rápido, pequeño y ágil, este pez puede ser una difícil captura, ¡pero el esfuerzo valdrá la pena!"
TID_FISH_27,Perca moteada
TID_FISH_27_DESCRIPTION,"Es un experto cazando insectos y una especie muy fuerte, así que ¡sujeta bien la caña!"
TID_FISH_31,Trucha de manantial
TID_FISH_31_DESCRIPTION,Le gusta relajarse en un bonito estanque más que remontar ríos.
TID_FISH_36,Mojarra azul
TID_FISH_36_DESCRIPTION,Espécimen increíble con brillantes escamas y nado elegante.
TID_FISH_38,Eperlano arcoíris
TID_FISH_38_DESCRIPTION,"Brillante, elegante y bonito... ¡A este pez le encanta presumir de escamas!"
TID_FISH_43,Perca
TID_FISH_43_DESCRIPTION,Le gusta el agua fresquita y nadar por todos lados. ¡Este pez es todo un vividor!
TID_FISH_45,Trucha ártica
TID_FISH_45_DESCRIPTION,"Este pez realiza largas travesías por el océano cada año, ¡pero siempre vuelve a casa!"
TID_FISH_47,Gardí
TID_FISH_47_DESCRIPTION,Su color rojo y dorado es muy llamativo. Nada puede mermar la confianza que este pez tiene en sí mismo.
TID_FISH_48,Lubina amarilla
TID_FISH_48_DESCRIPTION,"No es la lubina más grande, pero tiene una actitud muy perseverante y no se deja capturar fácilmente."
TID_FISH_50,Trucha dorada
TID_FISH_50_DESCRIPTION,"Es todo un pionero, siempre ha soñado con conquistar nuevos lagos."
TID_FISH_52,Lubina militar
TID_FISH_52_DESCRIPTION,Esta lubina está bien camuflada y es una captura impresionante. ¿Podrás con ella?
TID_FISH_55,Pejerro mayor
TID_FISH_55_DESCRIPTION,"Un pez grande y de gran belleza, una de las capturas más extrañas en agua dulce. ¡Cuídalo bien!"
TID_FISH_56,Lucio europeo
TID_FISH_56_DESCRIPTION,"Siempre está persiguiendo a otros peces, así que no les importaría que lo capturases."
TID_FISH_57,Lubina negra
TID_FISH_57_DESCRIPTION,"Esta lubina sabe bien cuándo mantener la boca cerrada, así que ¡usa solo los cebos más exquisitos!"
TID_FISH_59,Carpa china
TID_FISH_59_DESCRIPTION,Este pez vegetariano lleva una vida simple y saludable. Aviso: ¡no le gustan los gusanos!
TID_FISH_60,Perca verde
TID_FISH_60_DESCRIPTION,Un pez muy duro que se adapta a cualquier condición. ¡Piensa que tu lago es un \qspa de lujo\q!
TID_FISH_62,Fúndulo
TID_FISH_62_DESCRIPTION,"Pequeño pero matón. Si pica, ¡prepárate para una intensa lucha!"
TID_FISH_63,Lubina rayada
TID_FISH_63_DESCRIPTION,"Una celebridad en el mundo de la pesca. Si los demás pescadores se enteran, ¡saturarán tu lago!"
TID_FISH_66,Mojarra gigante
TID_FISH_66_DESCRIPTION,Tener una mojarra gigante en tu lago hace morirse de envidia a todo aficionado a la pesca.
TID_BAIT_SHOP_TITLE,Tienda de cebos
TID_BAIT_SHOP_BUTTON_BUY,Comprar
TID_FISHMEAT,Pescado
TID_FISHMEAT_DESCRIPTION,Se consigue en el área de pesca.
TID_FISHBURGER,Hamburg. de pescado
TID_FISHPIE,Gratinado de pescado
TID_BAIT_RED,Cebo rojo
TID_BAIT_GREEN,Cebo verde
TID_BAIT_BLUE,Cebo azul
TID_BAIT_PURPLE,Cebo morado
TID_BAIT_GOLD,Cebo dorado
TID_ACHIEVEMENT_SPORTS_FISHER,Pescador deportivo
TID_ACHIEVEMENT_SPORTS_FISHER_DESCRIPTION,Pesca un total de <NUMBER> peces usando cebos.
TID_ACHIEVEMENT_SPORTS_FISHER_DESCRIPTION_MOBILE,Pesca un total de <NUMBER> peces usando cebos.
TID_ACHIEVEMENT_BIGGAME_FISHER,Gran pescador de concurso
TID_ACHIEVEMENT_BIGGAME_FISHER_DESCRIPTION,Pesca un total de <NUMBER> kg de peces usando cebos.
TID_ACHIEVEMENT_FISH_FARMER,Criador de peces
TID_ACHIEVEMENT_FISH_FARMER_DESCRIPTION,Amplía el área de pesca <NUMBER> veces.
TID_ACHIEVEMENT_FISHERMANS_FRIEND,Amigo del pescador
TID_ACHIEVEMENT_FISHERMANS_FRIEND_DESCRIPTION,Pesca cada día durante <NUMBER> días seguidos.
TID_SCRAPBOOK_FISH_NEW,Nuevo
TID_TACKLE_BOX_STORAGE,Capacidad de la caja: <COUNT>/<MAX>
TID_TACKLE_BOX_FULL_TITLE,Caja de pesca llena
TID_TACKLE_BOX_FULL_DESCRIPTION,¡No cabe nada más en la caja de pesca! Mejórala para tener más espacio.
TID_BAITMAKER,Taller de cebos
TID_BAITMAKER_DESCRIPTION,En él se fabrican cebos.
TID_BAITMAKER_PRODUCT_DESCRIPTION,Se fabrica en el taller de cebos.
TID_SCRAPBOOK_BIGGEST_CATCH,Mayor captura: <WEIGHT> kg
TID_FLOATER_FISHING_SPOT_CONNECTION,Solo puedes desbloquear los puntos de pesca adyacentes a los ya desbloqueados.
TID_FLOATER_FISHING_SPOT_CONNECTION_MOBILE,Solo puedes desbloquear los puntos de pesca adyacentes a los ya desbloqueados.
TID_LETTER_GREETING21,¡Una barca llena de gracias por tu ayuda!
TID_LETTER_GREETING22,La gratitud conserva amistades y procura otras nuevas.
TID_LETTER_GREETING23,La felicidad es un barco lleno y árboles verdes. ¡Gracias por tu ayuda!
TID_LETTER_GREETING24,Vivo en un mundo de agradecimiento.
TID_LETTER_GREETING25,La alegría es la forma más pura de gratitud.
TID_LETTER_GREETING25_MOBILE,La alegría es la forma más pura de gratitud.
TID_LETTER_GREETING26,¡Estoy muy agradecido!
TID_LETTER_GREETING27,Nada es más honorable que un corazón agradecido.
TID_LETTER_GREETING28,"¡Gracias, amigo! ¡Que pases un buen día y vuelvas pronto!"
TID_LETTER_GREETING29,"Gracias, ¡que pases un buen día!"
TID_LETTER_GREETING30,"El mayor beneficio es dar a los demás, por eso yo te doy las gracias."
TID_LETTER_GREETING31,El mundo brilla más gracias a ti. ¡Muchas gracias!
TID_LETTER_GREETING32,¡Me has alegrado el día! ¡Gracias!
TID_LETTER_GREETING33,¡Eres muy amable! ¡Mil gracias!
TID_LETTER_GREETING34,Eres un buen amigo. ¡Vuelve cuando quieras!
TID_LETTER_GREETING35,¡Gracias por tu ayuda!
TID_FLOATER_BAIT_MAKER_CLAIM_BUT_TACKLE_BOX_FULL,¡La caja de pesca está llena!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_DIAMONDS,¡Nueva actualización en el App Store! Descárgala ya y prepárate para cosechar <NUMBER> diamantes en la tienda muy pronto. ¡No te la pierdas!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_DIAMONDS_ANDROID,¡Nueva actualización en Google Play! Descárgala ya y prepárate para cosechar <NUMBER> diamantes en la tienda muy pronto. ¡No te la pierdas!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_COINS,¡Nueva actualización en el App Store! Descárgala ya y consigue <NUMBER> monedas.
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_GREEN_VOUCHERS,¡Nueva actualización en el App Store! Descárgala ya y consigue <NUMBER> tiques verdes.
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_BLUE_VOUCHERS,¡Nueva actualización en el App Store! Descárgala ya y consigue <NUMBER> tiques azules.
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_PURPLE_VOUCHERS,¡Nueva actualización en el App Store! Descárgala ya y consigue <NUMBER> tiques morados.
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_GOLDEN_VOUCHERS,¡Nueva actualización en el App Store! Descárgala ya y consigue <NUMBER> tiques dorados.
TID_MASS_GIFT_REWARD_CLAIM_BUTTON,Reclamar
TID_MASSGIFT_BIRTHDAY_HEADER,Cumple de Hay Day
TID_MASSGIFT_BIRTHDAY_TEXT,"¡Hola, <NAME>! Celebramos el tercer aniversario de Hay Day, ¡yuju! Toma estos brillantes diamantes como agradecimiento por tu apoyo, tus comentarios y, sobre todo, ¡por jugar a Hay Day! ¡Ojalá que el próximo año sea mejor todavía!"
TID_MASSGIFT_BIRTHDAY_6TH_TEXT,"¡Hola, <NAME>! Es el sexto aniversario de Hay Day. ¡Yupi! Toma este adorno especial como agradecimiento por tu apoyo, tus comentarios y, sobre todo, ¡por jugar a Hay Day! Ya ves que es una letra... Participa en el evento de aniversario para ganar el resto. ¡Ojalá que el próximo año sea mejor todavía!"
TID_MASSGIFT_UPDATE_HEADER,Actualizar la aplicación
TID_MASSGIFT_UPDATE_TEXT,"¡Hola, <NAME>! Gracias por actualizar el juego a la última versión. Para estar al tanto de todas las novedades, consulta la pestaña \qNovedades\q del menú Ajustes. Esperamos que te lo pases genial con esta huevástica actualización y que disfrutes de tus diamantes gratis."
TID_MASSGIFT_MAINTENANCE_HEADER,¡Lo sentimos!
TID_MASSGIFT_MAINTENANCE2_HEADER,¡Vaya!
TID_MASSGIFT_MAINTENANCE3_HEADER,¡Lo sentimos!
TID_MASSGIFT_MAINTENANCE4_HEADER,Mantenimiento
TID_MASSGIFT_MAINTENANCE_TEXT,"¡Hola, <NAME>! Hemos estado realizando tareas de mantenimiento y el juego ha quedado inaccesible durante un rato. Aquí tienes un regalo por las molestias causadas. ¡Que tengas muuuuy buen día!"
TID_MASSGIFT_MAINTENANCE2_TEXT,"¡Hola, <NAME>! Hemos tenido unos problemas inesperados con el servidor y el juego ha quedado inaccesible durante un rato. Queremos darte este regalo a modo de disculpa."
TID_MASSGIFT_MAINTENANCE3_TEXT,"¡Hola, <NAME>! Lamentamos que ayer no fuera posible acceder al juego durante un rato. Acepta este regalo en compensación por las molestias. ¡Que pases un día huevástico!"
TID_MASSGIFT_MAINTENANCE4_TEXT,"¡Hola, <NAME>! Lamentamos que, durante el rato en que estuvimos realizando mejoras en el juego, no fuera posible acceder a él. Acepta este regalo en compensación por las molestias."
TID_MASSGIFT_MAINTENANCE5_TEXT,"¡Hola, <NAME>! Hemos tenido unos problemillas que nos han obligado a realizar tareas de mantenimiento en el juego, y por eso ha quedado inaccesible durante un rato. Acepta este regalo por las molestias causadas."
TID_MASSGIFT_MAINTENANCE6_TEXT,"Últimamente se han producido algunos contratiempos en el juego, así que queremos darte un pequeño regalo para compensar barcos o pedidos que hayas perdido y otras molestias."
TID_MASSGIFT_MAINTENANCE_BUG_TEXT,"¡Hola, <NAME>! Hemos encontrado un pequeño fallo en el juego y hemos tenido que realizar tareas de mantenimiento para arreglarlo. El juego ya funciona con normalidad, pero queremos darte este regalo por las molestias."
TID_MASSGIFT_MAINTENANCE_DERBY1_TEXT,"Últimamente se han producido problemas con el derbi que te podrían haber afectado, así que queremos darte un pequeño regalo."
TID_MASSGIFT_MAINTENANCE_DERBY2_TEXT,"Lamentamos que hayamos tenido que desconectar el juego brevemente para corregir problemas del derbi. Disculpa las molestias y, por favor, acepta este regalo como compensación."
TID_MASSGIFT_HOLIDAYSEASON_HEADER,¡Felices fiestas!
TID_MASSGIFT_HOLIDAYSEASON_TEXT,"¡Hola, <NAME>! Se dice en el pueblo que, de vez en cuando por estas fechas, aparece un regalo especial en el área de pesca. ¿Será verdad? Si lo encuentras, cuéntaselo a los demás, ¿vale? ¡Que te lo pases bien buscándolo!"
TID_MASSGIFT_HOLIDAYDECO_TEXT,"¡Hola, <NAME>! Hemos incluido un nuevo adorno en la tienda, ¡échale un vistazo! De parte del equipo de Hay Day, ¡que pases muy felices fiestas!"
TID_MASSGIFT_EASTERSEASON_HEADER,¡Un conejito de mascota!
TID_MASSGIFT_EASTERSEASON_TEXT,"¡Hola, <NAME>! Tenemos una sorpresa que te hará dar saltos de alegría: ¡un conejito de mascota! Consíguelo ya y no olvides darle de comer un montón de zanahorias."
TID_MASSGIFT_FOOTER_REGARDS,"Saludos,"
TID_MASSGIFT_FOOTER_HAYDAYTEAM,El equipo de HD
TID_MASSGIFT_UPDATE_MARKETINGTEXT_HEADER,¡Nueva actualización!
TID_MASSGIFT_UPDATE_MARKETINGTEXT_TEXT,"Celebramos el tercer aniversario de Hay Day, ¡yuju!\n\nNovedades:\n- Viste tu granja para la ocasión con el exclusivo adorno de aniversario, disponible solo durante el evento especial.\n- Vuelve el verano a Hay Day y trae consigo adornos exclusivos y trajes veraniegos para tus animales. ¡Ay, qué vacas tan saladas!\n- Da la bienvenida al perrito de caza y al gatito bicolor.\n- Nuevo edificio de producción, cocina para pasta: prepara lasaña, ñoquis y pasta con langosta.\n- Nuevos eventos en los que podrás ganar el doble de XP y tendrás que servir a los visitantes del pueblo.\n- Nuevas tareas del derbi: elabora productos, alimenta a tus animales y ayuda a los demás jugadores.\n- Presentamos el buzón personal para los mensajes importantes de los desarrolladores.\n- Nuevos adornos: personaliza tu granja con motos rosas, veredas y acequias. Además, los granjeros de nivel 100 o superior recibirán un adorno único como agradecimiento por su dedicación.\n- Búsqueda de vecindarios mejorada: ahora encontrarás información sobre dónde se encuentran tus amigos. Así podrás elegir el mejor vecindario para ti y tu granja.\n\nCaracterísticas adicionales:\n- Retoques en los ajustes de la interfaz de usuario.\n- Ahora los vecindarios y los derbis se desbloquean en el nivel 18.\n- Animaciones nuevas y mejoradas para Tom.\n- Hemos arreglado errores generales y hemos hecho ajustes en los vecindarios y los derbis."
TID_MASSGIFT_SUMMERDECO_TEXT,"¡Hola, <NAME>! Ya casi está aquí nuestra última y huevástica actualización. Además de traer nuevas e increíbles funciones, se eliminarán de la tienda los artículos veraniegos. ¡Cómpralos antes de que se acabe el tiempo!"
TID_MASSGIFT_SUMMERDECO_HEADER,Información
TID_MASSGIFT_WINTERDECO_TEXT,"¡Hola, <NAME>! Ya casi está aquí nuestra nueva y huevástica actualización. Además de traeros nuevas e increíbles funciones, hemos puesto fin a la temática de invierno. ¡Comprad ya todos los adornos navideños antes de que se acabe el tiempo!"
TID_MASSGIFT_2YEARSTHANKYOU_HEADER,¡Gracias!
TID_MASSGIFT_2YEARSTHANKYOU_TEXT,"Hola, <NAME>: Hace ya más de dos años que comenzaste a jugar a Hay Day. ¡Cómo pasa el tiempo! Esperamos que te guste este regalo exclusivo que te enviamos como muestra de agradecimiento. En nombre de todo el equipo de Hay Day, gracias por jugar con nosotros."
TID_MASSGIFT_WOMENSDAY_HEADER,Día Internacional de la Mujer
TID_MASSGIFT_WOMENSDAY_TEXT,"¡Hola, <NAME>! Celebremos el Día Internacional de la Mujer con diamantes de regalo. ¡Disfruta de tu granja!"
TID_MASSGIFT_VALLEY_MAINTENANCE,"¡Hola, <NAME>! No es posible acceder al valle en este momento, ya que estamos tratando de solucionar algunos problemas importantes. Pronto tendrás más información al respecto. Mientras tanto, disfruta de este regalo."
TID_MASSGIFT_VALLEY_MAINTENANCE_RESUME,"¡Hola, <NAME>! Ya se han solucionado todos los problemas anteriores del valle y puedes volver a jugar. Aquí tienes un regalo por las molestias causadas."
TID_MASSGIFT_VALLEY_MAINTENANCE_EXTRATIME,"¡Hola, <NAME>! Ya se han solucionado todos los problemas anteriores del valle y puedes volver a jugar. También hemos extendido la duración del evento del valle para recuperar el tiempo perdido. Aquí tienes un regalo por las molestias causadas."
TID_CALENDAR_EVENT_CROP_IN_SEASON_TITLE,Cultivo temporal
TID_CALENDAR_EVENT_NEWS_EXTRA_TITLE,Anuncios del periódico
TID_CALENDAR_EVENT_CAR_ORDER_BONUS_TITLE,Bonus de la camioneta
TID_CALENDAR_EVENT_PEOPLE_ORDER_BONUS_TITLE,Bonus de visitante
TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TITLE,Bonus del barco
TID_CALENDAR_EVENT_CROP_IN_SEASON_TEXT,"¡Las zanahorias están de temporada en Hay Day! Durante este evento, este cultivo tardará la mitad de tiempo en madurar. ¿A qué esperas? ¡Planta zanahorias para aprovechar la temporada!"
TID_CALENDAR_EVENT_NEWS_EXTRA_TEXT,"¡El evento del periódico ha llegado! Durante este evento, el tiempo de espera para poner anuncios gratuitos en el puesto de venta será solo de 6 minutos. Además, el periódico se actualizará más a menudo. ¡Sal ahí a vender!"
TID_CALENDAR_EVENT_CAR_ORDER_BONUS_TEXT,"¡Hay escasez de suministros en el pueblo! Durante este evento, todos los repartos que hagas con la camioneta te reportarán el doble de monedas. Ponte a producir; ¡la gente del pueblo te necesita!"
TID_CALENDAR_EVENT_PEOPLE_ORDER_BONUS_TEXT,"¡Los productos orgánicos están de moda! Los visitantes de la granja están dispuestos a pagar más por esos sabrosos productos locales. Durante este evento, todos los visitantes pagarán el doble de monedas. ¡Hora de arremangarse y ponerse a cocinar!"
TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TEXT,"¡Es la temporada de barcos y el turismo está a tope! Durante este evento, obtendrás el doble de monedas por llenar una caja y el doble de tiques por completar un pedido entero. ¡No olvides visitar a tus amigos y ayudarles también con sus barcos!"
TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TEXT_MOBILE,"¡Es la temporada de barcos y el turismo está a tope! Durante este evento, obtendrás el doble de monedas por llenar una caja y el doble de tiques por completar un pedido entero. ¡No olvides visitar a tus amigos y ayudarles también con sus barcos!"
TID_PRODUCT_FISH_AND_CHIPS,Pescado y patatas
TID_PRODUCT_CHOCOLATE_POPCORN,Palom. chocolate
TID_DECO_POOLWITHSLIDE,Piscina con tobogán
TID_DECO_PICNICMAT,Manta de pícnic
TID_DECO_STATUE_SINGING,Cabra cantando
TID_DECO_STATUE_ET,Paseo en bici
TID_DECO_STATUE_ALICE,El pollo loco
TID_DECO_STATUE_ROCKY,El potro
TID_DECO_POOLWITHSLIDE_DESCRIPTION,Disfruta del verano (limitado).
TID_DECO_POOLWITHSLIDE_DESCRIPTION_MOBILE,Disfruta del verano (limitado).
TID_DECO_PICNICMAT_DESCRIPTION,Disfruta del verano (limitado).
TID_DECO_STATUE_SINGING_DESCRIPTION,Adorno premium.
TID_DECO_STATUE_ET_DESCRIPTION,Adorno premium.
TID_DECO_STATUE_ALICE_DESCRIPTION,Adorno premium.
TID_DECO_STATUE_ROCKY_DESCRIPTION,Adorno premium.
TID_EVENT_BOARD,Tablón de eventos
TID_NO_EVENT,"En este momento no hay ningún evento en marcha, ¡pero vuelve pronto a ver si ha empezado alguno!"
TID_NO_EVENT_MOBILE,"En este momento no hay ningún evento en marcha, ¡pero vuelve pronto a ver si ha empezado alguno!"
TID_CANNOT_PARTICIPATE_IN_EVENT,Debes alcanzar el nivel <LEVEL> para participar en este evento. ¡Sigue jugando para subir de nivel!
TID_CANNOT_PARTICIPATE_IN_EVENT_MOBILE,Debes alcanzar el nivel <LEVEL> para participar en este evento. ¡Sigue jugando para subir de nivel!
TID_EVENT_ENDS_IN,Termina en:
TID_EVENT_ENDS_IN_MOBILE,Termina en:
TID_FLOATER_EVENT_BOARD_UNLOCKS,Podrás participar en eventos a partir del nivel <LEVEL>.
TID_FLOATER_EVENT_BOARD_UNLOCKS_MOBILE,Podrás participar en eventos a partir del nivel <LEVEL>.
TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_ALT_TEXT,"¡Es la temporada de barcos y el turismo está a tope! Durante este evento, obtendrás el doble de monedas por llenar cada caja del pedido. ¡No olvides visitar a tus amigos y ayudarles también con sus barcos!"
TID_FLOATER_VISIT_FISHING_BOAT_UNREPAIRED,¡Primero hay que restaurar la barca de pesca!
TID_FLOATER_NET_MAKER_CLAIM_BUT_TACKLE_BOX_FULL,¡La caja de pesca está llena!
TID_NETMAKER,Telar de redes
TID_NETMAKER_DESCRIPTION,En él se fabrican redes.
TID_CONFIRM_REMOVE_FOLLOWER_NO,NO
TID_CONFIRM_REMOVE_FOLLOWER_YES,SÍ
TID_CONFIRM_REMOVE_FOLLOWER_TITLE,¿Eliminar al seguidor?
TID_CONFIRM_REMOVE_FOLLOWER_TEXT,¿Seguro que quieres eliminar permanentemente a <NAME>?\nAviso: ¡esta acción no tiene vuelta atrás!
TID_LOBSTER_POOL,Tanque de langostas
TID_REPAIR_NET_MAKER_TITLE,{size=21}¿Restaurar el telar de redes?
TID_REPAIR_NET_MAKER_TEXT,"En él se fabrican redes de pesca, redes misteriosas y trampas de langostas para atrapar toda clase de bichos en estas aguas."
TID_REPAIR_NET_MAKER_TEXT_MOBILE,"En él se fabrican redes de pesca, redes misteriosas y trampas de langostas para atrapar toda clase de bichos en estas aguas."
TID_REPAIR_NET_MAKER_YES,Iniciar restauración
TID_REPAIR_LOBSTER_POOL_TITLE,¿Restaurar el tanque?
TID_REPAIR_LOBSTER_POOL_TEXT,Las langostas que cojas irán a parar automáticamente al tanque una vez restaurado.
TID_REPAIR_LOBSTER_POOL_YES,Iniciar restauración
TID_NETMAKER_PRODUCT_DESCRIPTION,Se fabrica en el telar de redes.
TID_LOBSTER_TRAP,Trampa de langostas
TID_SOUP_KITCHEN,Cocina para sopas
TID_SOUP_KITCHEN_DESCRIPTION,Aquí se preparan sopas.
TID_SOUP_KITCHEN_PRODUCT_DESCRIPTION,Se prepara en la cocina para sopas.
TID_FISH_SOUP,Sopa de pescado
TID_TOMATO_SOUP,Sopa de tomate
TID_LOBSTER_SOUP,Sopa de langosta
TID_FRUTTI_DI_MARE_PIZZA,Pizza de marisco
TID_LOBSTER,Langosta
TID_LOBSTER_POOL_CAPACITY,Capacidad del tanque: <COUNT>/<MAX>
TID_FISHING_NET,Red de pesca
TID_MYSTERY_NET,Red misteriosa
TID_LOBSTER_READY_TO_HARVEST,Listo para recoger
TID_FLOATER_NET_FISHING_COMING_SOON,La pesca con red se desbloquea en el nivel <LEVEL>.
TID_FLOATER_LOBSTER_FISHING_COMING_SOON,La pesca de langostas se desbloquea en el nivel <LEVEL>.
TID_REQUIRES_NET_MAKER,Se necesita el telar de redes.
TID_REQUIRES_LOBSTER_POOL,Se necesita el tanque de langostas y el telar de redes.
TID_DOUBLE_TAP_CONFIRM_DIAMOND_PURCHASE,Toca otra vez para confirmar.
TID_FLOATER_LOBSTER_POOL_FULL,El tanque de langostas está lleno.
TID_UPGRADE_LOBSTER_POOL_YES,Iniciar mejora
TID_UPGRADE_LOBSTER_POOL_TITLE,¿Mejorar el tanque?
TID_UPGRADE_LOBSTER_POOL_TEXT,"Mejóralo para conseguir más espacio para las langostas. ¡Cuantas más langostas haya, más divertido será!"
TID_TUTORIAL_DOUBLE_TAP,¡Hola! Estamos trabajando en una opción de doble toque para confirmar el pago con diamantes. ¡Pruébala!
TID_TUTORIAL_HOLDING_DOWN,¡Hola! Estamos probando un nuevo modo para confirmar el gasto de diamantes: solo hay que mantener pulsado el botón un momento y levantar el dedo para gastar los diamantes. ¡Pruébalo!
TID_TUTORIAL_FISHING_10,"¡Grumete! He encontrado este viejo telar de redes mientras rebuscaba entre las cosas de tu tío. Está medio roto, pero si lo restauramos, podremos usarlo para pescar."
TID_TUTORIAL_FISHING_11,Tócalo para restaurarlo.
TID_TUTORIAL_FISHING_12,"Fantástico, ahora puedes fabricar redes de pesca. Para usarlas solo tienes que colocarlas en los puntos de pesca, esperar y volver para recoger las recompensas."
TID_TUTORIAL_FISHING_13,También puedes fabricar redes misteriosas. Aquí tienes una gratis para que la pruebes. ¡No te decepcionará!
TID_TUTORIAL_FISHING_14,El otro día vi un grupo de langostas jugando en las frías aguas del lago. ¿Quieres que restauremos el tanque de agua caliente para meterlas dentro?
TID_TUTORIAL_FISHING_15,Tócalo para restaurarlo.
TID_TUTORIAL_FISHING_16,¡Genial! Ahora fabrica trampas de langostas y colócalas en los puntos de pesca. Las langostas que cojas aparecerán automáticamente en el tanque.
