Name,Rewards,RewardAmounts,Probabilities
,Saw,2,36
,Shovel,1,36
,Dynamite,1,36
,Demolition Charge,1,36
,Pickaxe,1,36
,Land Deed,1,72
,Mallet,1,72
,Marker Stake,1,72
,Voucher1,1,29
,White Sugar,5,15
,Syrup,4,15
,Cherry Popsicle,1,15
,Raspberry Jam,1,22
,Blackberry Jam,1,22
,Honey,5,15
,Cream,5,15
,Butter,5,15
,Cheese,3,22
,Goat Cheese,3,22
,Lollipop,1,15
,Lobster Meat,2,15
,Duck Down,2,15
,GnomeFisherman,1,11
,GnomeFlowergirl,1,11
,Horse lounge,1,11
,Covered stand,1,11
,FasterCrops1_lv2,1,2
,FasterCrops1_lv3,1,4
,FasterCrops2_lv2,1,2
,FasterCrops2_lv3,1,4
,FasterCrops3_lv2,1,2
,FasterCrops3_lv3,1,4
,FasterCrops4_lv2,1,2
,FasterCrops4_lv3,1,4
,FasterTrees_lv2,1,2
,FasterTrees_lv3,1,4
,FasterBushes_lv2,1,2
,FasterBushes_lv3,1,4
,FasterBaitMaker_lv2,1,2
,FasterNetMaker_lv2,1,2
,FasterBaitMaker_lv3,1,4
,FasterNetMaker_lv3,1,4
DerbyRewardSet2_41_2017_Xmas_expert,Axe,2,42
,Saw,2,42
,Shovel,1,42
,Dynamite,2,42
,Demolition Charge,2,42
,Pickaxe,1,42
,Land Deed,2,84
,Mallet,2,84
,Marker Stake,2,84
,Voucher1,2,34
,White Sugar,6,9
,Syrup,5,9
,Cherry Popsicle,1,17
,Raspberry Jam,1,17
,Blackberry Jam,1,17
,Honey,6,9
,Cream,6,9
,Butter,6,9
,Cheese,4,17
,Goat Cheese,4,17
,Lollipop,1,9
,Lobster Meat,2,17
,Duck Down,2,17
,GnomeFisherman,1,13
,GnomeFlowergirl,1,13
,Horse lounge,1,13
,Covered stand,1,13
,FasterCrops1_lv3,1,2
,FasterCrops1_lv4,1,4
,FasterCrops2_lv3,1,2
,FasterCrops2_lv4,1,4
,FasterCrops3_lv3,1,2
,FasterCrops3_lv4,1,4
,FasterCrops4_lv3,1,2
,FasterCrops4_lv4,1,4
,FasterTrees_lv3,1,2
,FasterTrees_lv4,1,4
,FasterBushes_lv3,1,2
,FasterBushes_lv4,1,4
,FasterBaitMaker_lv3,1,2
,FasterNetMaker_lv3,1,2
,FasterBaitMaker_lv4,1,4
,FasterNetMaker_lv4,1,4
DerbyRewardSet2_41_2017_Xmas_champions,Axe,2,42
,Saw,2,42
,Shovel,1,42
,Dynamite,2,42
,Demolition Charge,2,42
,Pickaxe,1,42
,Land Deed,2,84
,Mallet,2,84
,Marker Stake,2,84
,Voucher1,2,34
,White Sugar,6,9
,Syrup,5,9
,Cherry Popsicle,1,17
,Raspberry Jam,1,17
,Blackberry Jam,1,17
,Honey,6,9
,Cream,6,9
,Butter,6,9
,Cheese,4,17
,Goat Cheese,4,17
,Lollipop,1,9
,Lobster Meat,2,17
,Duck Down,2,17
,GnomeFisherman,1,13
,GnomeFlowergirl,1,13
,Horse lounge,1,13
,Covered stand,1,13
,FasterCrops1_lv4,1,4
,FasterCrops1_lv5,1,2
,FasterCrops2_lv4,1,4
,FasterCrops2_lv5,1,2
,FasterCrops3_lv4,1,4
,FasterCrops3_lv5,1,2
,FasterCrops4_lv4,1,4
,FasterCrops4_lv5,1,2
,FasterTrees_lv4,1,4
,FasterTrees_lv5,1,2
,FasterBushes_lv4,1,4
,FasterBushes_lv5,1,2
,FasterBaitMaker_lv4,1,4
,FasterNetMaker_lv4,1,4
,FasterBaitMaker_lv5,1,2
,FasterNetMaker_lv5,1,2
DerbyRewardSet3_18__Xmas_rookie,Axe,1,5
,Saw,1,5
,Shovel,1,5
,Dynamite,1,5
,Demolition Charge,1,5
,Pickaxe,1,5
,Plank,1,8
,Nail,1,8
,Bolt,1,8
,Screw,1,8
,Duct Tape,1,8
,Wood Panel,1,8
,Land Deed,1,8
,Mallet,1,8
,Marker Stake,1,8
,Hammer,1,3
,Hand Drill,1,3
,Paint Bucket,1,3
,Stone Block,1,3
,Brick,1,3
,Tar Bucket,1,3
,Map Piece,1,1
,Brown_Sugar,5,6
,White Sugar,5,6
,Syrup,5,6
,Strawberry Ice Cream,2,6
,Chocolate Ice Cream,2,6
,Blackberry Jam,2,6
,Cherry Jam,2,6
,Gifts,1,12
,ToySoldier,1,12
,Puzzle Piece 1,1,175
DerbyRewardSet3_41_Xmas_rookie,Axe,1,3
,Saw,1,3
,Shovel,1,3
,Dynamite,1,3
,Demolition Charge,1,3
,Pickaxe,1,3
,Plank,1,6
,Nail,1,6
,Bolt,1,6
,Screw,1,6
,Duct Tape,1,6
,Wood Panel,1,6
,Land Deed,1,6
,Mallet,1,6
,Marker Stake,1,6
,Hammer,1,2
,Hand Drill,1,2
,Paint Bucket,1,2
,Stone Block,1,2
,Brick,1,2
,Tar Bucket,1,2
,Map Piece,1,1
,Brown_Sugar,5,2
,White Sugar,5,3
,Syrup,5,3
,Strawberry Ice Cream,2,3
,Chocolate Ice Cream,2,3
,Blackberry Jam,2,3
,Cherry Jam,2,3
,Lobster Meat,2,4
,Duck Down,2,4
,Gifts,1,8
,ToySoldier,1,8
,Puzzle Piece 1,1,121
DerbyRewardSet3_18_Xmas_novice,FreeDiamonds,2,4
,Axe,2,6
,Saw,2,6
,Shovel,2,6
,Dynamite,2,6
,Demolition Charge,2,6
,Pickaxe,2,6
,Plank,1,12
,Nail,1,12
,Bolt,1,12
,Screw,1,12
,Duct Tape,1,12
,Wood Panel,1,12
,Land Deed,1,12
,Mallet,1,12
,Marker Stake,1,12
,Hammer,1,4
,Hand Drill,1,4
,Paint Bucket,1,4
,Stone Block,1,4
,Brick,1,4
,Tar Bucket,1,4
,Map Piece,1,2
,Brown_Sugar,5,6
,White Sugar,5,6
,Syrup,5,6
,Strawberry Ice Cream,2,6
,Chocolate Ice Cream,2,6
,Blackberry Jam,2,6
,Cherry Jam,2,6
,Gifts,1,15
,ToySoldier,1,15
,Puzzle Piece 1,1,231
DerbyRewardSet3_41_Xmas_novice,FreeDiamonds,2,4
,Axe,2,6
,Saw,2,6
,Shovel,2,6
,Dynamite,2,6
,Demolition Charge,2,6
,Pickaxe,2,6
,Plank,1,12
,Nail,1,12
,Bolt,1,12
,Screw,1,12
,Duct Tape,1,12
,Wood Panel,1,12
,Land Deed,1,12
,Mallet,1,12
,Marker Stake,1,12
,Hammer,1,4
,Hand Drill,1,4
,Paint Bucket,1,4
,Stone Block,1,4
,Brick,1,4
,Tar Bucket,1,4
,Map Piece,1,2
,Brown_Sugar,5,4
,White Sugar,5,4
,Syrup,5,4
,Strawberry Ice Cream,2,4
,Chocolate Ice Cream,2,6
,Blackberry Jam,2,4
,Cherry Jam,2,4
,Lobster Meat,2,6
,Duck Down,2,6
,Gifts,1,15
,ToySoldier,1,15
,Puzzle Piece 1,1,231
DerbyRewardSet3_18_Xmas_pro,FreeDiamonds,2,4
,Axe,2,5
,Saw,2,5
,Shovel,2,5
,Dynamite,2,5
,Demolition Charge,2,5
,Pickaxe,2,5
,Plank,1,9
,Nail,1,9
,Bolt,1,9
,Screw,1,9
,Duct Tape,1,9
,Wood Panel,1,9
,Land Deed,1,9
,Mallet,1,9
,Marker Stake,1,9
,Hammer,1,3
,Hand Drill,1,3
,Paint Bucket,1,3
,Stone Block,1,3
,Brick,1,3
,Tar Bucket,1,3
,Map Piece,1,1
,Voucher1,1,3
,Voucher2,1,3
,Brown_Sugar,5,4
,White Sugar,5,4
,Syrup,5,4
,Strawberry Ice Cream,2,4
,Chocolate Ice Cream,2,4
,Blackberry Jam,2,4
,Cherry Jam,2,4
,Gifts,1,12
,ToySoldier,1,12
,Puzzle Piece 1,1,180
DerbyRewardSet3_41_Xmas_pro,FreeDiamonds,2,4
,Axe,2,5
,Saw,2,5
,Shovel,2,5
,Dynamite,2,5
,Demolition Charge,2,5
,Pickaxe,2,5
,Plank,1,9
,Nail,1,9
,Bolt,1,9
,Screw,1,9
,Duct Tape,1,9
,Wood Panel,1,9
,Land Deed,1,9
,Mallet,1,9
,Marker Stake,1,9
,Hammer,1,3
,Hand Drill,1,3
,Paint Bucket,1,3
,Stone Block,1,3
,Brick,1,3
,Tar Bucket,1,3
,Map Piece,1,1
,Voucher1,1,3
,Voucher2,1,3
,Brown_Sugar,5,3
,White Sugar,5,3
,Syrup,5,3
,Strawberry Ice Cream,2,3
,Chocolate Ice Cream,2,3
,Blackberry Jam,2,3
,Cherry Jam,2,3
,Lobster Meat,2,3
,Duck Down,2,3
,Gifts,1,12
,ToySoldier,1,12
,Puzzle Piece 1,1,179
DerbyRewardSet3_18_Xmas_expert,FreeDiamonds,2,7
,Axe,2,11
,Saw,2,11
,Shovel,2,11
,Dynamite,2,11
,Demolition Charge,2,11
,Pickaxe,2,11
,Plank,1,22
,Nail,1,22
,Bolt,1,22
,Screw,1,22
,Duct Tape,1,22
,Wood Panel,1,22
,Land Deed,1,22
,Mallet,1,22
,Marker Stake,1,22
,Hammer,1,5
,Hand Drill,1,5
,Paint Bucket,1,5
,Stone Block,1,5
,Brick,1,5
,Tar Bucket,1,5
,Map Piece,1,2
,Voucher1,1,7
,Voucher2,1,7
,Gifts,1,20
,ToySoldier,1,20
,Puzzle Piece 1,1,337
DerbyRewardSet3_41_Xmas_expert,FreeDiamonds,2,4
,Axe,2,6
,Saw,2,6
,Shovel,2,6
,Dynamite,2,6
,Demolition Charge,2,6
,Pickaxe,2,6
,Plank,1,12
,Nail,1,12
,Bolt,1,12
,Screw,1,12
,Duct Tape,1,12
,Wood Panel,1,12
,Land Deed,1,12
,Mallet,1,12
,Marker Stake,1,12
,Hammer,1,3
,Hand Drill,1,3
,Paint Bucket,1,3
,Stone Block,1,3
,Brick,1,3
,Tar Bucket,1,3
,Map Piece,1,1
,Voucher1,1,4
,Voucher2,1,4
,Gifts,1,12
,ToySoldier,1,12
,Puzzle Piece 1,1,187
DerbyRewardSet3_18_Xmas_champion,FreeDiamonds,2,12
,Axe,2,18
,Saw,2,18
,Shovel,2,18
,Dynamite,2,18
,Demolition Charge,2,18
,Pickaxe,2,18
,Plank,1,36
,Nail,1,36
,Bolt,1,36
,Screw,1,36
,Duct Tape,1,36
,Wood Panel,1,36
,Land Deed,1,36
,Mallet,1,36
,Marker Stake,1,36
,Hammer,1,9
,Hand Drill,1,9
,Paint Bucket,1,9
,Stone Block,1,9
,Brick,1,9
,Tar Bucket,1,9
,Map Piece,1,3
,Voucher1,1,12
,Voucher2,1,12
,Gifts,1,35
,ToySoldier,1,35
,Puzzle Piece 1,1,560
DerbyRewardSet3_41_Xmas_champion,FreeDiamonds,2,8
,Axe,2,12
,Saw,2,12
,Shovel,2,12
,Dynamite,2,12
,Demolition Charge,2,12
,Pickaxe,2,12
,Plank,1,24
,Nail,1,24
,Bolt,1,24
,Screw,1,24
,Duct Tape,1,24
,Wood Panel,1,24
,Land Deed,1,24
,Mallet,1,24
,Marker Stake,1,24
,Hammer,1,6
,Hand Drill,1,6
,Paint Bucket,1,6
,Stone Block,1,6
,Brick,1,6
,Tar Bucket,1,6
,Map Piece,1,2
,Voucher1,1,8
,Voucher2,1,8
,Gifts,1,25
,ToySoldier,1,25
,Puzzle Piece 1,1,375
DerbyRewardSet4_18_2017_Xmas_rookie,Axe,2,22
,Saw,2,22
,Shovel,2,22
,Dynamite,2,22
,Demolition Charge,2,22
,Pickaxe,1,22
,Plank,1,33
,Nail,1,33
,Bolt,1,33
,Screw,1,33
,Duct Tape,1,33
,Wood Panel,1,33
,Land Deed,1,33
,Mallet,1,33
,Marker Stake,1,33
,Hammer,1,11
,Hand Drill,1,11
,Paint Bucket,1,11
,Stone Block,1,11
,Brick,1,11
,Tar Bucket,1,11
,Map Piece,1,5
,Voucher1,1,8
,Expansion Key,1,37
,FasterCrops1_lv1,1,2
,FasterCrops1_lv2,1,1
,FasterCrops2_lv1,1,2
,FasterCrops2_lv2,1,1
,FasterCrops3_lv1,1,2
,FasterCrops3_lv2,1,1
,FasterTrees_lv1,1,2
,FasterTrees_lv2,1,1
,FasterBushes_lv1,1,2
,FasterBushes_lv2,1,1
,FasterBuildings1_lv1,1,2
,FasterBuildings2_lv1,1,2
,FasterBuildings3_lv1,1,2
,MoreXP_lv1,1,2
,FasterBoats_lv1,1,2
,FasterBaitMaker_lv1,1,2
,FasterNetMaker_lv1,1,2
,FasterFishingSpots_lv1,1,2
,FasterTownBuildings1_lv1,1,2
,FasterTownBuildings2_lv1,1,2
,FasterPersonalTrain_lv1,1,2
,FasterBaitMaker_lv2,1,1
,FasterNetMaker_lv2,1,1
,FasterFishingSpots_lv2,1,1
,FasterTownBuildings1_lv2,1,1
,FasterTownBuildings2_lv2,1,1
,FasterPersonalTrain_lv2,1,1
,CandyPole,1,15
,HolidayFlower,1,15
,Gingerbread Man,1,2
,Gingerbread Lady,1,2
,FrozenPond_1,1,15
DerbyRewardSet4_18_2017_Xmas_novice,FreeDiamonds,2,12
,Axe,2,21
,Saw,2,21
,Shovel,2,21
,Dynamite,2,21
,Demolition Charge,2,21
,Pickaxe,2,21
,Plank,1,35
,Nail,1,35
,Bolt,1,35
,Screw,1,35
,Duct Tape,1,35
,Wood Panel,1,35
,Land Deed,1,35
,Mallet,1,35
,Marker Stake,1,35
,Hammer,1,12
,Hand Drill,1,12
,Paint Bucket,1,12
,Stone Block,1,12
,Brick,1,12
,Tar Bucket,1,12
,Map Piece,1,4
,Voucher1,2,12
,Voucher2,2,12
,Expansion Key,1,58
,FasterCrops1_lv2,1,2
,FasterCrops1_lv3,1,1
,FasterCrops2_lv2,1,2
,FasterCrops2_lv3,1,1
,FasterCrops3_lv2,1,2
,FasterCrops3_lv3,1,1
,FasterTrees_lv2,1,2
,FasterTrees_lv3,1,1
,FasterBushes_lv2,1,2
,FasterBushes_lv3,1,1
,FasterBuildings1_lv2,1,2
,FasterBuildings1_lv1,1,1
,FasterBuildings2_lv2,1,2
,FasterBuildings2_lv1,1,1
,FasterBuildings3_lv2,1,2
,FasterBuildings3_lv1,1,1
,MoreXP_lv2,1,2
,MoreXP_lv1,1,1
,FasterBoats_lv2,1,2
,FasterBoats_lv1,1,1
,FasterBaitMaker_lv1,1,1
,FasterNetMaker_lv1,1,1
,FasterFishingSpots_lv1,1,1
,FasterTownBuildings1_lv1,1,1
,FasterTownBuildings2_lv1,1,1
,FasterPersonalTrain_lv1,1,1
,FasterBaitMaker_lv2,1,2
,FasterNetMaker_lv2,1,2
,FasterFishingSpots_lv2,1,2
,FasterTownBuildings1_lv2,1,2
,FasterTownBuildings2_lv2,1,2
,FasterPersonalTrain_lv2,1,2
,CandyPole,1,15
,HolidayFlower,1,15
,Gingerbread Man,1,2
,Gingerbread Lady,1,2
,FrozenPond_1,1,15
DerbyRewardSet4_18_2017_Xmas_professional,FreeDiamonds,2,15
,Axe,2,22
,Saw,2,22
,Shovel,2,22
,Dynamite,2,22
,Demolition Charge,2,22
,Pickaxe,2,22
,Plank,1,44
,Nail,1,44
,Bolt,1,44
,Screw,1,44
,Duct Tape,1,44
,Wood Panel,1,44
,Land Deed,1,44
,Mallet,1,44
,Marker Stake,1,44
,Hammer,1,12
,Hand Drill,1,12
,Paint Bucket,1,12
,Stone Block,1,12
,Brick,1,12
,Tar Bucket,1,12
,Map Piece,1,3
,Voucher1,2,15
,Voucher2,2,15
,Voucher3,1,15
,Expansion Key,1,96
,FasterCrops1_lv3,1,3
,FasterCrops1_lv4,1,1
,FasterCrops2_lv3,1,3
,FasterCrops2_lv4,1,1
,FasterCrops3_lv3,1,3
,FasterCrops3_lv4,1,1
,FasterTrees_lv3,1,3
,FasterTrees_lv4,1,1
,FasterBushes_lv3,1,3
,FasterBushes_lv4,1,1
,FasterBuildings1_lv3,1,3
,FasterBuildings1_lv2,1,1
,FasterBuildings2_lv3,1,3
,FasterBuildings2_lv2,1,1
,FasterBuildings3_lv3,1,3
,FasterBuildings3_lv2,1,1
,MoreXP_lv3,1,3
,MoreXP_lv2,1,1
,FasterBoats_lv3,1,3
,FasterBoats_lv2,1,1
,FasterBaitMaker_lv2,1,1
,FasterNetMaker_lv2,1,1
,FasterFishingSpots_lv2,1,1
,FasterTownBuildings1_lv2,1,1
,FasterTownBuildings2_lv2,1,1
,FasterPersonalTrain_lv2,1,1
,FasterBaitMaker_lv3,1,3
,FasterNetMaker_lv3,1,3
,FasterFishingSpots_lv3,1,3
,FasterTownBuildings1_lv3,1,3
,FasterTownBuildings2_lv3,1,3
,FasterPersonalTrain_lv3,1,3
,CandyPole,1,15
,HolidayFlower,1,15
,Gingerbread Man,1,2
,Gingerbread Lady,1,2
,FrozenPond_1,1,15
DerbyRewardSet4_18_2017_Xmas_expert,FreeDiamonds,2,12
,Axe,2,17
,Saw,2,17
,Shovel,2,17
,Dynamite,2,17
,Demolition Charge,2,17
,Pickaxe,2,17
,Plank,1,34
,Nail,1,34
,Bolt,1,34
,Screw,1,34
,Duct Tape,1,34
,Wood Panel,1,34
,Land Deed,1,34
,Mallet,1,34
,Marker Stake,1,34
,Hammer,1,9
,Hand Drill,1,9
,Paint Bucket,1,9
,Stone Block,1,9
,Brick,1,9
,Tar Bucket,1,9
,Map Piece,1,3
,Voucher2,2,12
,Voucher3,1,12
,Expansion Key,1,84
,FasterCrops1_lv4,1,2
,FasterCrops1_lv5,1,1
,FasterCrops2_lv4,1,2
,FasterCrops2_lv5,1,1
,FasterCrops3_lv4,1,2
,FasterCrops3_lv5,1,1
,FasterTrees_lv4,1,2
,FasterTrees_lv5,1,1
,FasterBushes_lv4,1,2
,FasterBushes_lv5,1,1
,FasterBuildings1_lv4,1,2
,FasterBuildings1_lv3,1,1
,FasterBuildings2_lv4,1,2
,FasterBuildings2_lv3,1,1
,FasterBuildings3_lv4,1,2
,FasterBuildings3_lv3,1,1
,MoreXP_lv4,1,2
,MoreXP_lv3,1,1
,FasterBoats_lv4,1,2
,FasterBoats_lv3,1,1
,FasterBaitMaker_lv3,1,1
,FasterNetMaker_lv3,1,1
,FasterFishingSpots_lv3,1,1
,FasterTownBuildings1_lv3,1,1
,FasterTownBuildings2_lv3,1,1
,FasterPersonalTrain_lv3,1,1
,FasterBaitMaker_lv4,1,2
,FasterNetMaker_lv4,1,2
,FasterFishingSpots_lv4,1,2
,FasterTownBuildings1_lv4,1,2
,FasterTownBuildings2_lv4,1,2
,FasterPersonalTrain_lv4,1,2
,CandyPole,1,11
,HolidayFlower,1,11
,Gingerbread Man,1,1
,Gingerbread Lady,1,1
,FrozenPond_1,1,11
DerbyRewardSet4_18_2017_Xmas_champions,FreeDiamonds,3,12
,Axe,2,18
,Saw,2,18
,Shovel,2,18
,Dynamite,2,18
,Demolition Charge,2,18
,Pickaxe,2,18
,Plank,1,36
,Nail,1,36
,Bolt,1,36
,Screw,1,36
,Duct Tape,1,36
,Wood Panel,1,36
,Land Deed,1,36
,Mallet,1,36
,Marker Stake,1,36
,Hammer,1,9
,Hand Drill,1,9
,Paint Bucket,1,9
,Stone Block,1,9
,Brick,1,9
,Tar Bucket,1,9
,Map Piece,1,3
,Voucher2,2,12
,Voucher3,1,12
,Expansion Key,1,120
,FasterCrops1_lv4,1,2
,FasterCrops1_lv5,1,1
,FasterCrops2_lv4,1,2
,FasterCrops2_lv5,1,1
,FasterCrops3_lv4,1,2
,FasterCrops3_lv5,1,1
,FasterTrees_lv4,1,2
,FasterTrees_lv5,1,1
,FasterBushes_lv4,1,2
,FasterBushes_lv5,1,1
,FasterBuildings1_lv4,1,2
,FasterBuildings1_lv5,1,1
,FasterBuildings2_lv4,1,2
,FasterBuildings2_lv5,1,1
,FasterBuildings3_lv4,1,2
,FasterBuildings3_lv5,1,1
,MoreXP_lv4,1,2
,MoreXP_lv5,1,1
,FasterBoats_lv4,1,2
,FasterBoats_lv5,1,1
,FasterBaitMaker_lv4,1,2
,FasterNetMaker_lv4,1,2
,FasterFishingSpots_lv4,1,2
,FasterTownBuildings1_lv4,1,2
,FasterTownBuildings2_lv4,1,2
,FasterPersonalTrain_lv4,1,2
,FasterBaitMaker_lv5,1,1
,FasterNetMaker_lv5,1,1
,FasterFishingSpots_lv5,1,1
,FasterTownBuildings1_lv5,1,1
,FasterTownBuildings2_lv5,1,1
,FasterPersonalTrain_lv5,1,1
,CandyPole,1,15
,HolidayFlower,1,15
,Gingerbread Man,1,2
,Gingerbread Lady,1,2
,FrozenPond_1,1,15
DerbyRewardSet4_41_2017_Xmas_rookie,Axe,2,58
,Saw,2,58
,Shovel,2,58
,Dynamite,2,58
,Demolition Charge,2,58
,Pickaxe,1,58
,Plank,1,87
,Nail,1,87
,Bolt,1,87
,Screw,1,87
,Duct Tape,1,87
,Wood Panel,1,87
,Land Deed,1,87
,Mallet,1,87
,Marker Stake,1,87
,Hammer,1,29
,Hand Drill,1,29
,Paint Bucket,1,29
,Stone Block,1,29
,Brick,1,29
,Tar Bucket,1,29
,Map Piece,1,10
,Voucher1,1,29
,Expansion Key,1,96
,FasterCrops1_lv1,1,4
,FasterCrops1_lv2,1,2
,FasterCrops2_lv1,1,4
,FasterCrops2_lv2,1,2
,FasterCrops3_lv1,1,4
,FasterCrops3_lv2,1,2
,FasterCrops4_lv1,1,4
,FasterCrops4_lv2,1,2
,FasterTrees_lv1,1,4
,FasterTrees_lv2,1,2
,FasterBushes_lv1,1,4
,FasterBushes_lv2,1,2
,FasterBuildings1_lv1,1,4
,FasterBuildings2_lv1,1,4
,FasterBuildings3_lv1,1,4
,FasterBuildings4_lv1,1,4
,MoreXP_lv1,1,4
,FasterBoats_lv1,1,4
,FasterBaitMaker_lv1,1,4
,FasterNetMaker_lv1,1,4
,FasterFishingSpots_lv1,1,4
,FasterTownBuildings1_lv1,1,4
,FasterTownBuildings2_lv1,1,4
,FasterPersonalTrain_lv1,1,4
,FasterLobsters_lv1,1,4
,FasterDucks_lv1,1,4
,FasterBaitMaker_lv2,1,2
,FasterNetMaker_lv2,1,2
,FasterFishingSpots_lv2,1,2
,FasterTownBuildings1_lv2,1,2
,FasterTownBuildings2_lv2,1,2
,FasterPersonalTrain_lv2,1,2
,FasterLobsters_lv2,1,2
,FasterDucks_lv2,1,2
,CandyPole,1,38
,HolidayFlower,1,38
,Gingerbread Man,1,5
,Gingerbread Lady,1,5
,FrozenPond_1,1,38
DerbyRewardSet4_41_2017_Xmas_novice,FreeDiamonds,2,15
,Axe,2,26
,Saw,2,26
,Shovel,2,26
,Dynamite,2,26
,Demolition Charge,2,26
,Pickaxe,2,26
,Plank,1,44
,Nail,1,44
,Bolt,1,44
,Screw,1,44
,Duct Tape,1,44
,Wood Panel,1,44
,Land Deed,1,44
,Mallet,1,44
,Marker Stake,1,44
,Hammer,1,15
,Hand Drill,1,15
,Paint Bucket,1,15
,Stone Block,1,15
,Brick,1,15
,Tar Bucket,1,15
,Map Piece,1,4
,Voucher1,2,15
,Voucher2,2,15
,Expansion Key,1,72
,FasterCrops1_lv2,1,2
,FasterCrops1_lv3,1,1
,FasterCrops2_lv2,1,2
,FasterCrops2_lv3,1,1
,FasterCrops3_lv2,1,2
,FasterCrops3_lv3,1,1
,FasterCrops4_lv2,1,2
,FasterCrops4_lv3,1,1
,FasterTrees_lv2,1,2
,FasterTrees_lv3,1,1
,FasterBushes_lv2,1,2
,FasterBushes_lv3,1,1
,FasterBuildings1_lv2,1,2
,FasterBuildings1_lv1,1,1
,FasterBuildings2_lv2,1,2
,FasterBuildings2_lv1,1,1
,FasterBuildings3_lv2,1,2
,FasterBuildings3_lv1,1,1
,FasterBuildings4_lv2,1,2
,FasterBuildings4_lv1,1,1
,MoreXP_lv2,1,2
,MoreXP_lv1,1,1
,FasterBoats_lv2,1,2
,FasterBoats_lv1,1,1
,FasterBaitMaker_lv1,1,1
,FasterNetMaker_lv1,1,1
,FasterFishingSpots_lv1,1,1
,FasterTownBuildings1_lv1,1,1
,FasterTownBuildings2_lv1,1,1
,FasterPersonalTrain_lv1,1,1
,FasterLobsters_lv1,1,1
,FasterDucks_lv1,1,1
,FasterBaitMaker_lv2,1,2
,FasterNetMaker_lv2,1,2
,FasterFishingSpots_lv2,1,2
,FasterTownBuildings1_lv2,1,2
,FasterTownBuildings2_lv2,1,2
,FasterPersonalTrain_lv2,1,2
,FasterLobsters_lv2,1,2
,FasterDucks_lv2,1,2
,CandyPole,1,19
,HolidayFlower,1,19
,Gingerbread Man,1,3
,Gingerbread Lady,1,3
,FrozenPond_1,1,19
DerbyRewardSet4_41_2017_Xmas_professional,FreeDiamonds,2,33
,Axe,2,49
,Saw,2,49
,Shovel,2,49
,Dynamite,2,49
,Demolition Charge,2,49
,Pickaxe,2,49
,Plank,1,98
,Nail,1,98
,Bolt,1,98
,Screw,1,98
,Duct Tape,1,98
,Wood Panel,1,98
,Land Deed,1,98
,Mallet,1,98
,Marker Stake,1,98
,Hammer,1,27
,Hand Drill,1,27
,Paint Bucket,1,27
,Stone Block,1,27
,Brick,1,27
,Tar Bucket,1,27
,Map Piece,1,6
,Voucher1,2,33
,Voucher2,2,33
,Voucher3,1,33
,Expansion Key,1,216
,FasterCrops1_lv3,1,4
,FasterCrops1_lv4,1,2
,FasterCrops2_lv3,1,4
,FasterCrops2_lv4,1,2
,FasterCrops3_lv3,1,4
,FasterCrops3_lv4,1,2
,FasterCrops4_lv3,1,4
,FasterCrops4_lv4,1,2
,FasterTrees_lv3,1,4
,FasterTrees_lv4,1,2
,FasterBushes_lv3,1,4
,FasterBushes_lv4,1,2
,FasterBuildings1_lv3,1,4
,FasterBuildings1_lv2,1,2
,FasterBuildings2_lv3,1,4
,FasterBuildings2_lv2,1,2
,FasterBuildings3_lv3,1,4
,FasterBuildings3_lv2,1,2
,FasterBuildings4_lv3,1,4
,FasterBuildings4_lv2,1,2
,MoreXP_lv3,1,4
,MoreXP_lv2,1,2
,FasterBoats_lv3,1,4
,FasterBoats_lv2,1,2
,FasterBaitMaker_lv2,1,2
,FasterNetMaker_lv2,1,2
,FasterFishingSpots_lv2,1,2
,FasterTownBuildings1_lv2,1,2
,FasterTownBuildings2_lv2,1,2
,FasterPersonalTrain_lv2,1,2
,FasterLobsters_lv2,1,2
,FasterDucks_lv2,1,2
,FasterBaitMaker_lv3,1,4
,FasterNetMaker_lv3,1,4
,FasterFishingSpots_lv3,1,4
,FasterTownBuildings1_lv3,1,4
,FasterTownBuildings2_lv3,1,4
,FasterPersonalTrain_lv3,1,4
,FasterLobsters_lv3,1,4
,FasterDucks_lv3,1,4
,CandyPole,1,30
,HolidayFlower,1,30
,Gingerbread Man,1,5
,Gingerbread Lady,1,5
,FrozenPond_1,1,30
DerbyRewardSet4_41_2017_Xmas_expert,FreeDiamonds,2,15
,Axe,2,22
,Saw,2,22
,Shovel,2,22
,Dynamite,2,22
,Demolition Charge,2,22
,Pickaxe,2,22
,Plank,1,44
,Nail,1,44
,Bolt,1,44
,Screw,1,44
,Duct Tape,1,44
,Wood Panel,1,44
,Land Deed,1,44
,Mallet,1,44
,Marker Stake,1,44
,Hammer,1,11
,Hand Drill,1,11
,Paint Bucket,1,11
,Stone Block,1,11
,Brick,1,11
,Tar Bucket,1,11
,Map Piece,1,4
,Voucher2,2,15
,Voucher3,1,15
,Expansion Key,1,108
,FasterCrops1_lv4,1,2
,FasterCrops1_lv5,1,1
,FasterCrops2_lv4,1,2
,FasterCrops2_lv5,1,1
,FasterCrops3_lv4,1,2
,FasterCrops3_lv5,1,1
,FasterCrops4_lv4,1,2
,FasterCrops4_lv5,1,1
,FasterTrees_lv4,1,2
,FasterTrees_lv5,1,1
,FasterBushes_lv4,1,2
,FasterBushes_lv5,1,1
,FasterBuildings1_lv4,1,2
,FasterBuildings1_lv3,1,1
,FasterBuildings2_lv4,1,2
,FasterBuildings2_lv3,1,1
,FasterBuildings3_lv4,1,2
