TID,KR
TID_CALENDAR_EVENT_NEWS_EXTRA_TITLE,신문 광고
TID_CALENDAR_EVENT_CAR_ORDER_BONUS_TITLE,트럭 배달 보너스
TID_CALENDAR_EVENT_PEOPLE_ORDER_BONUS_TITLE,농장 방문객 보너스
TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TITLE,화물선 보너스
TID_CALENDAR_EVENT_CROP_IN_SEASON_TEXT,헤이데이에서는 지금 당근이 제철이랍니다! 이벤트 기간에는 당근 재배 시간이 절반으로 줄어듭니다! 망설이지 말고 당근을 심어 이벤트 혜택을 마음껏 누려보세요!
TID_CALENDAR_EVENT_NEWS_EXTRA_TEXT,"신문 이벤트가 시작됐습니다! 이벤트 기간 중에는 가판대 무료 광고 대기 시간이 6분으로 줄어들며, 신문에 새로운 소식도 더 자주 올라옵니다. 어서 광고를 올리고 물건을 팔아보세요!"
TID_CALENDAR_EVENT_CAR_ORDER_BONUS_TEXT,타운에 물품이 부족합니다!!! 이벤트 기간 중 트럭 배달을 완료하면 코인 보상을 2배로 받을 수 있습니다. 열심히 물건을 생산해주세요. 타운 사람들에겐 도움이 절실하니까요!
TID_CALENDAR_EVENT_PEOPLE_ORDER_BONUS_TEXT,"유기농 식품이 인기몰이를 하고 있어, 농장의 손님들이 맛있는 현지 음식에 웃돈까지 얹어주고 있습니다. 이벤트 기간 중 손님들이 지불하는 코인이 2배로 늘어납니다! 소매를 걷어붙이고 열심히 작물을 거두세요."
TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TEXT,"화물선 시즌을 맞이해 여행객들이 몰려들고 있습니다! 이벤트 기간 중 상자를 채우면 두 배의 코인을 받을 수 있고, 화물 배달을 완료하면 쿠폰도 두 배로 늘어납니다! 친구를 찾아가 화물선 채우기를 도와주는 것도 잊지 마세요."
TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TEXT_MOBILE,"화물선 시즌을 맞이해 여행객들이 몰려들고 있습니다! 이벤트 기간 중 상자를 채우면 두 배의 코인을 받을 수 있고, 화물 배달을 완료하면 쿠폰도 두 배로 늘어납니다! 친구를 찾아가 화물선 채우기를 도와주는 것도 잊지 마세요."
TID_PRODUCT_FISH_AND_CHIPS,피시 앤 칩스
TID_PRODUCT_CHOCOLATE_POPCORN,초콜릿 팝콘
TID_DECO_POOLWITHSLIDE,수영장 슬라이드
TID_DECO_PICNICMAT,소풍 돗자리
TID_DECO_STATUE_SINGING,노래하는 염소
TID_DECO_STATUE_ET,자전거 타는 돼지
TID_DECO_STATUE_ALICE,신사 닭
TID_DECO_STATUE_ROCKY,복서 말
TID_DECO_POOLWITHSLIDE_DESCRIPTION,여름 한정 장식
TID_DECO_POOLWITHSLIDE_DESCRIPTION_MOBILE,여름 한정 장식
TID_DECO_PICNICMAT_DESCRIPTION,여름 한정 장식
TID_DECO_STATUE_SINGING_DESCRIPTION,프리미엄 장식
TID_DECO_STATUE_ET_DESCRIPTION,프리미엄 장식
TID_DECO_STATUE_ALICE_DESCRIPTION,프리미엄 장식
TID_DECO_STATUE_ROCKY_DESCRIPTION,프리미엄 장식
TID_EVENT_BOARD,이벤트 게시판
TID_NO_EVENT,진행 중인 이벤트가 없습니다. 새로운 이벤트가 곧 열릴 예정이니 자주 확인해주세요!
TID_NO_EVENT_MOBILE,진행 중인 이벤트가 없습니다. 새로운 이벤트가 곧 열릴 예정이니 자주 확인해주세요!
TID_CANNOT_PARTICIPATE_IN_EVENT,이 이벤트는 <LEVEL>레벨부터 참여할 수 있습니다. 게임을 즐기며 레벨을 올리세요.
TID_CANNOT_PARTICIPATE_IN_EVENT_MOBILE,이 이벤트는 <LEVEL>레벨부터 참여할 수 있습니다. 게임을 즐기며 레벨을 올리세요.
TID_EVENT_ENDS_IN,남은 시간:
TID_EVENT_ENDS_IN_MOBILE,남은 시간:
TID_FLOATER_EVENT_BOARD_UNLOCKS,<LEVEL>레벨부터 이벤트에 참여할 수 있습니다.
TID_FLOATER_EVENT_BOARD_UNLOCKS_MOBILE,<LEVEL>레벨부터 이벤트에 참여할 수 있습니다.
TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_ALT_TEXT,화물선 시즌을 맞이해 여행객들이 몰려들고 있습니다! 이벤트 기간 중 상자를 채우면 2배의 코인을 받게 됩니다! 친구를 찾아가 화물선 채우기를 도와주는 것도 잊지 마세요.
TID_FLOATER_VISIT_FISHING_BOAT_UNREPAIRED,낚싯배를 먼저 수리해야 합니다!
TID_FLOATER_NET_MAKER_CLAIM_BUT_TACKLE_BOX_FULL,낚시 상자가 가득 찼습니다!
TID_NETMAKER,그물 제작소
TID_NETMAKER_DESCRIPTION,그물을 만들어냅니다.
TID_CONFIRM_REMOVE_FOLLOWER_NO,취소
TID_CONFIRM_REMOVE_FOLLOWER_YES,확인
TID_CONFIRM_REMOVE_FOLLOWER_TITLE,팔로워 삭제
TID_CONFIRM_REMOVE_FOLLOWER_TEXT,<NAME> 님을 완전히 삭제하시겠습니까?\n경고: 이 결정은 취소할 수 없습니다!
TID_LOBSTER_POOL,가재 수족관
TID_REPAIR_NET_MAKER_TITLE,그물 제작소 수리
TID_REPAIR_NET_MAKER_TEXT,"낚시터에서 사용할 낚시 그물, 신비한 그물 그리고 가재 덫을 만듭니다."
TID_REPAIR_NET_MAKER_TEXT_MOBILE,"낚시터에서 사용할 낚시 그물, 신비한 그물 그리고 가재 덫을 만듭니다."
TID_REPAIR_NET_MAKER_YES,수리 시작
TID_REPAIR_LOBSTER_POOL_TITLE,수족관 수리
TID_REPAIR_LOBSTER_POOL_TEXT,수족관을 수리하면 가재를 잡았을 때 자동으로 이곳으로 옮겨집니다!
TID_REPAIR_LOBSTER_POOL_YES,수리 시작
TID_NETMAKER_PRODUCT_DESCRIPTION,그물 제작소에서 만듭니다.
TID_LOBSTER_TRAP,가재 덫
TID_SOUP_KITCHEN,수프 조리대
TID_SOUP_KITCHEN_DESCRIPTION,수프를 만듭니다.
TID_SOUP_KITCHEN_PRODUCT_DESCRIPTION,수프 조리대에서 만듭니다.
TID_FISH_SOUP,피시 수프
TID_TOMATO_SOUP,토마토 수프
TID_LOBSTER_SOUP,가재 수프
TID_FRUTTI_DI_MARE_PIZZA,해산물 피자
TID_LOBSTER,가재
TID_LOBSTER_POOL_CAPACITY,가재 수족관 보관량: <COUNT>/<MAX>
TID_FISHING_NET,낚시 그물
TID_MYSTERY_NET,신비한 그물
TID_LOBSTER_READY_TO_HARVEST,준비 완료
TID_FLOATER_NET_FISHING_COMING_SOON,그물 낚시는 <LEVEL>레벨부터 이용 가능합니다.
TID_FLOATER_LOBSTER_FISHING_COMING_SOON,가재 낚시는 <LEVEL>레벨부터 가능합니다.
TID_REQUIRES_NET_MAKER,그물 제작소가 필요합니다.
TID_REQUIRES_LOBSTER_POOL,가재 수족관과 그물 제작소가 필요합니다.
TID_DOUBLE_TAP_CONFIRM_DIAMOND_PURCHASE,확인하려면 다시 터치하세요.
TID_FLOATER_LOBSTER_POOL_FULL,가재 수족관이 가득 찼습니다!
TID_UPGRADE_LOBSTER_POOL_YES,개조 시작
TID_UPGRADE_LOBSTER_POOL_TITLE,가재 수족관 개조
TID_UPGRADE_LOBSTER_POOL_TEXT,수족관을 개조해서 공간을 넓히세요. 가재는 많을수록 좋으니까요!
TID_TUTORIAL_DOUBLE_TAP,안녕하세요. 두 번 터치해서 다이아몬드 구매를 확인하는 기능을 시험 중입니다. 확인해보세요!
TID_TUTORIAL_HOLDING_DOWN,안녕하세요. 다이아몬드로 물건 구매 확인 기능을 시험 중이에요. 버튼을 잠깐 누르고 있다가 떼면 구매가 확인되죠. 확인해 보세요!
TID_TUTORIAL_FISHING_10,이보게! 자네 삼촌 물건을 뒤지다가 이 오래된 그물 제작소를 찾았네. 좀 망가지긴 했지만 앞으로 낚시하는 데 도움이 많이 될 거야. 수리해 보게!
TID_TUTORIAL_FISHING_11,그물 제작소를 터치해서 수리해 보게나.
TID_TUTORIAL_FISHING_12,좋아. 이제 어망을 만들 수 있겠네. 그물을 낚시 포인트에 던져 넣고 기다렸다가 물고기를 건져 올리게나.
TID_TUTORIAL_FISHING_13,신비한 그물도 만들 수 있어. 여기 하나 줄 테니 한번 써보게. 마음에 쏙 들 걸?
TID_TUTORIAL_FISHING_14,전에 가재들이 찬물에서 노는 것을 본 적이 있네. 작은 온수 수족관을 수리해야 할까?
TID_TUTORIAL_FISHING_15,가재 수족관을 터치해서 수리해 보게나.
TID_TUTORIAL_FISHING_16,잘했네! 이제 가재 덫을 만들어 낚시 포인트에 놓아두게. 잡은 가재는 자동으로 가재 수족관에 옮겨질게야.
TID_PEARLOFTHESEA,바다 진주
TID_PEARLOFTHESEA_DESCRIPTION,농장 장식
TID_LOBSTER_MEAT,가재 꼬리
TID_LOBSTER_MEAT_DESCRIPTION,낚시터에서 낚을 수 있습니다.
TID_TUTORIAL_FISHING_17,잡은 가재는 수족관에 옮겨진다네.
TID_TUTORIAL_75,이제 낚시터에서 그물 제작소와 그물을 사용할 수 있습니다. 확인해보세요.
TID_TUTORIAL_76,이제 낚시터에서 가재 낚시를 하고 가재 수족관을 이용할 수 있습니다. 확인해보세요.
TID_NEWSPAPER_WB_PROMO_TEXT,최신 헤이데이 뉴스!
TID_NEWSPAPER_WB_PROMO_BUBBLE_TEXT,감사합니다!
TID_FLOATER_LOBSTER_POOL_MAX_RANK,가재 수족관이 최고 레벨이 되었습니다!
TID_CONFIRM_SPEND_DIAMONDS_TO_PRODUCE,<PRODUCT> 생산을 시작하시겠습니까?
TID_FLOATER_LOBSTER_POOL_UPGRADING,가재 수족관을 개조하고 있습니다!
TID_CHICKEN_HABITAT_SHOP_DESCRIPTION_MOBILE,닭 <CAPACITY>마리를\n기를 수 있습니다.
TID_COW_HABITAT_SHOP_DESCRIPTION_MOBILE,소 <CAPACITY>마리를\n기를 수 있습니다.
TID_PIG_HABITAT_SHOP_DESCRIPTION_MOBILE,돼지 <CAPACITY>마리를\n기를 수 있습니다.
TID_GOAT_HABITAT_SHOP_DESCRIPTION_MOBILE,염소 <CAPACITY>마리를\n기를 수 있습니다.
TID_POPCORN_POT_DESCRIPTION_MOBILE,팝콘을 만듭니다.
TID_ICE_CREAM_MAKER_DESCRIPTION_MOBILE,아이스크림을 만듭니다.
TID_APPLE_TREE_DESCRIPTION_MOBILE,3번 수확할 수 있습니다.
TID_CHERRY_TREE_DESCRIPTION_MOBILE,3번 수확할 수 있습니다.
TID_CACAO_TREE_DESCRIPTION_MOBILE,3번 수확할 수 있습니다.
TID_RASPBERRY_BUSH_DESCRIPTION_MOBILE,3번 수확할 수 있습니다.
TID_BLUEBERRY_BUSH_DESCRIPTION_MOBILE,3번 수확할 수 있습니다.
TID_NEED_MORE_POPUP_GENERIC_TEXT_MOBILE,다이아몬드를 사용하면\n재료를 보충하고 작업을 바로 시작할 수 있습니다.
TID_NEED_MORE_ANIMAL_FOOD_HINT_MOBILE,사료 배합기를 사용해 동물 사료를 만들어주세요.\n\n다이아몬드를 사용하면 지금 바로 사료를 줄 수 있습니다!
TID_TUTORIAL_01_MOBILE,안녕하세요! 전 허수아비 위커라고 해요. 새 농장을 관리할 수 있도록 제가 도와드릴게요!
TID_TUTORIAL_04_MOBILE,씨앗이 자라려면 시간이 필요합니다. 수확 시에는 밭 하나당 작물을 두 개씩 얻을 수 있어요.
TID_TUTORIAL_05a_MOBILE,집을 터치한 다음 붓을 끌어서 색을 칠해보세요.
TID_TUTORIAL_06a_MOBILE,좋아요! 헛간도 색을 다시 칠하는 게 좋겠네요.
TID_TUTORIAL_10_MOBILE,잘하셨어요! 그러면 이제 깃털 달린 친구들을 좀 들여놔 볼까요?
TID_TUTORIAL_10a_MOBILE,상점에서 닭을 끌어다가 닭장에 놓으세요.
TID_TUTORIAL_12a_MOBILE,세 마리까지 사두는 게 좋겠군요.
TID_TUTORIAL_13a_MOBILE,닭을 터치하고 사료를 닭 위로 끌어서 먹이세요.
TID_TUTORIAL_14a_MOBILE,닭을 터치한 다음 즉시 완료 버튼을 터치하세요!
TID_TUTORIAL_15a_MOBILE,잘하셨어요! 두 번째 닭에게서도 바로 달걀을 얻어보죠.
TID_TUTORIAL_16a_MOBILE,훌륭해요! 세 번째 닭도 똑같이 해보세요.
TID_TUTORIAL_17a_MOBILE,바구니를 닭 위로 끌어서 달걀을 모을 수 있어요.
TID_TUTORIAL_20_MOBILE,좋아요! 밀을 수확했으니 새 베이커리로 빵을 구워보는 게 어떨까요?
TID_TUTORIAL_21a_MOBILE,베이커리가 다 완성될 때까지 기다리거나 다이아몬드로 즉시 건설을 완료하세요.
TID_TUTORIAL_23a_MOBILE,빵 밑에 있는 즉시 완료 버튼을 터치해서 빵 굽기를 마치세요. 냄새가 정말 좋은데요!
TID_TUTORIAL_24_MOBILE,레벨이 오르면 새로운 물건들을 사용할 수 있어요. 지금은 상점에서 밭 세 곳을 더 구매할 수 있군요!
TID_TUTORIAL_24a_MOBILE,상점 메뉴를 연 다음 밭 세 곳을 농장으로 끌어 구매하세요.
TID_TUTORIAL_25a_MOBILE,씨앗을 더 심어보도록 해요. 방법은 알고 있죠? 밭을 터치하면 돼요!
TID_TUTORIAL_26_MOBILE,배부른 가축은 농장을 번창하게 해줍니다. 사료 배합기를 설치해서 가축에게 줄 사료를 만드세요!
TID_TUTORIAL_26a_MOBILE,농장에 사료 배합기를 끌어다 놓으면 구매할 수 있습니다.
TID_TUTORIAL_27_MOBILE,"일이 점점 많아지네요! 계속 작물을 수확하고, 빵을 굽고, 달걀을 거둬서 판매하세요."
TID_TUTORIAL_28_MOBILE,"앗, 배달 트럭이 왔네요! 이제 곧 주문이 밀려들겠어요!"
TID_TUTORIAL_29_MOBILE,들어온 주문은 주문판에서 확인이 가능해요. 주문 받은 물건을 배달하면 돈과 경험치를 얻을 수 있죠.
TID_TUTORIAL_29a_MOBILE,트럭이나 주문판을 터치해서 첫 배달을 마치세요.
TID_TUTORIAL_30_MOBILE,트럭이 출발했어요! 배달 트럭이 유치원으로 가고 있어요.
TID_TUTORIAL_30a_MOBILE,신선한 농장 제품은 아무리 생산해도 늘 부족하지요! 다른 주문도 처리해 볼까요?
TID_TUTORIAL_31_MOBILE,이제 정말로 익숙해진 것 같군요! 계속 농사를 짓고 주문을 받으세요.
TID_TUTORIAL_36_MOBILE,이 주변에서 소 구경을 한 지 꽤 오래 되었어요!
TID_TUTORIAL_39_MOBILE,소를 배불리 잘 먹여두면 영양이 듬뿍 든 우유를 짤 수 있어요.
TID_TUTORIAL_40_MOBILE,"돈이 충분히 모이면 상점에서 유제품 가공소를 구매하세요. 유제품 가공장에서는 우유를 사용해 크림과 버터, 치즈를 만들 수 있어요!"
TID_TUTORIAL_42_MOBILE,안녕하십니까! 저는 타운 근처에서 방앗간을 운영하는 마이크라고 합니다. 농장이 아주 예쁘군요. 여긴 이름이 뭔가요?
TID_TUTORIAL_45_MOBILE,"농장을 잘 보살피는 분이 계시니 든든하네요. 그럼, 또 뵙죠!"
TID_TUTORIAL_46_MOBILE,"와, 고소한 냄새! 여기서 나는 거 맞지요? 어머나, 내 정신 좀 봐! 실례했어요, 저는 조안이라고 해요."
TID_TUTORIAL_GUEST1_MOBILE,방문객이 오셨네요! 터치해서 이야기를 나눠보세요!
TID_TUTORIAL_47a_MOBILE,일단 터치해서 덮개부터 벗겨내 보죠.
TID_TUTORIAL_48a_MOBILE,트럭이 보상을 싣고 돌아올 거예요. 터치해서 보상을 받으세요!
TID_TUTORIAL_47_MOBILE,보세요! 유치원 어린이들이\n감사의 의미로 그림을 보내왔어요!
TID_TUTORIAL_48_MOBILE,안녕하세요! 저는 이웃에 사는 그렉이라고 합니다. 혹시 도구가 필요하거든 저희 농장에 들러주세요!
TID_TUTORIAL_49_MOBILE,농장의 나무와 바위를 제거하려면 도구가 필요해요. 그렉의 농장에 한 번 가보죠!
TID_TUTORIAL_50_MOBILE,제 농장에 잘 오셨습니다! 제가 가판대에서 팔고 있는 물건을 한번 살펴봐주세요!
TID_TUTORIAL_51_MOBILE,들러주셔서 고맙습니다! 필요하면 언제든지 저나 친구 농장을 방문해 주세요!
TID_TUTORIAL_52_MOBILE,그렉이 많은 도움이 되었네요. 친구 탭에서 더 많은 친구들을 이웃으로 추가할 수 있어요.
TID_TUTORIAL_53_MOBILE,이곳은 농장의 가판대예요. 여기에 물건을 올려두고 다른 플레이어들에게 팔 수 있답니다.
TID_TUTORIAL_54_MOBILE,팔고 싶은 물건의 수량과 가격은 마음대로 정할 수 있어요. 신문 광고도 낼 수 있으니 한 번 이용해 보세요!
TID_TUTORIAL_56_MOBILE,안녕하세요! 새 작물을 심는 데 모르는 것이 있나요? 제가 도와드릴게요!
TID_TUTORIAL_55_MOBILE,신문은 우편함에 있어요. 다른 플레이어들이 뭘 팔고 있는지 신문을 통해서 알 수 있죠.
TID_TUTORIAL_59_MOBILE,"화물선 주문이나 그 외 여러 곳에서 얻을 수 있는 물건이에요. 자, 여기 한 장 드릴게요."
TID_TUTORIAL_60_MOBILE,집을 터치해서 빈 그릇에 맛있는 음식을 담아보세요!
TID_TUTORIAL_61_MOBILE,이제 기다리면 애완동물이 잠을 자러 돌아올 거예요.
TID_TUTORIAL_66_MOBILE,공간이 부족한가요? 걱정 마세요! 이제 농장을 확장할 수 있습니다.
TID_TUTORIAL_67_MOBILE,슬슬 광산을 수리하는 게 좋지 않을까요? 보물을 얻게 될지도 몰라요.
TID_TUTORIAL_68_MOBILE,축하합니다! 부두가 수리되었습니다! 이제 화물선 주문을 완료할 수 있습니다.
TID_TUTORIAL_70_MOBILE,"새로 설치한 우편함 보셨나요? 어, 누가 오나 봐요. 휘파람 소리 들리죠?"
TID_TUTORIAL_71_MOBILE,야호! 처음으로 편지를 받았어요. 우편함을 터치해서 편지를 열어보세요.
TID_TUTORIAL_73_MOBILE,어떻게 하면 편지를 더 받을 수 있냐고요? 다른 농장의 일을 도와주면 보답으로 편지를 받을 수도 있어요.
TID_TUTORIAL_74_MOBILE,아주 운이 좋으면 선물 카드가 들어있을 수도 있죠. 우체부는 하루에 한 번 방문합니다.
TID_TUTORIAL_GUEST6_MOBILE,그렉의 가판대를 터치해서 뭘 팔고 있는지 살펴보세요!
TID_STORAGE_UPGRADE_DESCRIPTION_MOBILE,저장 공간이 <CAPACITY>으로 늘어납니다.
TID_EXPANSION_DESCRIPTION_MOBILE,건물을 지을 공간이 늘어납니다.
TID_TUTORIAL_FISHING_14_MOBILE,전에 가재들이 찬물에서 노는 것을 본 적이 있네. 작은 온수 수족관을 수리해야 할까?
TID_TUTORIAL_64_MOBILE,안녕하세요! 피자를 찾는 방법을 알려드릴까요?
TID_TUTORIAL_FISHING_2_MOBILE,배가 나타났군요! 망설이지 말고 어서 한번 타보세요.
TID_TUTORIAL_FISHING_16_MOBILE,잘했네! 이제 가재 덫을 만들어 낚시 포인트에 놓아두게. 잡은 가재는 자동으로 가재 수족관에 옮겨질게야.
TID_TUTORIAL_FISHING_12_MOBILE,좋아. 이제 어망을 만들 수 있겠네. 그물을 낚시 포인트에 던져 넣고 기다렸다가 물고기를 건져 올리게나.
TID_TUTORIAL_FISHING_13_MOBILE,신비한 그물도 만들 수 있어. 여기 하나 줄 테니 한번 써보게. 마음에 쏙 들 걸?
TID_PLANK_DESCRIPTION_MOBILE,헛간을 개조하는 데 사용합니다.
TID_NAIL_DESCRIPTION_MOBILE,농작물 저장소를 개조하는 데 사용합니다.
TID_BOLT_DESCRIPTION_MOBILE,헛간을 개조하는 데 사용합니다.
TID_SCREW_DESCRIPTION_MOBILE,농작물 저장소를 개조하는 데 사용합니다.
TID_DUCT_TAPE_DESCRIPTION_MOBILE,헛간을 개조하는 데 사용합니다.
TID_WOOD_PANEL_DESCRIPTION_MOBILE,농작물 저장소를 개조하는 데 사용합니다.
TID_DEMOLITION_CHARGE_DESCRIPTION_MOBILE,큰 바위를 제거하는 데 사용합니다.
TID_AXE_DESCRIPTION_MOBILE,작은 나무를 베어냅니다.
TID_BARBECUE_PRODUCT_DESCRIPTION_MOBILE,바비큐 그릴에서 만듭니다.
TID_ICE_CREAM_MAKER_PRODUCT_DESCRIPTION_MOBILE,아이스크림 제조기에서 만듭니다.
TID_RASPBERRY_DESCRIPTION_MOBILE,라즈베리 덤불에서 수확합니다.
TID_CASH_DESCRIPTION_MOBILE,농장을 개조하고 물건을 구매하는 데 사용합니다.
TID_DIAMONDS_DESCRIPTION_MOBILE,생산을 즉시 마치고 부족한 재료를 구매합니다.
TID_ORDER_SCREEN_SELECT_ORDER_MOBILE,왼쪽에서 주문을 선택하세요.
TID_PEOPLE_ORDER_GREETING10_MOBILE,안녕하세요! 할머니 드릴 물건을 사러 왔어요.
TID_ABOUT_TEXT_MOBILE,Hay Day (tm) V. <VERSION>\n\nCopyright 2012-2025 Supercell Oy. All Rights Reserved.\n\n이 소프트웨어의 모든 이용은\n이용 약관(http://www.supercell.net/terms-of-service)과 개인정보 처리방침(http://www.supercell.net/privacy-policy)을 따릅니다.\n\n제작진\n<CREDITS>\n\n
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION_MOBILE,농장 장식에 코인 <NUMBER>개 사용하기
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION_MOBILE,가판대 물건 판매로 코인 <NUMBER>개 획득하기
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION_MOBILE,<MINUTES>분 안에 밭 <NUMBER>곳 수확하기
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION_MOBILE,<MINUTES>분 안에 트럭 배달 <NUMBER>번 완료하기
TID_NEED_MORE_FRIENDS_MOBILE,잠금 해제하려면 새로운 Supercell ID 친구 <NUMBER>명이 필요합니다!
