TID,DE
TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,Verpasste Belohnung
TID_GOOGLE_PLUS,Google Play
TID_SETTINGS_CONNECT_DEVICE,Ein Gerät verbinden
TID_CONFIRM_EXIT_TITLE,Beenden bestätigen
TID_CONFIRM_EXIT_TEXT,Möchtest du das Spiel beenden?
TID_CONFIRM_EXIT_BUTTON_OK,O. K.
TID_CONFIRM_EXIT_BUTTON_CANCEL,Abbrechen
TID_GOOGLE_SERVICE_POPUP_TITLE,Google Play
TID_GOOGLE_SERVICE_POPUP_TEXT_SIGN_IN_CANCELED,Anmeldung bei Google Play abgebrochen.
TID_GOOGLE_SERVICE_POPUP_TEXT_SIGN_IN_FAILED,Anmeldung bei Google Play fehlgeschlagen.
TID_FACEBOOK_POPUP_TEXT_SIGN_IN_FAILED,Facebook-Anmeldung fehlgeschlagen.
TID_ISSUE_TYPE_LOST_FARM,Farm verloren
TID_ISSUE_DETAILS_GENERIC,Beschreibe hier dein Problem ...
TID_ISSUE_DETAILS_LOST_FARM,Bitte angeben:\nName der verlorenen Farm: -\nLevel der verlorenen Farm: -\nWeitere Details zum Verlust der Farm: -\n
TID_ISSUE_TYPE_RETRIEVE_LOST_FARM,Wiederherstellungscode eingeben
TID_SAUCEMIXER,Soßenmacher
TID_SAUCEMIXER_DESCRIPTION,Produziert Soßen
TID_SAUCEMIXER_PRODUCT_DESCRIPTION,In Soßenmacher produzieren
TID_SALADBAR,Salattheke
TID_SALADBAR_DESCRIPTION,Produziert Salate
TID_SALADBAR_PRODUCT_DESCRIPTION,An Salattheke produzieren
TID_SUSHIBAR,Sushibar
TID_SUSHIBAR_DESCRIPTION,Produziert Sushi
TID_SUSHIBAR_PRODUCT_DESCRIPTION,An Sushibar produzieren
TID_PRODUCT_SUSHIROLL,Sushirolle
TID_PRODUCT_LOBSTERSUSHI,Hummersushi
TID_PRODUCT_EGGROLL,Eiersushi
TID_PRODUCT_SOYSAUCE,Sojasoße
TID_PRODUCT_MAYONAISE,Mayonnaise
TID_PRODUCT_OLIVEOIL,Olivenöl
TID_PRODUCT_OLIVE,Oliven
TID_PRODUCT_OLIVE_DESCRIPTION,Vom Olivenbaum sammeln
TID_PRODUCT_OLIVETREE,Olivenbaum
TID_PRODUCT_OLIVETREE_DESCRIPTION,Dreimal ernten
TID_OLIVE_TREE_FB_HELP_TEXT,Mein Olivenbaum muss dringend gegossen werden. Kannst du mir helfen?
TID_PRODUCT_GREEK_SALAD,Fetasalat
TID_PRODUCT_LOBSTER_SALAD,Meeresfrüchte-Salat
TID_PRODUCT_BACON_SALAD,Specksalat
TID_CROP_LETTUCE,Kopfsalat
TID_CROP_RICE,Reis
TID_RED_SCARF,Roter Schal
TID_STRAWBERRY_JAM,Erdbeermarmelade
TID_DECO_CHRISTMAS_SNOWGLOBE,Schneekugel
TID_DECO_CHRISTMAS_SNOWGLOBE_DESC,Weihnachtsdeko
TID_DECO_CHRISTMAS_LANTERN,Schneeballlaterne
TID_DECO_CHRISTMAS_LANTERN_DESC,Weihnachtsdeko
TID_DECO_CHRISTMAS_SLEDGE,Schlitten
TID_DECO_CHRISTMAS_SLEDGE_DESC,Einzigartige Weihnachtsdeko
TID_DECO_CHRISTMAS_FENCE_09,Weihnachtszaun
TID_DECO_CHRISTMAS_FENCE_09_DESC,Weihnachtsdeko
TID_DECO_NEWYEAR_TELESCOPE,Goldenes Teleskop
TID_DECO_NEWYEAR_TELESCOPE_DESC,Einzigartige Silvesterdeko
TID_DECO_NEWYEAR_BALLOON,Schweineballon
TID_DECO_NEWYEAR_BALLOON_DESC,Silvesterdeko
TID_RECOVER_LOST_FARM_TITLE,Wiederherstellungscode eingeben
TID_RECOVER_LOST_FARM_TEXT,Code unten eingeben:
TID_RECOVER_LOST_FARM_ERROR,Falscher Code. Bitte versuche es erneut.
TID_RECOVER_LOST_FARM_CONFIRMATION_TITLE,Farm wiederherstellen
TID_RECOVER_LOST_FARM_CONFIRMATION_TEXT,"Ist die folgende Farm diejenige, die du wiederherstellen möchtest?\nName: <NAME>\nLevel: <LEVEL>"
TID_RECOVER_LOST_FARM_CONFIRMATION_BUTTON,"Ja, das ist die Farm!"
TID_SETTINGS_LOGIN,"Melde dich in iOS 7 und höher bei Game Center an, damit du deine Farm speichern kannst.\nMelde dich bei Supercell ID an, um auf mehreren Geräten spielen zu können."
TID_SETTINGS_LOGIN_ANDROID,"Melde dich bei Google Play an, damit du deine Farm speichern kannst.\nUm auf mehreren Geräten spielen zu können, melde dich bei Supercell ID an."
TID_SETTINGS_LOGIN_CH_ANDROID,"Melde dich bei Google Play an, damit du deine Farm speichern und auf mehreren Android-Geräten spielen kannst."
TID_SETTINGS_LOGIN_CH,"Melde dich vor Spielbeginn bei Game Center an, damit du deine Farm speichern und auf mehreren iOS-Geräten spielen kannst."
TID_FAQ_FAMITSU_BUTTON,Famitsu
TID_CONFIRM_BUTTON_PRESS_TO_LONG,Zum Bestätigen Schaltfläche loslassen
TID_CONFIRM_BUTTON_PRESS_TO_SHORT,Zum Bestätigen Schaltfläche halten
TID_ADVANCED_EVENT_TITLE_CHRISTMAS,Weihnachtszeit!
TID_ADVANCED_EVENT_TEXT_CHRISTMAS,"Produkte aus Biowolle sind diese Weihnachten der letzte Schrei. Stelle mit dem Webstuhl Kleidung her und leiste einen möglichst großen Beitrag, bevor die Zeit abläuft! Erreiche deine persönlichen Ziele, um tolle Belohnungen zu erhalten. Dein Ergebnis trägt auch zum globalen Community-Ziel bei. Erreiche das Ziel zusammen mit Farmern aus der ganzen Welt, dann erhältst du eine Belohnung. Frohes Fest!"
TID_ADVANCED_EVENT_NOTIFICATION_CHRISTMAS,Sieh dir das neue Weihnachtsereignis mit tollen Belohnungen an!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_CHRISTMAS,Globales Ereignis
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS,"Hi, <NAME>! Die Stadt wurde mit hochwertiger Wollkleidung von Farmern aus der ganzen Welt überhäuft. Vielen Dank an alle für die Beteiligung am globalen Ereignis. Wir haben es gemeinsam geschafft! Nimm bitte diese Belohnung als Dankeschön für deinen Beitrag."
TID_ADVANCED_EVENT_SUCCESS_TITLE_CHRISTMAS,Weihnachten ist gerettet!
TID_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS,"Danke, Farmer! Gemeinsam hat unsere Community für die schönste Weihnachtszeit überhaupt gesorgt."
TID_ADVANCED_EVENT_TITLE_NEWYEAR,Silvester ist da!
TID_ADVANCED_EVENT_TEXT_NEWYEAR,"Popcorn ist dieses Silvester der Hit und die Nachfrage ist riesig. Leiste einen möglichst großen Beitrag, bevor die Zeit abläuft! Erreiche deine persönlichen Ziele, um tolle Belohnungen zu erhalten. Dein Ergebnis trägt auch zum globalen Community-Ziel bei. Erreiche das Ziel zusammen mit Farmern aus der ganzen Welt, dann erhältst du eine Belohnung."
TID_ADVANCED_EVENT_NOTIFICATION_NEWYEAR,Sieh dir das neue Silvester-Ereignis mit tollen Belohnungen an!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_NEWYEAR,Globales Ereignis
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR,"Hi, <NAME>! Die Stadt wurde mit Popcorn von Farmern aus der ganzen Welt überhäuft. Vielen Dank an alle für die Beteiligung am globalen Ereignis. Wir haben es gemeinsam geschafft! Nimm bitte diese Belohnung als Dankeschön für deinen Beitrag."
TID_ADVANCED_EVENT_SUCCESS_TITLE_NEWYEAR,Frohes neues Jahr!
TID_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR,"Danke, Farmer! Gemeinsam hat unsere Community für das schönste Silvester aller Zeiten gesorgt."
TID_NOTIFICATIONS_SETTINGS_TITLE,Erweiterte Einstellungen
TID_NOTIFICATIONS_SETTINGS_HEADLINE,Erweitert
TID_DIAMOND_CONFIRMATION_SETTINGS_HEADLINE,Doppeltippen zur Bestätigung
TID_DIAMOND_CONFIRMATION_SETTINGS_TEXT,Diamantenbestätigung aktivieren
TID_SETTINGS_NOTIFICATIONS,Erw. Einstellungen
TID_NOTIFICATION_FISHING_SPOT_COLLECTION_READY,<NET> kann eingesammelt werden!
TID_NOTIFICATION_LURE_COOLDOWN_ENDED,Du kannst jetzt an deiner Angelstelle angeln!
TID_NOTIFICATION_LOBSTER_POOL_HARVEST_READY,Du kannst jetzt deine Hummer einsammeln!
TID_NOTIFICATIONS_SETTINGS_LURE_COOLDOWN_ENDED,Benachrichtigungen zum Angeln
TID_NOTIFICATIONS_SETTINGS_FISHING_SPOT_COLLECTION_READY,Benachrichtigungen zum Netzfischen
TID_NOTIFICATIONS_SETTINGS_LOBSTER_POOL_HARVEST_READY,Benachrichtigungen zum Hummerpool
TID_DONKEY_HOUSE,Eselstall
TID_DONKEY_HOUSE_SHOP_DESCRIPTION,Zuhause für <CAPACITY> Esel
TID_DONKEY1,Provence-Esel
TID_DONKEY2,Anatolischer Esel
TID_DONKEY_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_DECO_CHRISTMAS_CAROUSEL_DESC,Weihnachtsdeko
TID_DECO_CHRISTMAS_CAROUSEL,Winterkarussell
TID_GOOGLE_SERVICE_CONNECT_TITLE,Speichere jetzt deine Farm!
TID_GOOGLE_SERVICE_CONNECT_TEXT,"Melde dich mit Google Play an, damit du deine Farm nicht verlierst. Dadurch kannst du auch auf mehreren Android-Geräten spielen."
TID_GOOGLE_SERVICE_CANCEL_BUTTON,Abbrechen
TID_SANDWICHBAR,Sandwichtheke
TID_SANDWICHBAR_DESCRIPTION,Produziert Sandwiches
TID_SANDWICHBAR_PRODUCT_DESCRIPTION,An Sandwichtheke produzieren
TID_PRODUCT_BLTTOAST,Specksalat auf Toast
TID_PRODUCT_VEGGIEBAGEL,Vegetarischer Bagel
TID_PRODUCT_EGGSANDWICH,Ei-Sandwich
TID_NEWSPAPER_IG_PROMO_TEXT,Folge uns auf Instagram!
TID_NEWSPAPER_IG_PROMO_BUBBLE_TEXT,Danke!
TID_ACHIEVEMENT_LOBSTER_TAILS,Hummerschlemmer
TID_ACHIEVEMENT_LOBSTER_TAILS_DESCRIPTION,Sammle <NUMBER> Hummerschwänze
TID_ACHIEVEMENT_LOBSTER_POOL,Poolparty
TID_ACHIEVEMENT_LOBSTER_POOL_DESCRIPTION,Halte <NUMBER> Hummer auf einmal im Pool
TID_STAT_FOLLOWERS,Anzahl der Beobachter
TID_EVENT_PAMFLET,Ein neues Ereignis hat begonnen!
TID_RECEIPT_VERIFICATION_MESSAGE_FAIL_TITLE,Kaufbestätigung fehlgeschlagen
TID_RECEIPT_VERIFICATION_MESSAGE_FAIL_MESSAGE,Ups ... bei der Bestätigung deiner Bestellung ist etwas schiefgelaufen. Dein Kauf wird später automatisch erneut versucht.
TID_RECEIPT_VERIFICATION_MESSAGE_FAIL_BUTTON,O. K.
TID_RECEIPT_VERIFICATION_MESSAGE_INVALID_TITLE,Kauf ungültig
TID_RECEIPT_VERIFICATION_MESSAGE_INVALID_MESSAGE,"Kauf ungültig. Bitte melde dich mit dem Kaufbeleg beim Spielersupport, um das Problem zu lösen."
TID_RECEIPT_VERIFICATION_MESSAGE_INVALID_BUTTON,O. K.
TID_NOTIFICATIONS_SETTINGS_HEADLINE_FARM,Benachrichtigungen zur Farm:
TID_NOTIFICATIONS_SETTINGS_HEADLINE_FISHING,Benachrichtigungen zum Fischfang:
TID_IN_APP_PURCHASES_DISABLED_SETTINGS_BUTTON,Einstellungen für Android
TID_FACEBOOK_ERROR_RETRY,Facebook-Anmeldung fehlgeschlagen. Bitte versuche es erneut.
TID_FACEBOOK_ERROR_RETRY_LATER,Facebook-Anmeldung wegen Problem mit Facebook-Server fehlgeschlagen. Bitte versuche es später erneut.
TID_FACEBOOK_ERROR_SETTINGS,"Facebook-Anmeldung fehlgeschlagen. Rufe \qEinstellungen\q > \qKonten\q > \qFacebook\q auf.\nSchritt 1: Lösche dein Konto und melde dich erneut bei Facebook an.\nSchritt 2: Stelle sicher, dass Hay Day in der Liste \qDiese Apps dürfen dein Konto benutzen\q aktiviert ist.\n(Melde dich in Hay Day bei Facebook an, falls Hay Day nicht auf der Liste steht.)"
TID_FACEBOOK_ERROR_SETTINGS_ANDROID,Facebook-Anmeldung fehlgeschlagen. Rufe \qEinstellungen\q > \qFacebook\q auf.\nSchritt 1: Lösche dein Konto und melde dich erneut bei Facebook an.\nSchritt 2: Kehre zu Hay Day zurück und melde dich bei Facebook an.
TID_FACEBOOK_ERROR_UNKNOWN,"Facebook-Anmeldung aufgrund eines unbekannten Fehlers fehlgeschlagen. Bitte versuche es erneut. Falls das Problem weiterhin besteht, melde dich über die Schaltfläche \qProblem melden\q beim Spieler-Support."
TID_NEIGHBORHOOD_TITLE,Gemeinschaften
TID_FLOATER_NEIGHBORHOOD_COMING_SOON,Gemeinschaften und Chat werden ab Level <LEVEL> freigeschaltet
TID_REPAIR_NEIGHBORHOOD_TITLE,Gemeinschaftshaus reparieren?
TID_REPAIR_NEIGHBORHOOD_TEXT,"Gründe eine Gemeinschaft oder tritt einer bei, um mit deinen engsten Freunden zu spielen und zu chatten."
TID_REPAIR_NEIGHBORHOOD_YES,Reparatur beginnen
TID_NEIGHBORHOOD,Gemeinschaftshaus
TID_FACEBOOK_ERROR_CANCELED,"Facebook-Anmeldung abgebrochen. Bitte melde dich bei Facebook an, damit Hay Day alle Facebook-Funktionen nutzen kann."
TID_STREAM_SENDER_YOU,Du (<FARM>)
TID_NEIGHBORHOOD_ROLE_LEADER,Leiter
TID_NEIGHBORHOOD_ROLE_COLEADER,Co-Leiter
TID_NEIGHBORHOOD_ROLE_ADMIN,Ältester
TID_NEIGHBORHOOD_ROLE_MEMBER,Mitglied
TID_STREAM_ENTRY_AGE,vor <time>
TID_STREAM_EVENT_ACCEPTED,wurde von <name> in die Gemeinschaft aufgenommen
TID_STREAM_EVENT_DEMOTED,wurde von <name> zurückgestuft
TID_STREAM_EVENT_PROMOTED,wurde von <name> befördert
TID_STREAM_EVENT_JOINED,ist der Gemeinschaft beigetreten
TID_STREAM_EVENT_KICKED,wurde von <name> aus der Gemeinschaft geworfen
TID_STREAM_EVENT_LEFT,hat die Gemeinschaft verlassen
TID_TIME_DAYS,T.
TID_TIME_HOURS,Std.
TID_TIME_MINS,Min.
TID_TIME_SECS,Sek.
TID_NEIGHBORHOOD_MY_NEIGHBORHOOD,Meine Gemeinschaft
TID_NEIGHBORHOOD_SEARCH,Suchen
TID_NEIGHBORHOOD_INBOX,Benachrichtigungen für die Gemeinschaft
TID_NEIGHBORHOOD_CREATE,Erstellen
TID_NEIGHBORHOOD_NAME,Gemeinschaftsname:
TID_NEIGHBORHOOD_EMBLEM,Wappen:
TID_NEIGHBORHOOD_DESCRIPTION,Beschreibung:
TID_NEIGHBORHOOD_TYPE,Gemeinschaftsart:
TID_NEIGHBORHOOD_MIN_LEVEL_TO_JOIN,Mindestlevel für Beitritt:
TID_NEIGHBORHOOD_CHANGE,Wechseln
TID_NEIGHBORHOOD_ANYONE_CAN_JOIN,Für alle offen
TID_NEIGHBORHOOD_REQUEST_TO_JOIN,Beitrittsanfrage
TID_NEIGHBORHOOD_INVITATION_ONLY,Nur eingelad. Spieler
TID_NEIGHBORHOOD_SEARCH_RESULTS,Suchergebnisse für \q<name>\q
TID_NEIGHBORHOOD_SEARCH_NO_RESULTS,Keine Suchergebnisse.
TID_NEIGHBORHOOD_SEARCH_BUTTON_SEARCH,Suchen
TID_NEIGHBORHOOD_SEARCH_BUTTON_BACK,Zurück
TID_NEIGHBORHOOD_SEARCH_INFO,Gib zum Suchen die ersten Buchstaben der Gemeinschaft oder des Kürzels ein.
TID_NEIGHBORHOOD_SEARCH_TITLE,Suchen
TID_NEIGHBORHOOD_PROFANITIES_IN_NAME,Obszönitäten im Namen
TID_NEIGHBORHOOD_PROFANITIES_IN_DESCRIPTION,Obszönitäten in Beschreibung
TID_NEIGHBORHOOD_PROFANITIES_IN_TEXT,Unangemessene Wörter im Text
TID_NEIGHBORHOOD_LEAVE,Verlassen
TID_NEIGHBORHOOD_EDIT,Bearbeiten
TID_NEIGHBORHOOD_JOIN,Beitreten
TID_NEIGHBORHOOD_MEMBERS,Mitglieder:
TID_NEIGHBORHOOD_TYPE_SHORT,Art:
TID_NEIGHBORHOOD_REQUIRED_LEVEL,Erforderliches Level:
TID_NEIGHBORHOOD_SAVE,Speichern
TID_NEIGHBORHOOD_JOIN_FAILED_TITLE,Beitritt zur Gemeinschaft nicht möglich!
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_ALREADY_IN_NEIGHBORHOOD,Du bist bereits in einer Gemeinschaft.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_TARGET_ALREADY_IN_NEIGHBORHOOD,Spieler ist schon Mitglied in einer Gemeinschaft.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_LEVEL_TOO_LOW,"Dein Level ist zu niedrig, um dieser Gemeinschaft beizutreten."
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_IS_FULL,Die Gemeinschaft ist voll.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_IS_NOT_OPEN,Der Gemeinschaft können jetzt nur noch eingeladene Spieler beitreten.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_AVATAR_BANNED,Du kannst dieser Gemeinschaft in <TIME> wieder beitreten.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_GENERIC,Beitritt zur Gemeinschaft nicht möglich!
TID_NEIGHBORHOOD_LEADER,Leiter
TID_NEIGHBORHOOD_LEADER_DESCRIPTION,"Spieler rauswerfen, befördern, zurückstufen, einladen, annehmen. Einstellungen bearbeiten"
TID_NEIGHBORHOOD_CO_LEADER,Co-Leiter
TID_NEIGHBORHOOD_CO_LEADER_DESCRIPTION,"Wie der Leiter, kann jedoch die Rechte für Leiter und Co-Leiter nicht ändern"
TID_NEIGHBORHOOD_ADMIN,Ältester
TID_NEIGHBORHOOD_ADMIN_DESCRIPTION,Neue Spieler einladen und Beitrittsanfragen annehmen.
TID_NEIGHBORHOOD_MEMBER,Mitglied
TID_NEIGHBORHOOD_MEMBER_DESCRIPTION,Keine besonderen Rechte
TID_NATIVE_DIALOG_CHAT_JUST_BANNED_TITLE,Chat-Benachrichtigung
TID_NATIVE_DIALOG_CHAT_JUST_BANNED_MESSAGE,Andere Spieler haben dich aufgrund von unangemessenen Kommentaren gemeldet. Du wurdest im Gemeinschaftschat auf stumm gestellt.
TID_NATIVE_DIALOG_CHAT_JUST_BANNED_BUTTON,O. K.
TID_NATIVE_DIALOG_CHRONOS_CSV_DATA_CHANGED_TITLE,Datenaktualisierung
TID_NATIVE_DIALOG_CHRONOS_CSV_DATA_CHANGED_MESSAGE,"Wir haben ein paar Dinge aktualisiert, deshalb musst du dein Spiel neu laden!"
TID_NATIVE_DIALOG_CHRONOS_CSV_DATA_CHANGED_BUTTON,Spiel neu laden
TID_FISHING_SPOT_SWAMP,Sumpfiger Angelbereich
TID_STREAM_WARNING,"Gib keine privaten Informationen weiter (E-Mail-Adresse, Telefonnummer, Adresse, Passwörter)!"
TID_STREAM_SENDER_SYSTEM,SYSTEM
TID_NEIGHBORHOOD_CHOOSE_SYMBOL,Symbol
TID_NEIGHBORHOOD_CHOOSE_PATTERN,Muster
TID_NEIGHBORHOOD_CHOOSE_BACKGROUND,Hintergrund
TID_ADVANCE_SETTINGS_CHAT_HEADLINE,Gemeinschaftseinstellungen:
TID_ADVANCE_SETTINGS_CHAT_TEXT,Gemeinschaftschat an/aus
TID_NEIGHBORHOOD_DONE,Fertig
TID_NEIGHBORHOOD_MENU_INFO_BUTTON,Info
TID_NEIGHBORHOOD_MENU_EDIT_BUTTON,Bearbeiten
TID_NEIGHBORHOOD_MENU_VISIT_BUTTON,Besuchen
TID_NEIGHBORHOOD_MENU_REPORT_BUTTON,Melden
TID_NEIGHBORHOOD_CHAT_PLAYER_REPORTED,Spieler gemeldet!
TID_NEIGHBORHOOD_ACCEPT,Annehmen
TID_NEIGHBORHOOD_DECLINE,Ablehnen
TID_NEIGHBORHOOD_EDIT_MEMBER_DESCRIPTION,Mitgliedsrang und -rechte bearbeiten
TID_NEIGHBORHOOD_KICK_OUT,Rauswerfen
TID_NEIGHBORHOOD_ROLE,Rolle:
TID_NEIGHBORHOOD_CHAT_PLAYER_ALREADY_REPORTED,Du hast diesen Spieler bereits gemeldet.
TID_NEIGHBORHOOD_CHAT_TOO_MANY_REPORTS,Du kannst heute niemanden mehr melden.
TID_CONFIRM_POPUP_REPORT_PLAYER_TITLE,Spieler melden
TID_CONFIRM_POPUP_REPORT_PLAYER_TEXT,Willst du <NAME> wirklich wegen unangemessenen Verhaltens melden?
TID_CONFIRM_POPUP_REPORT_PLAYER_BUTTON_CONFIRM,Bestätigen
TID_CONFIRM_POPUP_REPORT_PLAYER_BUTTON_CANCEL,Abbrechen
TID_CONFIRM_POPUP_INVITE_PLAYER_TITLE,Spieler einladen
TID_CONFIRM_POPUP_INVITE_PLAYER_TEXT,Willst du <NAME> wirklich in deine Gemeinschaft einladen?
TID_CONFIRM_POPUP_INVITE_PLAYER_BUTTON_CONFIRM,Bestätigen
TID_CONFIRM_POPUP_INVITE_PLAYER_BUTTON_CANCEL,Abbrechen
TID_NEIGHBORHOOD_REQUEST_TO_JOIN_TITLE,Beitrittsanfrage
TID_NEIGHBORHOOD_REQUEST_TO_JOIN_DEFAULT_MESSAGE,"Hi, <NEIGHBORHOOD>! Ich würde mich gern eurer Gemeinschaft anschließen."
TID_NEIGHBORHOOD_REQUEST_TO_JOIN_BUTTON_CONFIRM,Beitrittsanfrage
TID_NEIGHBORHOOD_REQUEST_TO_JOIN_BUTTON_CANCEL,Abbrechen
TID_NEIGHBORHOOD_INVITATION_SENT_OK,Einladung gesendet
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NO_RIGHTS,Einladung fehlgeschlagen: Du besitzt nicht die nötigen Rechte!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NO_NEIGHBORHOOD_BUILDING,Einladung fehlgeschlagen: Der Spieler hat das Gemeinschafshaus nicht repariert!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_ALREADY_IN_NEIGHBORHOOD,Einladung fehlgeschlagen: Spieler ist schon Mitglied in einer Gemeinschaft.
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_ALREADY_HAS_AN_INVITE,Einladung fehlgeschlagen: Du hast diesen Spieler bereits eingeladen.
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_TOO_MANY_INVITES,Einladung fehlgeschlagen: Du hast zu viele Einladungen geschickt.
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_AVATAR_BANNED,Einladung fehlgeschlagen: Der Spieler wurde vor kurzem aus deiner Gemeinschaft geworfen!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_GENERIC,Einladung fehlgeschlagen!
TID_STREAM_EVENT_REPORTED,wurde gemeldet
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_REQUEST_ALREADY_SENT,Du hast dieser Gemeinschaft bereits eine Beitrittsanfrage gesendet.
TID_NEIGHBORHOOD_ACCEPTED_BY,Angenommen von <name>
TID_NEIGHBORHOOD_REJECTED_BY,Abgelehnt von <name>
TID_STREAM_EVENT_BANNED_FROM_CHAT,"wurde im Chat für <TIME> auf stumm gestellt, nachdem genug Berichte über unangemessenes Verhalten eingegangen sind."
TID_PLAYER_SUPPORT_KNOWLEDGE_BASE,Mehr Hilfe
TID_FAQ_APPBANK_BUTTON,AppBank
TID_ABOUT_CREDITS,Mitwirkende
TID_ABOUT_TERMS_OF_SERVICE,Nutzungsbedingungen
TID_ABOUT_PRIVACY_POLICY,Datenschutzrichtlinien
TID_ABOUT_FACEBOOK,Bleib auf dem Laufenden! Folge Hay Day auf Facebook!
TID_ABOUT_TWITTER,Folge Hay Day auf X (zuvor Twitter)! Twittere: @hayday
TID_ABOUT_INSTAGRAM,Sieh dir Hay Day auf Instagram an! #aMOOzing
TID_ABOUT_WEIBO,Folge Hay Day auf Weibo!
TID_CREDITS_TITLE,Mitwirkende
TID_NEIGHBORHOOD_BAR_INFO,Hier findest du deine Gemeinschaftsfreunde!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NO_NEIGHBORHOOD_NO_RIGHTS,Du musst Mitglied einer Gemeinschaft sein und Einladungen versenden dürfen!
TID_CONFIRM_POPUP_KICK_PLAYER_TITLE,Spieler rauswerfen
TID_CONFIRM_POPUP_KICK_PLAYER_TEXT,Willst du <NAME> wirklich aus der Gemeinschaft werfen?
TID_CONFIRM_POPUP_KICK_PLAYER_BUTTON_CONFIRM,Bestätigen
TID_CONFIRM_POPUP_KICK_PLAYER_BUTTON_CANCEL,Abbrechen
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_TITLE,Gemeinschaft verlassen
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_TEXT,Gemeinschaft <NAME> verlassen? Du kannst dann bis nächste Woche nicht an einem Derby teilnehmen!
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_BUTTON_CONFIRM,Bestätigen
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_BUTTON_CANCEL,Abbrechen
TID_CONFIRM_POPUP_PROMOTE_LEADER_TITLE,Zum Leiter befördern
TID_CONFIRM_POPUP_PROMOTE_LEADER_TEXT,Willst du <NAME> zum neuen Leiter befördern? Du wirst dann Co-Leiter!
TID_CONFIRM_POPUP_PROMOTE_LEADER_BUTTON_CONFIRM,Bestätigen
TID_CONFIRM_POPUP_PROMOTE_LEADER_BUTTON_CANCEL,Abbrechen
TID_TOP_NEIGHBORHOODS,Top-Gemeinschaften
TID_FISH_104,Nilbarsch
TID_FISH_104_DESCRIPTION,"Das ist nicht der alte Angus, den du da an Land gezogen hast, sondern ein Fisch der gleichen Größe und Form!"
TID_FISH_104_DESCRIPTION_MOBILE,"Das ist nicht der alte Angus, den du da an Land gezogen hast, sondern ein Fisch der gleichen Größe und Form!"
TID_FISH_105,Rotflossen-Antennenwels
TID_FISH_105_DESCRIPTION,Dieser schöne große Fisch hat einen gewaltigen Appetit. Vielleicht verlierst du ein oder zwei Köder!
TID_FISH_105_DESCRIPTION_MOBILE,Dieser schöne große Fisch hat einen gewaltigen Appetit. Vielleicht verlierst du ein oder zwei Köder!
TID_FISH_70,Weißer Katzenwels
TID_FISH_70_DESCRIPTION,Dieser Katzenwels ist ein liebevoller Vater und kümmert sich vorbildlich um seinen Nachwuchs.
TID_FISH_70_DESCRIPTION_MOBILE,Dieser Katzenwels ist ein liebevoller Vater und kümmert sich vorbildlich um seinen Nachwuchs.
TID_FISH_71,Schwarzer Zwergwels
TID_FISH_71_DESCRIPTION,"Diese Nachteule ist ein Langschläfer. Wenn du sie aufweckst, wird sie sauer!"
TID_FISH_71_DESCRIPTION_MOBILE,"Diese Nachteule ist ein Langschläfer. Wenn du sie aufweckst, wird sie sauer!"
TID_FISH_72,Goldfisch
TID_FISH_72_DESCRIPTION,Selbst die Kaiser des alten China verehrten die Schönheit des Goldfischs.
TID_FISH_72_DESCRIPTION_MOBILE,Selbst die Kaiser des alten China verehrten die Schönheit des Goldfischs.
TID_FISH_73,Rotlachs
TID_FISH_73_DESCRIPTION,Dieser Fisch liebt den Konkurrenzkampf und ist immer für ein Wettschwimmen zu haben.
TID_FISH_73_DESCRIPTION_MOBILE,Dieser Fisch liebt den Konkurrenzkampf und ist immer für ein Wettschwimmen zu haben.
TID_LEMON_TREE_FB_HELP_TEXT,Mein Zitronenbaum muss dringend gegossen werden. Kannst du mir helfen?
