TID,JP
TID_MASSGIFT_UPDATE_TEXT,<NAME>さん、おつかれさまです！ヘイ・デイを最新版にしていただき、ありがとうございました！アップデート内容の詳細は、新しくなった設定メニューの「新着」タブからご覧いただけます。最新のヘイ･デイをぜひお楽しみください。こちらはアップデートしていただいたお礼のダイヤモンドです！
TID_MASSGIFT_MAINTENANCE_HEADER,ご迷惑をおかけしています
TID_MASSGIFT_MAINTENANCE2_HEADER,申し訳ございません
TID_MASSGIFT_MAINTENANCE3_HEADER,失礼しました
TID_MASSGIFT_MAINTENANCE4_HEADER,メンテナンス
TID_MASSGIFT_MAINTENANCE_TEXT,<NAME>さん、この度はメンテナンスでご迷惑をおかけし申し訳ございませんでした。お詫びの品をお送りしました。どうぞお受け取りください。
TID_MASSGIFT_MAINTENANCE2_TEXT,<NAME>さん、おつかれさまです！ 突然エラーが発生し、その間ゲームがプレイできない状態になっていました。お詫びの品をお送りしましたので、どうぞお受け取りください。
TID_MASSGIFT_MAINTENANCE3_TEXT,<NAME>さん、おつかれさまです！ 昨日、一時的にゲームにアクセスできない状態になっていたことをお詫び申し上げます。お詫びの品をお送りしましたので、今後のプレイにご活用ください！
TID_MASSGIFT_MAINTENANCE4_TEXT,<NAME>さん、おつかれさまです！ 機能向上のため簡単なメンテナンスを実施しました。しばらくの間ゲームにアクセスできず申し訳ありませんでした。お待ちいただいたお礼にプレゼントをお贈りします！
TID_MASSGIFT_MAINTENANCE5_TEXT,<NAME>さん、おつかれさまです！ ゲーム内に軽微な不具合が見つかり、修正のためメンテナンスを実施しました。しばらくの間ゲームにアクセスできず申し訳ありませんでした。お待ちいただいたお礼にプレゼントをお贈りします。ぜひ受け取ってください！
TID_MASSGIFT_MAINTENANCE6_TEXT,最近発生したゲームの不具合により失われた、船の積み荷や注文などの補償として、ささやかながらギフトをお届けします。ご迷惑をおかけしましたことをお詫び申し上げます。
TID_MASSGIFT_MAINTENANCE_BUG_TEXT,<NAME>さん、おつかれさまです！ 障害対応のメンテナンスを実施いたしました。現在は正常に稼働しています。お詫びの品をお送りしましたので、どうぞお受けとりください。
TID_MASSGIFT_MAINTENANCE_DERBY1_TEXT,最近発生したダービーの不具合につきましては、お客様にもご迷惑をおかけしたかと思います。心ばかりのものではございますが、こちらのギフトをお受け取りください。
TID_MASSGIFT_MAINTENANCE_DERBY2_TEXT,遺憾ながら、ダービーにおける不具合に対処するため、ゲームを一時的にオフラインにさせて頂きました。このたびはご迷惑をおかけして申し訳ございません。心ばかりのものではございますが、こちらのギフトをお受け取りください。
TID_MASSGIFT_HOLIDAYSEASON_HEADER,冬はイベント盛りだくさん
TID_MASSGIFT_HOLIDAYSEASON_TEXT,<NAME>さん、おつかれさまです！ 町の噂によると、釣りエリアでスペシャルなプレゼントを受け取る人が続出しているとかいないとか。確かめに行きませんか？ 本当だったら他の人にも知らせてあげましょう！ ワクワクしますね！
TID_MASSGIFT_HOLIDAYDECO_TEXT,<NAME>さん、おつかれさまです！ショップに新しいデコレーションが加わりました。確かめてみてください！ヘイ・デイチーム一同、モーのすごく素敵な年末年始を過ごされるよう、お祈りしております。
TID_MASSGIFT_EASTERSEASON_HEADER,ペットのウサギが登場！
TID_MASSGIFT_EASTERSEASON_TEXT,おつかれさまです！<NAME>さんの農場に新しいペットをお届けしたいと思います。その子は白くてフワフワで、ニンジンが大好きです。他のペットと同じようにショップから手に入りますので、ぜひ飼ってあげてください！
TID_MASSGIFT_FOOTER_REGARDS,敬具
TID_MASSGIFT_FOOTER_HAYDAYTEAM,スタッフ一同
TID_MASSGIFT_UPDATE_MARKETINGTEXT_HEADER,新しいアップデート
TID_MASSGIFT_UPDATE_MARKETINGTEXT_TEXT,ヘイ・デイ3周年記念アップデート！一緒にお祝いしてくださいね！\n\n今回の見どころは...\n- イベント期間限定のバースデーデコで素敵なパーティーを演出しましょう！\n- ヘイ・デイに再び夏が訪れて、季節限定のデコレーションが利用可能に。農場の動物たちも衣替えしました。この夏はクールビズでウッシッシ！\n- 新しいペット：愛らしいハウンドの子イヌとタキシードの子ネコを、ぜひ飼ってあげてください。\n- 新しい施設「パスタキッチン」：美味しいラザニアやニョッキ、それにロブスターパスタを作れます！\n- 新しいゲーム内イベント：経験値2倍、そしてヘイ・デイ・タウンの訪問客にサービスを！\n- 新しいダービーのお仕事：製品を作ったり、家畜にエサをあげたり、フレンドのお手伝いができるようになりました。\n- 開発チームからの重要なお知らせをお届けするための、専用の受信箱を追加しました。\n- 新しいデコレーション：ため池、小路、とっても可愛いピンクのスクーターで農場を飾りましょう。また、レベル100以上の農場主の皆さんに、感謝を込めて限定デコレーションをお贈りさせていただきます。\n- コミュニティ検索機能の強化：フレンドがどこにいるか見つけやすくなりました。\n\nさらなる見どころ：\n- UI設定が一新されました。\n- コミュニティとダービーがレベル18から利用可能になりました。\n- トムのしぐさ（アニメーション）が新しくなりました。\n- コミュニティとダービーの機能調整を行い、いくつかのバグを修正しました。
TID_MASSGIFT_SUMMERDECO_TEXT,<NAME>さん、おつかれさまです！次のモーびっくりなアップデートがもうすぐ公開されます。素敵な新機能が登場するかわりに、夏季限定テーマはショップからなくなってしまうので、今のうちに手に入れておいてくださいね！
TID_MASSGIFT_SUMMERDECO_HEADER,情報
TID_MASSGIFT_WINTERDECO_TEXT,<NAME>さん、おつかれさまです！ 次のモーびっくりなアップデートがもうすぐ公開されます。素敵な新機能の登場とともに、冬季限定テーマは終了します。今冬の限定デコレーションは今のうちに手に入れておいてくださいね！
TID_MASSGIFT_2YEARSTHANKYOU_HEADER,ありがとうございます！
TID_MASSGIFT_2YEARSTHANKYOU_TEXT,こんにちは、<NAME>さん。あなたがヘイ・デイのプレイを始めてから、2年あまりになるでしょうか。時が経つのは早いものですね！ 私たちからの感謝をこめて、このメッセージには、特別なトークンを添付させていただきました。これまでヘイ・デイをプレイしてくださったことに、開発チームを代表して御礼申し上げます。
TID_MASSGIFT_WOMENSDAY_HEADER,今日は女性の日！
TID_MASSGIFT_WOMENSDAY_TEXT,<NAME>さん、お疲れ様です！ダイヤモンドギフトで、国際女性デーをお祝いしましょう！今日も良い1日を！
TID_MASSGIFT_VALLEY_MAINTENANCE,<NAME>さん、こんにちは！重要な問題をいくつか修復するため、渓谷を一時的に閉鎖することになりました。更なる詳細情報をお待ちいただく間、お詫びとしてこちらのギフトをお受け取りください。
TID_MASSGIFT_VALLEY_MAINTENANCE_RESUME,<NAME>さん、ごきげんよう！渓谷で発生していた問題はすべて解決し、ふたたび皆さんにお楽しみいただけるようになりました。閉鎖期間のお詫びとして、こちらのギフトをお受け取りください。
TID_MASSGIFT_VALLEY_MAINTENANCE_EXTRATIME,<NAME>さん、ごきげんよう！渓谷で発生していた問題はすべて解決し、ふたたび皆さんにお楽しみいただけるようになりました。なお、閉鎖の影響を受けた渓谷イベントは、開催期間を相応に延長いたします。閉鎖期間のお詫びとして、こちらのギフトをお受け取りください。
TID_CALENDAR_EVENT_CROP_IN_SEASON_TITLE,旬の作物
TID_CALENDAR_EVENT_NEWS_EXTRA_TITLE,新聞広告
TID_CALENDAR_EVENT_CAR_ORDER_BONUS_TITLE,トラック配達ボーナス
TID_CALENDAR_EVENT_PEOPLE_ORDER_BONUS_TITLE,訪問客ボーナス
TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TITLE,船の積み込みボーナス
TID_CALENDAR_EVENT_CROP_IN_SEASON_TEXT,ニンジンがおいしい季節になりました！ イベント中はニンジンが2倍の早さで育ちます！ 今すぐニンジンを植えて、わんさか作りましょう！
TID_CALENDAR_EVENT_NEWS_EXTRA_TEXT,新聞広告に力を入れることになりました！ イベント中は売店から無料で新聞広告を出せる間隔が6分ごとに縮まります。新聞広告の掲載内容もこまめに更新されます。この機会に売れるものをたっぷり売りましょう！
TID_CALENDAR_EVENT_CAR_ORDER_BONUS_TEXT,町で農産物が不足しているそうです！ イベント中は注文に応じた時にもらえるコインが2倍になります。この機会にどんどん配達を行いましょう！
TID_CALENDAR_EVENT_PEOPLE_ORDER_BONUS_TEXT,自然食品がブームです！ 農場に来る訪問客の皆さんが、地元産のおいしい食材が欲しいので高めの値段で買い取ってくれます。イベント中に農場への訪問客の注文に応じれば、通常の2倍のコインがもらえます！ がんばって色々作っておきましょう。
TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TEXT,船での川下りが気持ちいい季節になってきて、観光客がピークを迎えています！このイベント中は船の箱を積み込んだ時のコインが2倍、船の積み込みをすべて完了した時にもらえるチケットが2倍になります！フレンドの農場にも顔を出して、船の積み込みを手伝ってあげましょう。
TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TEXT_MOBILE,船での川下りが気持ちいい季節になってきて、観光客がピークを迎えています！このイベント中は船の箱を積み込んだ時のコインが2倍、船の積み込みをすべて完了した時にもらえるチケットが2倍になります！フレンドの農場にも顔を出して、船の積み込みを手伝ってあげましょう。
TID_PRODUCT_FISH_AND_CHIPS,{size=17}フィッシュ&チップス
TID_PRODUCT_CHOCOLATE_POPCORN,チョコポップコーン
TID_DECO_POOLWITHSLIDE,滑り台つきプール
TID_DECO_PICNICMAT,ピクニックマット
TID_DECO_STATUE_SINGING,農場に唄えば
TID_DECO_STATUE_ET,自転車日和
TID_DECO_STATUE_ALICE,マッド・チキン
TID_DECO_STATUE_ROCKY,スタリオン
TID_DECO_POOLWITHSLIDE_DESCRIPTION,夏らしく\n演出しましょう\n（期間限定）
TID_DECO_POOLWITHSLIDE_DESCRIPTION_MOBILE,夏らしく\n演出しましょう\n（期間限定）
TID_DECO_PICNICMAT_DESCRIPTION,夏らしく\n演出しましょう\n（期間限定）
TID_DECO_STATUE_SINGING_DESCRIPTION,プレミアムな\nデコレーションです
TID_DECO_STATUE_ET_DESCRIPTION,プレミアムな\nデコレーションです
TID_DECO_STATUE_ALICE_DESCRIPTION,プレミアムな\nデコレーションです
TID_DECO_STATUE_ROCKY_DESCRIPTION,プレミアムな\nデコレーションです
TID_EVENT_BOARD,イベント掲示板
TID_NO_EVENT,開催中のイベントはありません。\nもうすぐ新しいイベントが\n始まりますので、お見逃しなく！
TID_NO_EVENT_MOBILE,開催中のイベントはありません。\nもうすぐ新しいイベントが\n始まりますので、お見逃しなく！
TID_CANNOT_PARTICIPATE_IN_EVENT,イベントにはレベル<LEVEL>から参加できます。引き続きプレイしてレベルを上げましょう。
TID_CANNOT_PARTICIPATE_IN_EVENT_MOBILE,イベントにはレベル<LEVEL>から参加できます。引き続きプレイしてレベルを上げましょう。
TID_EVENT_ENDS_IN,残り時間
TID_EVENT_ENDS_IN_MOBILE,残り時間
TID_FLOATER_EVENT_BOARD_UNLOCKS,イベントにはレベル<LEVEL>から参加できます
TID_FLOATER_EVENT_BOARD_UNLOCKS_MOBILE,イベントにはレベル<LEVEL>から参加できます
TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_ALT_TEXT,船での川下りが気持ちいい季節になってきて、観光客がピークを迎えています！ このイベント中は船の箱を積み込んだ時のコインが2倍になります！ フレンドの農場にも顔を出して、船の積み込みを手伝ってあげましょう。
TID_FLOATER_VISIT_FISHING_BOAT_UNREPAIRED,釣り用ボートを修理する必要があります！
TID_FLOATER_NET_MAKER_CLAIM_BUT_TACKLE_BOX_FULL,{size=23}ルアーボックスが一杯です！
TID_NETMAKER,アミ織機
TID_NETMAKER_DESCRIPTION,釣り用のアミを\n作れます
TID_CONFIRM_REMOVE_FOLLOWER_NO,いいえ
TID_CONFIRM_REMOVE_FOLLOWER_YES,はい
TID_CONFIRM_REMOVE_FOLLOWER_TITLE,削除しますか？
TID_CONFIRM_REMOVE_FOLLOWER_TEXT,<NAME>を削除しますか？\n取り消しはできませんのでご注意ください！
TID_LOBSTER_POOL,ロブスタープール
TID_REPAIR_NET_MAKER_TITLE,{size=23}修理しますか？
TID_REPAIR_NET_MAKER_TEXT,釣りアミ、特製釣りアミ、ロブスタートラップを\n作れます。色々なものを捕まえましょう！
TID_REPAIR_NET_MAKER_TEXT_MOBILE,釣りアミ、特製釣りアミ、ロブスタートラップを\n作れます。色々なものを捕まえましょう！
TID_REPAIR_NET_MAKER_YES,修理を開始
TID_REPAIR_LOBSTER_POOL_TITLE,{size=23}修理しますか？
TID_REPAIR_LOBSTER_POOL_TEXT,プールを修理すれば\n捕まえたロブスターを入れておけます！
TID_REPAIR_LOBSTER_POOL_YES,修理を開始
TID_NETMAKER_PRODUCT_DESCRIPTION,アミ織機で作れます
TID_LOBSTER_TRAP,ロブスタートラップ
TID_SOUP_KITCHEN,スープキッチン
TID_SOUP_KITCHEN_DESCRIPTION,スープを作れます
TID_SOUP_KITCHEN_PRODUCT_DESCRIPTION,スープキッチンで作れます
TID_FISH_SOUP,フィッシュスープ
TID_TOMATO_SOUP,トマトスープ
TID_LOBSTER_SOUP,ロブスタースープ
TID_FRUTTI_DI_MARE_PIZZA,海の幸ピザ
TID_LOBSTER,ロブスター
TID_LOBSTER_POOL_CAPACITY,プール容量：<COUNT>/<MAX>
TID_FISHING_NET,釣りアミ
TID_MYSTERY_NET,特製釣りアミ
TID_LOBSTER_READY_TO_HARVEST,おまたせー！
TID_FLOATER_NET_FISHING_COMING_SOON,アミでの釣りはレベル<LEVEL>から可能になります
TID_FLOATER_LOBSTER_FISHING_COMING_SOON,ロブスター釣りはレベル<LEVEL>から可能になります
TID_REQUIRES_NET_MAKER,アミ織機が必要です
TID_REQUIRES_LOBSTER_POOL,ロブスタープールとアミ織機が必要です
TID_DOUBLE_TAP_CONFIRM_DIAMOND_PURCHASE,もう一度タップして かくてい
TID_FLOATER_LOBSTER_POOL_FULL,ロブスタープールが一杯です！
TID_UPGRADE_LOBSTER_POOL_YES,アップグレード開始
TID_UPGRADE_LOBSTER_POOL_TITLE,{size=23}アップグレードしますか？
TID_UPGRADE_LOBSTER_POOL_TEXT,アップレードすると一度にプールに入れることができるロブスターの数が増えます。大勢のほうがロブスターたちも楽しめます！
TID_TUTORIAL_DOUBLE_TAP,ダイヤモンド使用時にダブルタップで確認するシステムを試験運用中です。使ってみてください！
TID_TUTORIAL_HOLDING_DOWN,現在、ダイヤモンド使用時のかくていシステムをテスト中です。ボタンを短くホールド＆リリースするだけでダイヤモンドを使用できます。使ってみてください！
TID_TUTORIAL_FISHING_10,君の伯父さんが使っていた道具を整理していたら、古い網織機が出てきたぞい。多少ガタが来とったが修理すれば釣りがはかどるぞ！
TID_TUTORIAL_FISHING_11,アミ織機をタップすれば\n修理できるぞい
TID_TUTORIAL_FISHING_12,素晴らしい！これで釣りアミを作れるぞ。\n釣りスポットに設置してしばらく待てば、楽々魚が捕まるじゃろう！
TID_TUTORIAL_FISHING_13,特製の釣りアミも作れるぞ。\n試しに1つやるから、使ってみるといい。\nがっかりはさせんぞ！
