TID,NO
TID_CONFIRM_POPUP_PROMOTE_LEADER_TEXT,Vil du forfremme <NAME> til ny leder? Du vil bli degradert til ass. leder!
TID_CONFIRM_POPUP_PROMOTE_LEADER_BUTTON_CONFIRM,Bekreft
TID_CONFIRM_POPUP_PROMOTE_LEADER_BUTTON_CANCEL,Avbryt
TID_TOP_NEIGHBORHOODS,Beste nabolag
TID_FISH_104,Nilabbor
TID_FISH_104_DESCRIPTION,"Det er ikke gamle Angus du halte i land, det er en fisk med omtrent samme størrelse og form!"
TID_FISH_104_DESCRIPTION_MOBILE,"Det er ikke gamle Angus du halte i land, det er en fisk med omtrent samme størrelse og form!"
TID_FISH_105,Rødhalet malle
TID_FISH_105_DESCRIPTION,"Denne store, vakre fisken har enorm appetitt. Du kan nok komme til å miste en sluk eller to!"
TID_FISH_105_DESCRIPTION_MOBILE,"Denne store, vakre fisken har enorm appetitt. Du kan nok komme til å miste en sluk eller to!"
TID_FISH_70,Hvit malle
TID_FISH_70_DESCRIPTION,Denne mallen er en god far og holder alltid øye med ungene sine.
TID_FISH_70_DESCRIPTION_MOBILE,Denne mallen er en god far og holder alltid øye med ungene sine.
TID_FISH_71,Svart dvergmalle
TID_FISH_71_DESCRIPTION,Denne nattuglen elsker å sove lenge. Han blir sur hvis du vekker ham!
TID_FISH_71_DESCRIPTION_MOBILE,Denne nattuglen elsker å sove lenge. Han blir sur hvis du vekker ham!
TID_FISH_72,Gullfisk
TID_FISH_72_DESCRIPTION,Selv keiserne i det gamle Kina satte pris på gullfiskens skjønnhet.
TID_FISH_72_DESCRIPTION_MOBILE,Selv keiserne i det gamle Kina satte pris på gullfiskens skjønnhet.
TID_FISH_73,Rødlaks
TID_FISH_73_DESCRIPTION,Denne fisken har stort konkurranseinstinkt og er alltid klar for å kappsvømme opp elven.
TID_FISH_73_DESCRIPTION_MOBILE,Denne fisken har stort konkurranseinstinkt og er alltid klar for å kappsvømme opp elven.
TID_LEMON_TREE_FB_HELP_TEXT,Sitrontreet mitt trenger vann! Kan du hjelpe?
TID_PRODUCT_LEMON,Sitron
TID_PRODUCT_LEMON_DESCRIPTION,Samle inn fra sitrontre
TID_TREE_LEMONTREE,Sitrontre
TID_TREE_LEMONTREE_DESCRIPTION,Samle inn tre ganger
TID_PRODUCT_LEMON_CURD,Sitronkrem
TID_PRODUCT_LEMON_PIE,Sitronpai
TID_PRODUCT_LEMON_CAKE,Sitronkake
TID_NEIGHBORHOOD_NAME_TOO_SHORT,Navnet er for kort
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_AVATAR_LEVEL_TOO_LOW,Spilleren har for lavt nivå til å kunne inviteres.
TID_TUTORIAL_NEIGHBORHOOD_REPAIR,"Du store, hva har vi så her? Reparer nabolagsbygget for å chatte og spille med gode venner."
TID_TUTORIAL_NEIGHBORHOOD_CREATEJOIN,Jippi! Huset er reparert! Nå kan du opprette et nytt nabolag eller bli med i et eksisterende og spille og chatte med gode venner.
TID_TUTORIAL_NEIGHBORHOOD_CHAT,"Gratulerer! Du er med i et nabolag og kan chatte med nabolagsvennene dine. Dere kan snakke om hvete, mais, bacon og egg, men oppfør dere ordentlig! (Obs! Hvis du ønsker det, kan du skjule chatten i Avanserte innstillinger)"
TID_TUTORIAL_NEIGHBORHOOD_INVITE,Har du lyst til å spille med en venn? Nå kan du det! Inviter venner eller familie til å bli med i nabolaget ditt ved å trykke på Inviter-knappen over!
TID_ADVANCED_EVENT_TITLE_VALENTINES,Valentinshelg
TID_ADVANCED_EVENT_TEXT_VALENTINES,"Ingenting sier \qJeg elsker deg\q som hjemmelagde småkaker! Bidra så godt du kan før tiden er ute! Nå dine personlige mål for å få flotte belønninger. Resultatet ditt legges også til samfunnets globale mål. Nå målet sammen med bønder fra hele verden, så får alle belønninger."
TID_ADVANCED_EVENT_NOTIFICATION_VALENTINES,Sjekk den nye valentinshendelsen med flotte belønninger!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_VALENTINES,Global hendelse
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_VALENTINES,"Hei, <NAME>! Byen flommet over av småkaker fra bønder rundt om i verden. Vi takker alle som har deltatt - vi klarte det sammen! Ta imot denne belønningen som takk for hjelpen!"
TID_ADVANCED_EVENT_SUCCESS_TITLE_VALENTINES,Man trenger bare kjærlighet!
TID_ADVANCED_EVENT_SUCCESS_TEXT_VALENTINES,"Takk, gårdbrukere! Sammen har vi spredd kjærlighet og gjort dette til en valentinsdag det er verdt å minnes."
TID_NONE,0
TID_NEWSPAPER_YOUTUBE_AD_WHILE_YOU_ARE_AWAY_TEXT,Trykk for å se nå!
TID_NEWSPAPER_YOUTUBE_AD_WHILE_YOU_ARE_AWAY_BUBBLE_TEXT,Takk for at du så på.
TID_STREAM_CHAT_DESCRIPTION,Bli med i et nabolag for å chatte med andre!
TID_TUTORIAL_NEIGHBORHOOD_CREATEJOIN_BUBBLE,Prøv det! Bli med i eller opprett et nabolag!
TID_TUTORIAL_NEIGHBORHOOD_CHAT_BUBBLE,Besøk gode venner for å invitere dem til nabolaget ditt!
TID_TUTORIAL_NEIGHBORHOOD_INVITE_BUBBLE,Trykk på Inviter-knappen over for å invitere denne vennen!
TID_TUTORIAL_DIAMOND_CONFIMATION_CHANGE,Vi har gått gjennom og ferdigstilt måten bekreftelse for bruk av diamanter fungerer. Du trenger bare å dobbelttrykke for å bekrefte. Du kan deaktivere bekreftelsen i avanserte innstillinger.
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FRIEND,Du kan bare invitere spillvenner!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FRIEND_ANDROID,Du kan bare invitere spillvenner!
TID_INBOX_INVITATION_TITLE,Invitasjon
TID_INBOX_INVITATION,Du er blitt invitert til dette nabolaget av <SENDER>
TID_INBOX_YOU_WHERE_KICKED_TITLE,Sparket ut
TID_INBOX_YOU_WHERE_KICKED,Du ble sparket ut av nabolaget <SENDER>
TID_INBOX_JOIN_REQUEST_ACCEPTED_TITLE,Godtatt
TID_INBOX_JOIN_REQUEST_ACCEPTED,Forespørselen din om å bli med ble godtatt av <SENDER>
TID_INBOX_JOIN_REQUEST_DENIED_TITLE,Avslått
TID_INBOX_JOIN_REQUEST_DENIED,Forespørselen din om å bli med ble avslått av <SENDER>
TID_NEIGHBORHOOD_CHAT,Chat
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_DELAY_TEXT,"Forlate nabolaget <NAME>? Du må vente <TIME> før du kan bli med i et annet nabolag, og du vil ikke kunne være med i et derby før neste uke!"
TID_DECO_VALENTINES_CUPID,Amorstatue
TID_DECO_VALENTINES_CUPID_DESCRIPTION,Unik valentinsdag-dekorasjon
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_AVATAR_JOIN_NOT_ALLOWED_UNTIL,Du kan bli med i et annet nabolag om <TIME>.
TID_NEIGHBORHOOD_JOIN_REQUEST_SENT_OK,Forespørsel sendt
TID_NEIGHBORHOOD_JOIN_FAILED_BUILDING_NOT_REPAIRED,Du må først reparere nabolagsbygget.
TID_NEIGHBORHOOD_INBOX_STREAM_DISABLED,Du har ikke fått noen meldinger eller invitasjoner ennå. Her finner du nabolagsinvitasjoner fra venner og svar på forespørsler som du har sendt.
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE,Oppdaterer til ny versjon
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE,Vi oppdaterer til en ny versjon av Hay Day i iOS App Store. Gården din er snart klar. Kom tilbake om en liten stund!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON,OK
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE_ANDROID,Vi oppdaterer til en ny versjon av Hay Day i Google Play Store. Gården din er snart klar. Kom tilbake om en liten stund!
TID_CANNOT_VISIT_INFO_TITLE,Kan ikke besøke
TID_CANNOT_VISIT_INFO_TEXT,Besøk er ikke mulig for øyeblikket. Prøv igjen senere!
TID_CANNOT_VISIT_INFO_BUTTON,OK
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG,"Beklager, vi foretar vedlikeholdsarbeid på serverne. Prøv igjen om noen timer."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS,"Beklager, vi foretar vedlikeholdsarbeid på serverne. Prøv igjen om noen timer."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF,"Beklager, vi foretar vedlikeholdsarbeid på serverne. Prøv igjen om ca. halvannen time."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR,"Beklager, vi foretar vedlikeholdsarbeid på serverne. Prøv igjen om ca. en time."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES,"Beklager, vi foretar vedlikeholdsarbeid på serverne. Prøv igjen om ca. <value> minutter."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON,"Beklager, vi foretar vedlikeholdsarbeid på serverne. Prøv igjen om noen få minutter."
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FOLLOWER,Du kan bare invitere personer som følger deg!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FRIEND_NOR_FOLLOWER,Du kan bare invitere følgere eller Supercell ID- og Game Center-venner.
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FRIEND_NOR_FOLLOWER_ANDROID,Du kan bare invitere følgere eller Supercell ID-venner.
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_LAST_MEMBER_TEXT,"Forlate nabolaget <NAME>? Du er det siste medlemmet, så nabolaget vil bli oppløst, og du vil ikke kunne være med i et derby før neste uke!"
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_DELAY_LAST_MEMBER_TEXT,"Forlate nabolaget <NAME>? Du må vente <TIME> før du kan bli med i et annet nabolag! Du er dessuten det siste medlemmet, så nabolaget vil bli oppløst!"
TID_FENCE_08,Gullheller
TID_FENCE_09,Grusvei
TID_FENCE_10,Brosteinsgate
TID_FENCE_11,Sti
TID_FENCE_ROSES_RED,Rosegjerde: Rødt
TID_FENCE_ROSES_WHITE,Rosegjerde: Hvitt
TID_FENCE_ROSES_ORANGE,Rosegjerde: Oransje
TID_FENCE_ROSES_PINK,Rosegjerde: Rosa
TID_FENCE_ROSES_YELLOW,Rosegjerde: Gult
TID_DECO_BALLOON_COW,Kuballong
TID_DECO_BALLOON_CHICKEN,Høneballong
TID_DECO_ROSEARCH,Roseport
TID_DECO_GENERIC_DESCRIPTION,Pynt opp gården
TID_SMOOTHIEMIXER,Smoothiemaskin
TID_SMOOTHIEMIXER_DESCRIPTION,Lager smoothier
TID_PRODUCT_GREENSMOOTHIE,Grønn smoothie
TID_PRODUCT_BERRYSMOOTHIE,Bærsmoothie
TID_PRODUCT_YOGURTSMOOTHIE,Yoghurtsmoothie
TID_SMOOTHIEMIXER_PRODUCT_DESCRIPTION,Produseres i smoothiemaskinen
TID_DONKEY3,Andalusier-esel
TID_TLO_SPECIAL_OFFER_DESCRIPTION,Et stort supertilbud til deg
TID_ADVANCED_EVENT_TITLE_EASTER,Påskehelgen
TID_EVENT_PAMFLET_EASTER,Påskehendelsen er i gang!
TID_ADVANCED_EVENT_TEXT_EASTER,"Byen feirer påskeharenes årstid med en storslagen gulrotkakefest! Bidra så godt du kan før tiden er ute! Nå dine personlige mål for å få flotte belønninger. Resultatet ditt legges også til samfunnets globale mål. Nå målet sammen med bønder fra hele verden, så får alle belønninger."
TID_ADVANCED_EVENT_NOTIFICATION_EASTER,Sjekk den nye påskehendelsen med flotte belønninger!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_EASTER,"Hei, <NAME>! Byen var full av hjemmelagde gulrotkaker fra gårdbrukere rundt om i verden. Dette har vært den beste påsken noensinne! Vi takker alle for deltakelsen i den globale hendelsen. Vi klarte det sammen! Ta imot denne belønningen som takk for bidragene dine!"
TID_ADVANCED_EVENT_SUCCESS_TITLE_EASTER,"Tusen takk, gårdbrukere!"
TID_ADVANCED_EVENT_SUCCESS_TEXT_EASTER,"Sammen lagde nettsamfunnet en utrolig mengde gulrotkaker, så dette ble virkelig en påske å minnes."
TID_DECO_EASTERBASKET_DESC,Påskedekorasjon
TID_DECO_EASTERBASKET,Påskekurv
TID_BUNNY1,Hvit hare
TID_BUNNY_DESCRIPTION,Mat dyret for å få poeng
TID_BUNNY_HOUSE,Harehus
TID_BUNNY_HOUSE_DESCRIPTION,Har plass til <CAPACITY> harer
TID_ACHIEVEMENT_EXPAND_TRAIN,Storbyelsker
TID_ACHIEVEMENT_EXPAND_TRAIN_DESCRIPTION,Utvid byen <NUMBER> ganger
TID_ACHIEVEMENT_SERVICE_BUILDINGS,Servicemester
TID_ACHIEVEMENT_SERVICE_BUILDINGS_DESCRIPTION,Bygg <NUMBER> tjenestebygninger
TID_ACHIEVEMENT_VISITORS,Fornøyde gjester
TID_ACHIEVEMENT_VISITORS_DESCRIPTION,Server <NUMBER> gjester i byen din
TID_EXPANSION_TITLE_TRAIN_AREA,Utvid byen
TID_FLOATER_BUILDING_MAX_RANK,<PARAM> er på maksnivå!
TID_FLOATER_EXPANSION_CONNECTION_TRAIN_AREA,Området må være tilknyttet byen
TID_FLOATER_MINE_FULL,Samle inn malmen for å fortsette å utvinne
TID_FLOATER_NEIGHBORHOOD_EVENT_BOARD_UNLOCKS,Du kan delta i nabohendelser fra og med nivå <LEVEL>
TID_FLOATER_TRAIN_COMING_SOON,Byen låses opp på nivå <LEVEL>
TID_FLOATER_VISIT_TRAIN_UNREPAIRED,Toget må repareres av eieren
TID_KICK_PASSENGER_FROM_SERVICE_BUILDING_TOOLTIP_DESCRIPTION,Forlat byen. Gjesten vil bli tatt med av neste tog.
TID_NOTIFICATION_NPC_TRAIN_ARRIVES,Eggspresstoget har kommet!
TID_NOTIFICATIONS_SETTINGS_HEADLINE_TOWN,Byvarsler
TID_NOTIFICATIONS_SETTINGS_NPC_TRAIN_ARRIVES,Eggspresstogvarsler
TID_PASSENGER_CLETUS,Innbygger
TID_PASSENGER_FRENCH_LADY,Dame
TID_PASSENGER_GO_TO_SERVICE_BUILDING,<PARAM> her kommer jeg!
TID_PASSENGER_GO_TO_TRAIN,Jeg drar hjem nå. Det var synd at vennene dine ikke kunne hjelpe til.
TID_PASSENGER_GRANDPA,Stormester
TID_PASSENGER_GREETING1,Hei sann! Jeg liker virkelig byen din. Kan du vise meg rundt?
TID_PASSENGER_GREETING2,Hei! Byen din virker herlig. Kan du vise meg rundt?
TID_PASSENGER_GREETING3,Hei! Jeg lurer på hvordan servicen er i byen din. Kan du hjelpe meg med noen ærender?
TID_PASSENGER_GREETING4,Hei! Jeg har hørt mye fint om byen din.
TID_PASSENGER_GREETING5,Hei! Jeg vil gjerne smake på noen lokale spesialiteter. Kan du vise meg rundt?
TID_PASSENGER_LEYLA,Danser
TID_PASSENGER_MECHANIC,Mekaniker
TID_PASSENGER_ON_TRAIN_CROSSING,Et lite øyeblikk bare! Jeg må krysse sporet først.
TID_PASSENGER_PICK_UP_ARRIVED_TO_MY_FARM,Jippi! Vi er fremme!
TID_PASSENGER_PICK_UP_TO_MY_FARM,Takk! Jeg kommer på besøk en tur.
TID_PASSENGER_REWARD_GREETING1,Her har du en gave som takk for at du er en snill vert.
TID_PASSENGER_REWARD_GREETING2,Jeg satte stor pris på alt jeg fikk oppleve. Her har du en gave.
TID_PASSENGER_REWARD_GREETING3,Tusen takk for alt! Her har du en liten påskjønnelse.
TID_PASSENGER_REWARD_GREETING4,Tusen takk for gjestfriheten! Her har du en liten ting.
TID_PASSENGER_REWARD_GREETING5,Dette er den beste byen noensinne! Her har du en liten gave.
TID_PASSENGER_SALESMAN,Selger
TID_PASSENGER_SEND_AWAY_WARNING_ALREADY_VISITED,Er du sikker? Jeg har allerede besøkt en av naboene dine og kommer til å dra med eggspresstoget.
TID_PASSENGER_SEND_AWAY_WARNING_NOT_IN_NEIGHBORHOOD,Er du sikker? Jeg kommer til å dra med eggspresstoget.
TID_PASSENGER_SEND_AWAY_WARNING_PICKUP_BY_NEIGHBOR,Er du sikker? Jeg kommer til å dra til perrongen og bli hentet av naboene dine eller eggspresstoget.
TID_PASSENGER_SERVICE_BUILDING_FULL,Det ser ut som om <BUILDING> er full. Kanskje du kan oppgradere den for å få flere plasser?
TID_PASSENGER_STRONGMAN,Bodybuilder
TID_PASSENGER_TEACHER,Lærer
TID_PASSENGER_WAITING_TRAIN,Takk for denne gang! Jeg bare venter på toget.
TID_PASSENGER_WALKING_TO_NEIGHBORHOOD_PICKUP,Kanskje nabovennene dine kan hente meg?
TID_PASSENGER_WALKING_TO_TRAIN,Takk for nå! Jeg håper vi ses snart igjen!
TID_PERSONAL_TRAIN,Personlig tog
TID_PERSONAL_TRAIN_CAPACITY,Kapasitet i personlig tog: <CAPACITY>
TID_PERSONAL_TRAIN_COMING_SOON,Det personlige toget låses opp på omdømmenivå <LEVEL>
TID_PERSONAL_TRAIN_INFO,Besøk nabovennene dine for å hente gjester på perrongene deres. Hver gjest kan besøke to byer før han/hun drar hjem med eggspresstoget.
TID_PERSONAL_TRAIN_IS_ON_COOLDOWN,Toget er til reparasjon
TID_PERSONAL_TRAIN_NEIGHBORHOOD_TRAIN_FRIENDS,Nabovenner med gjester å hente:
TID_PERSONAL_TRAIN_TITLE,Personlig tog (nivå <RANK>)
TID_PERSONAL_TRAIN_TOOLTIP,"Det personlige toget har plass til <CAPACITY> gjest(er), og det tar <TIME> å reparere det."
TID_PERSONAL_TRAIN_UPGRADE,Oppgrader
TID_PERSONAL_TRAIN_UPGRADE_DESCRIPTION_CAPACITY,Øk kapasiteten til <CAPACITY>
TID_PERSONAL_TRAIN_UPGRADE_DESCRIPTION_COOLDOWN_INTERVAL,Forkorter reparasjonstiden til <TIME>
TID_PERSONAL_TRAIN_UPGRADE_REPUTATION_REQUIRED_TEXT,Du må minst ha <REPUTATION LEVEL> i omdømme for å kunne oppgradere dette.
TID_PERSONAL_TRAIN_UPGRADE_TITLE,Oppgrader personlig tog
TID_PERSONAL_TRAIN_UPGRADE_TREE_HUD_CAPACITY_TOOLTIP,Det personlige toget kan for øyeblikket hente <AMOUNT> gjest(er) hos nabovennene dine.
TID_PERSONAL_TRAIN_UPGRADE_TREE_HUD_TIME_TOOLTIP,Det tar <AMOUNT> å reparere det personlige toget.
TID_PERSONAL_TRAIN_UPGRADE_TREE_HUD_TITLE,Oppgrader personlig tog
TID_PERSONAL_TRAIN_UPGRADE_TREE_HUD_UPGRADE_TEXT,Velg å oppgradere besøkskapasiteten eller forkorte reparasjonstiden:
TID_REPAIR_PERSONAL_TRAIN_TEXT,Reparer det personlige toget for å reise til nabobyer og hente gjester som skal forlate byene.
TID_REPAIR_PERSONAL_TRAIN_TITLE,{size=17}Reparere det personlige toget?
TID_REPAIR_PERSONAL_TRAIN_YES,Start reparasjon
TID_REPAIR_TRAIN_TEXT,Reparer perrongen og reis for å bygge opp byen igjen. Nye eventyr venter!
TID_REPAIR_TRAIN_TITLE,Reparere perrongen?
TID_REPAIR_TRAIN_YES,Start reparasjon
TID_REPUTATION_HEART_TOOLTIP,Server gjester for å få omdømme.
TID_REPUTATION_LEVEL_UP_TEXT,Du kan oppgradere alle bygningene i byen til nivå <LEVEL_NUMBER>!
TID_REPUTATION_LEVEL_UP_TITLE,GRATULERER!
TID_REPUTATION_UNLOCK_TOOLTIP,Låses opp på omdømmenivå <LEVEL>
TID_SEND_TO_NEIGHBORHOOD_PLATFORM_FOR_PICKUP_TOOLTIP_DESCRIPTION,Send <PASSENGER> for å bli hentet av nabovenner.
TID_SEND_TO_SERVICE_BUILDING_TOOLTIP_DESCRIPTION,Send <PASSENGER> til <BUILDING>.\n\nLedig plass: <COUNT>
TID_SEND_TO_TRAIN_TOOLTIP_DESCRIPTION,Send <PASSENGER> til <BUILDING>.
TID_SERVICE_BUILDING_NOT_YET_CONSTRUCTED,Du har ikke bygget <BUILDING> ennå.
TID_SERVICE_BUILDING_UPGRADE_DESCRIPTION_COINS,Oppgrader bygningen for å generere <BONUS> % flere mynter
TID_SERVICE_BUILDING_UPGRADE_DESCRIPTION_EXP_AND_REP,Oppgrader bygningen for å få <BONUS> % flere erfarings- og omdømmepoeng
TID_SERVICE_BUILDING_UPGRADE_DESCRIPTION_SLOTS,Oppgrader bygningen for å få <BONUS> gjesteplass til
TID_SERVICE_BUILDING_UPGRADE_DESCRIPTION_TIME,Oppgrader bygningen for å gjøre tjenesteytingen <BONUS> % raskere
TID_SERVICE_BUILDING_UPGRADE_REPUTATION_REQUIRED_TEXT,Du må minst ha <REPUTATION LEVEL> i omdømme for å kunne oppgradere dette.
TID_SERVICE_BUILDING_UPGRADE_TITLE,Oppgrader <BUILDING>
TID_SERVICE_BUILDING_UPGRADE_TREE_HUD_CASH_TOOLTIP,<BUILDING> gir <AMOUNT> % ekstra mynter fra gjester.
TID_SERVICE_BUILDING_UPGRADE_TREE_HUD_EXP_REP_TOOLTIP,<BUILDING> gir <AMOUNT> % ekstra erfaring og omdømme fra gjester.
TID_SERVICE_BUILDING_UPGRADE_TREE_HUD_SLOT_TOOLTIP,<BUILDING> har <AMOUNT> gjesteplass(er).
TID_SERVICE_BUILDING_UPGRADE_TREE_HUD_TIME_TOOLTIP,<BUILDING> har <AMOUNT>% raskere serveringstid.
TID_SERVICE_BUILDING_UPGRADE_TREE_HUD_TITLE,<SERVICE BUILDING> (nivå <LEVEL>)
TID_SERVICE_BUILDING_UPGRADE_TREE_HUD_UPGRADE_TEXT,"Velg å oppgradere plasser, mynter, erfaring/omdømme eller servicetid:"
TID_SERVICE_BUILDINGS_NONE_ON_MAP,En matbutikk ville vært fint!
TID_SERVICE_CANCELED,Jeg ble sendt bort fra <BUILDING> og vil ikke dra tilbake dit.
TID_SERVICE_COMPLETED,Jeg vil ikke gå til <BUILDING> igjen.
TID_TOWN_HALL_COMING_SOON,Rådhuset låses opp på omdømmenivå <LEVEL>
TID_TOWN_HALL_PASSENGER_MANIFEST,Gjester i byen din:
TID_TOWN_HALL_PASSENGER_STATE_ARRIVED,Ankommet
TID_TOWN_HALL_PASSENGER_STATE_BOARD_TRAIN,Går om bord
TID_TOWN_HALL_PASSENGER_STATE_BOARDED_TRAIN,Gått om bord
TID_TOWN_HALL_PASSENGER_STATE_HAS_NH_PICKUP,Hentet av venn
TID_TOWN_HALL_PASSENGER_STATE_IDLE,Ledig
TID_TOWN_HALL_PASSENGER_STATE_SERVICE,Servert i <TIME>
TID_TOWN_HALL_PASSENGER_STATE_SERVICE_HAPPY,Ferdig i <BUILDING>
TID_TOWN_HALL_PASSENGER_STATE_WAIT_FOR_BOARD_TRAIN,Venter på et tog
TID_TOWN_HALL_PASSENGER_STATE_WAITING_FOR_SERVICE,Venter i <BUILDING>
TID_TOWN_HALL_PASSENGER_STATE_WALK_TO_RANDOM,Ledig
TID_TOWN_HALL_PASSENGER_STATE_WALK_TO_SERVICE_BUILDING,På vei til <BUILDING>
TID_TOWN_HALL_PASSENGER_STATE_WALK_TO_TRAIN,På vei til perrong
TID_TOWN_HALL_REPUTATION,Omdømmenivå:
TID_TOWN_HALL_TITLE,Rådhus (nivå <RANK>)
TID_TOWN_HALL_UPGRADE,Oppgrader
TID_TOWN_HALL_UPGRADE_DESCRIPTION,Byens kapasitet +<VILLAGE CAPACITY>
TID_TOWN_HALL_UPGRADE_REPUTATION_REQUIRED_TEXT,Du må minst ha <REPUTATION LEVEL> i omdømme for å kunne oppgradere rådhuset.
TID_TOWN_HALL_UPGRADE_TITLE,Oppgrader rådhuset
TID_TOWN_HALL_VISITOR_CAPACITY,Besøkskapasitet:
TID_TOWN_HALL_VISITOR_ICON_TOOLTIP,Det nåværende og maksimale antallet gjester i byen.
TID_TRAIN,Perrong og skinner
TID_TRAIN_BEACHCAFE,Strandkafé
TID_TRAIN_BEACHCAFE_DESC,Tilbyr trendy og morsomme måltider
TID_TRAIN_BEDANDBREAKFAST,Vertshus
TID_TRAIN_BEDANDBREAKFAST_DESC,Tilbyr deilig frokost og komfortable senger
TID_TRAIN_DINER,Kafé
TID_TRAIN_DINER_DESC,Tilbyr de beste paiene i hele landet
TID_TRAIN_GROCERYSTORE,Matbutikk
TID_TRAIN_GROCERYSTORE_DESC,"Tilbyr ferske, økologiske matvarer"
TID_TRAIN_ITEM_BRICKS,Murstein
TID_TRAIN_ITEM_BRICKS_DESC,Brukes til å oppgradere bygningene i byen
TID_TRAIN_ITEM_HAMMER,Hammer
TID_TRAIN_ITEM_HAMMER_DESC,Brukes til å oppgradere bygningene i byen
TID_TRAIN_ITEM_HAND_DRILL,Håndbor
TID_TRAIN_ITEM_HAND_DRILL_DESC,Brukes til å oppgradere bygningene i byen
TID_TRAIN_ITEM_MAP_PIECE,Kartdel
TID_TRAIN_ITEM_MAP_PIECE_DESC,Brukes til å utvide byområdet
TID_TRAIN_ITEM_PAINT_BUCKET,Malingspann
TID_TRAIN_ITEM_PAINT_BUCKET_DESC,Brukes til å oppgradere bygningene i byen
TID_TRAIN_ITEM_STONES,Stein
TID_TRAIN_ITEM_STONES_DESC,Brukes til å oppgradere bygningene i byen
TID_TRAIN_ITEM_TAR_BUCKET,Tjærespann
TID_TRAIN_ITEM_TAR_BUCKET_DESC,Brukes til å oppgradere bygningene i byen
TID_TRAIN_MOVIETHEATER,Kino
TID_TRAIN_MOVIETHEATER_DESC,Tilbyr deilig snacks og morsomme opplevelser
TID_TRAIN_NEIGHBORHOOD_PLATFORM,Nabolagsperrong
TID_TRAIN_PICK_UP_FROM_FRIEND_TOOLTIP_DESCRIPTION,Hent <PASSENGER> med det personlige toget mitt.
TID_TRAIN_SPA,Spa
TID_TRAIN_SPA_DESC,Tilbyr næringsrike og sunne produkter
TID_TRAIN_STATE_ARRIVING,Eggspresstoget kommer
TID_TRAIN_STATE_AWAY,Det neste eggspresstoget kommer om: <TIME>
TID_TRAIN_STATE_LEAVING,Eggspresstoget forlater byen
TID_TRAIN_STATE_STOPPED,Eggspresstoget er i byen
TID_TRAIN_STATION_GET_TRAIN_NOW,Få tog nå
TID_TRAIN_STATION_IMAGE_TOOLTIP,Toget kommer med <TIME> mellomrom og har med <MAX CAPACITY> gjester. Oppgrader jernbanestasjonen for å få flere gjester.
TID_TRAIN_STATION_PICKUP_SLOT_NONE_AVAILABLE,Oppgrader nabojernbanestasjonen for å låse opp flere plasser på perrongen.
TID_TRAIN_STATION_TITLE,Jernbanestasjon (nivå <LEVEL>)
TID_TRAIN_STATION_UPGRADE,Oppgrader
TID_TRAIN_STATION_UPGRADE_DESCRIPTION,Kapasitet i toget: <OLD MAX CAPACITY>\n\nOppgrader til: <NEW MAX CAPACITY>
TID_TRAIN_STATION_UPGRADE_REPUTATION_REQUIRED_TEXT,Du må minst ha <REPUTATION LEVEL> i omdømme for å kunne oppgradere dette.
TID_TRAIN_STATION_UPGRADE_TITLE,Oppgrader stasjon
TID_TRAIN_STATION_VISITOR_AMOUNT,Gjester i neste tog: <AMOUNT>
TID_TRAIN_STATION_VISITOR_AMOUNT_VILLAGE_CAPACITY_FULL,Byen din har bare plass til <AMOUNT> gjest(er)!
TID_TRAIN_TOWNHALL,Rådhus
TID_TRAIN_TOWNHALL_DESC,Oppgrader for å få større kapasitet i byen
TID_TRAIN_TRAINSTATION,Send bort
TID_TYPE_TRAIN_STATION_PASSENGER_ALREADY_PICKED,"Beklager, noen har allerede hentet denne gjesten."
