TID,SV
TID_DUCKS_TUTORIAL_TEXT,"Wow, det är den gamla anksalongen vi byggde med din farbror! Fixa den, bygg några ankfällor i nättillverkaren och ge ankorna fräsiga fjäderklippningar. Fånga dem som du fångar hummer."
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_TITLE,Är du säker?
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_TEXT,"När du ansluter säkerhetskopieras din bondgård, vilket gör att du inte förlorar några framsteg. Vi publicerar aldrig någonting utan din tillåtelse."
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_BUTTON_BACK,Anslut nu
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_BUTTON_DONT_SIGN_IN,Anslut inte
TID_FARM_NAME_TUTORIAL,Du kan byta namn senare!
TID_DECO_CHRISTMAS_SNOWWOMAN,Snögumma
TID_DECO_CHRISTMAS_SNOWWOMAN_DESC,Fira jul
TID_DECO_NEWYEAR_GRAMOPHONE,Grammofon
TID_DECO_NEWYEAR_GRAMOPHONE_DESC,Unik nyårsprydnad
TID_SERVICE_LIST_ITEM_REWARDS_UPGRADE_BUILDING,{size=11}Uppgradera byggnaden och få bonusar
TID_CHOOSE_FARM_UI_NOW_PLAYING,Spelas just nu
TID_FEATURE_DUCKS,Ankor
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,OK
TID_ELEPHANT,Elefant
TID_GIRAFFE,Giraff
TID_FLOATER_NEIGHBORHOOD_DERBY_COMING_SOON,Kvartersderby låses upp på nivå <LEVEL>
TID_NEIGHBORHOOD_TASK_HARVEST_CROP_DESCRIPTION,Skörda <NUMBER> <CROP>
TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_DESCRIPTION,Samla <NUMBER> <ANIMAL PRODUCT>
TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,Fånga <WEIGHT> kg fisk med drag
TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,Slutför <NUMBER> varubilsleveranser
TID_NEIGHBORHOOD_TASK_BOAT_ORDER_DESCRIPTION,Fyll och skicka iväg <NUMBER> båtar
TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,Betjäna <NUMBER> besökare i din by fullständigt
TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,Utvinn <NUMBER> malm från gruvan
TID_FLOATER_NEIGHBORHOOD_DERBY_NOT_IN_NEIGHBORHOOD,Gå med i ett kvarter för att delta i ett derby!
TID_ADVANCED_EVENT_TITLE_CHINESENEWYEAR,Nyår i Kina!
TID_ADVANCED_EVENT_TEXT_CHINESENEWYEAR,Det är kinesiskt nyår och varuleveranserna strömmar in! Med lite tur kanske du till och med ser fyrverkerier i fiskeområdet. Fyll så många varubilsleveranser som möjligt innan tiden går ut! Nå dina personliga mål för att få stora belöningar. Dina resultat läggs även till det globala communitymålet. Nå det globala målet tillsammans med jordbrukare över hela världen så blir ni alla belönade.
TID_ADVANCED_EVENT_NOTIFICATION_CHINESENEWYEAR,Spana in det nya kinesiskt nyår-evenemanget och de fina belöningarna!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHINESENEWYEAR,"Hej, <NAME>! Varubilsleveranserna var en storsuccé. Vilken underbar början på fårets år. Tack för allas medverkan i det globala evenemanget. Tillsammans fixade vi det! Ta emot denna belöning som tack för alla bidrag."
TID_ADVANCED_EVENT_SUCCESS_TITLE_CHINESENEWYEAR,Gott nytt fårår!
TID_ADVANCED_EVENT_SUCCESS_TEXT_CHINESENEWYEAR,Tillsammans utförde vårt community ett helt otroligt antal varubilsleveranser och fårets år fick en fantastisk start!
TID_EVENT_PAMFLET_CHINESENEWYEAR,Det är kinesiskt nyår!
TID_MASSGIFT_WINTERAWAY_HEADER,Uppdatering tillgänglig
TID_MASSGIFT_WINTERAWAY_TEXT,Hej <NAME>! Vintern är snart över. Om du vill avaktivera vintertemat kan du hämta den frivilliga uppdateringen från App Store. Ha en ko-trolig dag och njut av de här glittrande diamanterna som tack för ditt trogna Hay Day-spelande!
TID_MASSGIFT_WINTERAWAY_TEXT_ANDROID,"Hej, <NAME>! Vintern är snart över. Om du vill avaktivera vintertemat kan du hämta den frivilliga uppdateringen från Google Play. Ha en ko-trolig dag och njut av de här glittrande diamanterna som tack för ditt trogna Hay Day-spelande!"
TID_ADVANCED_EVENT_NOTIFICATION_VALENTINES2015,Spana in det nya alla hjärtans dag-evenemanget!
TID_DERBY_REWARDS_KEYS_HEADER,Du har <NUMBER> hästskor
TID_DERBY_REWARDS_KEYS_TEXT,Skaffa hästskor genom att få fler kvartersderbypoäng!
TID_DERBY_REWARDS_BUTTON_REROLL,Blanda om belöningar
TID_DERBY_REWARDS_BUTTON_CONFIRM,Hämta belöningar: <NUMBER>/<TOTAL>
TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,Skördeuppdrag
TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,Djuruppdrag
TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_TITLE,Fiskeuppdrag
TID_NEIGHBORHOOD_TASK_CAR_ORDER_TITLE,Varubilsleveransuppdrag
TID_NEIGHBORHOOD_TASK_BOAT_ORDER_TITLE,Båtuppdrag
TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_TITLE,Bybesökaruppdrag
TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_TITLE,Gruvuppdrag
TID_NEIGHBORHOOD_TASK_PROGRESS_TEXT,<CURRENT>/<REQUIRED>
TID_DERBY_TASK_POPUP_TASK_COMPLETE_TEXT,Slutförde <TASK>!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT,Misslyckades med att starta uppdrag.
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED,Du har redan ett pågående uppdrag!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_BY_OTHERS,En granne har antagit uppdraget!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_TASK_DISCARDED,Uppdraget har kastats!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_NO_TASKS_LEFT,Du har inga fler tillgängliga uppdrag!
TID_NEIGHBORHOOD_TASK_TIME_LEFT_TEXT,<TIME>
TID_TYPE_NEIGHBORHOOD_TASK_DISCARD_FAILED,Det gick inte att kasta uppdraget.
TID_NEIGHBORHOOD_TASK_TAKEN,<TIME>
TID_NEIGHBORHOOD_TASK_EXPIRED,Utgången
TID_NEIGHBORHOOD_TASK_COMPLETED,Slutförd
TID_NOTIFICATION_EARN_MORE_KEYS_TO_UNLOCK_REWARD,Få ytterligare <PARAM> kvartersderbypoäng för att visa den här stapeln!
TID_DERBY_CAPACITY,Kvartersderbypoäng: <COUNT>
TID_EASTERTREE_DESCRIPTION,Unik påskprydnad
TID_EASTERTREE,Påskträd
TID_KITTEN_HOUSE,Kattungebädd
TID_PUPPY_HOUSE,Hundvalpsbädd
TID_KITTEN_HOUSE_DESCRIPTION,Hem åt <CAPACITY> kattungar
TID_PUPPY_HOUSE_DESCRIPTION,Hem åt <CAPACITY> hundvalpar
TID_GOLDENWELL,Gyllene brunn
TID_GOLDENOUTHOUSE,Gyllene uthus
TID_GOLDENSWINGSET,Gyllene hammock
TID_GOLDENWELL_DESCRIPTION,Dekorera din bondgård
TID_GOLDENOUTHOUSE_DESCRIPTION,Dekorera din bondgård
TID_GOLDENSWINGSET_DESCRIPTION,Dekorera din bondgård
TID_TYPE_NEIGHBORHOOD_TASK_SPEED_UP_FAILED,Det gick inte att skynda på det kastade uppdraget.
TID_NEIGHBORHOOD_TASK_DISCARDED_WAITING,Uppdraget är inte tillgängligt än. Vänta eller skynda på!
TID_KITTEN1,Svartvit kattunge
TID_KITTEN2,Spräcklig kattunge
TID_KITTEN3,Fläckig kattunge
TID_PUPPY1,Retrievervalp
TID_PUPPY2,Pinschervalp
TID_PUPPY3,Jakthundsvalp
TID_KITTEN_DESCRIPTION,Mata för att få poäng
TID_PUPPY_DESCRIPTION,Mata för att få poäng
TID_MUSHROOMLOG,Svampstump
TID_MUSHROOMLOG_DESCRIPTION,Dekorera din bondgård
TID_DERBY_OVER_TITLE,Kapplöpningsbelöningar
TID_DERBY_OVER_TEXT_PRIZE,"Grattis, ditt kvarter hamnade på pallen! Här är belöningarna för de fina resultaten."
TID_DERBY_OVER_TEXT_NO_PRIZE,Om ditt kvarter når topp tre nästa gång får ni alla fina belöningar!
TID_DERBY_OVER_BUTTON,Hämta
TID_TYPE_NEIGHBORHOOD_DERBY_CLAIM_THRESHOLD_REWARDS,Du måste hämta dina belöningar!
TID_NEIGHBORHOOD_TASK_DISCARDED_WAITING_DONE_TITLE,Nytt uppdrag
TID_DERBY_REFRESH_TASK_BUTTON,Uppdatera
TID_NEIGHBORHOOD_TASK_DISCARDED_WAITING_DONE,Nytt uppdrag tillgängligt. Uppdatera för att få det!
TID_DERBY_TASK_HARVEST_WHEAT_TITLE,Skörda vete
TID_DERBY_TASK_HARVEST_CORN_TITLE,Skörda majs
TID_DERBY_TASK_HARVEST_SOYBEAN_TITLE,Skörda sojabönor
TID_DERBY_TASK_HARVEST_SUGARCANE_TITLE,Skörda sockerrör
TID_DERBY_TASK_HARVEST_CARROT_TITLE,Skörda morötter
TID_DERBY_TASK_HARVEST_INDIGO_TITLE,Skörda indigo
TID_DERBY_TASK_HARVEST_PUMPKIN_TITLE,Skörda pumpor
TID_DERBY_TASK_HARVEST_COTTON_TITLE,Skörda bomull
TID_DERBY_TASK_HARVEST_CHILI_TITLE,Skörda chilifrukter
TID_DERBY_TASK_HARVEST_TOMATO_TITLE,Skörda tomater
TID_DERBY_TASK_HARVEST_STRAWBERRY_TITLE,Skörda jordgubbar
TID_DERBY_TASK_HARVEST_POTATO_TITLE,Skörda potatisar
TID_DERBY_TASK_HARVEST_RICE_TITLE,Skörda ris
TID_DERBY_TASK_HARVEST_LETTUCE_TITLE,Skörda sallad
TID_DERBY_TASK_HARVEST_CHICKEN_TITLE,Samla ägg
TID_DERBY_TASK_HARVEST_COW_TITLE,Samla mjölk
TID_DERBY_TASK_HARVEST_PIG_TITLE,Samla bacon
TID_DERBY_TASK_HARVEST_SHEEP_TITLE,Samla ull
TID_DERBY_TASK_HARVEST_GOAT_TITLE,Samla getmjölk
TID_DERBY_TASK_HARVEST_WHEAT_DESCRIPTION,Skörda <NUMBER> vetefält
TID_DERBY_TASK_HARVEST_CORN_DESCRIPTION,Skörda <NUMBER> majsfält
TID_DERBY_TASK_HARVEST_SOYBEAN_DESCRIPTION,Skörda <NUMBER> sojabönfält
TID_DERBY_TASK_HARVEST_SUGARCANE_DESCRIPTION,Skörda <NUMBER> sockerrörsfält
TID_DERBY_TASK_HARVEST_CARROT_DESCRIPTION,Skörda <NUMBER> morotsfält
TID_DERBY_TASK_HARVEST_INDIGO_DESCRIPTION,Skörda <NUMBER> indigofält
TID_DERBY_TASK_HARVEST_PUMPKIN_DESCRIPTION,Skörda <NUMBER> pumpafält
TID_DERBY_TASK_HARVEST_COTTON_DESCRIPTION,Skörda <NUMBER> bomullsfält
TID_DERBY_TASK_HARVEST_CHILI_DESCRIPTION,Skörda <NUMBER> chilifält
TID_DERBY_TASK_HARVEST_TOMATO_DESCRIPTION,Skörda <NUMBER> tomatfält
TID_DERBY_TASK_HARVEST_STRAWBERRY_DESCRIPTION,Skörda <NUMBER> jordgubbsfält
TID_DERBY_TASK_HARVEST_POTATO_DESCRIPTION,Skörda <NUMBER> potatisfält
TID_DERBY_TASK_HARVEST_RICE_DESCRIPTION,Skörda <NUMBER> risfält
TID_DERBY_TASK_HARVEST_LETTUCE_DESCRIPTION,Skörda <NUMBER> salladsfält
TID_DERBY_TASK_HARVEST_CHICKEN_DESCRIPTION,Samla in <NUMBER> ägg
TID_DERBY_TASK_HARVEST_COW_DESCRIPTION,Samla in <NUMBER> mjölk
TID_DERBY_TASK_HARVEST_PIG_DESCRIPTION,Samla in <NUMBER> bacon
TID_DERBY_TASK_HARVEST_SHEEP_DESCRIPTION,Samla in <NUMBER> ull
TID_DERBY_TASK_HARVEST_GOAT_DESCRIPTION,Samla in <NUMBER> getmjölk
TID_NOTIFICATIONS_SETTINGS_DERBY,Derbynotiser
TID_NOTIFICATION_DERBY_TASK_ENDING,Ditt derbyuppdrag går snart ut!
TID_NOTIFICATION_DERBY_ENDING,Veckoderbyt slutar snart. Slutför dina kvarvarande uppdrag!
TID_NOTIFICATION_DERBY_ENDED,Förra veckans derby är över!
TID_NOTIFICATION_DERBY_STARTED,"Ett nytt derby är igång, häng med!"
TID_DERBY_START_INTRO_TITLE,Ett nytt derby är igång!
TID_DERBY_OVER_REWARDS_KEYS_HEADER,Du fick <NUMBER> hästskor
TID_DERBY_OVER_REWARDS_KEYS_TEXT,Hämta belöningar!
TID_DERBY_OVER_BUTTON_NO_PRIZE,OK
TID_DERBY_INFO_HELPSHIFT_BUTTON,Mer info
TID_DERBY_NOT_IN_LEAGUE_MESSAGE,Påbörja ett uppdrag åt ditt kvarter för att delta i derbyt!
TID_TYPE_NEIGHBORHOOD_DERBY_SCORE_GAINED,+<PARAM>
TID_HATMAKER,Hattmakare
TID_HATMAKER_DESCRIPTION,Tillverkar hattar
TID_TOP_RIGHT_HUD_TASK_PROGRESS_TOOLTIP,<DESCRIPTION>.\nSlutför inom <TIME LEFT> för att få <RACE POINTS> derbypoäng!
TID_TOP_RIGHT_HUD_TASK_COMPLETED_TOOLTIP,Uppdrag slutfört!
TID_FISH_WEIGHT,<WEIGHT> kg
TID_DERBY_TASK_UNSELECTED_DETAILS,Välj ett uppdrag till vänster och tryck på uppdragsknappen för att sätta igång det!
TID_STREAM_SENDER_NEIGHBORHOOD_DERBY,Kvartersderby
TID_STREAM_EVENT_DERBY_THRESHOLD_REACHED,Du fick en derbyhästsko! Ni kommer alla att få ännu fler belöningar när derbyt är över!
TID_STREAM_EVENT_DERBY_ENDED,Derbyt är slut! Gå till derbyståndet för att kolla om du fick några belöningar!
TID_DERBY_THRESHOLD_REWARDS_BUTTON,Visa
TID_DERBY_TASK_TIME_LEFT_TOOLTIP,Återstående tid för att slutföra derbyuppdraget.
TID_DERBY_TASK_TIME_DURATION_TOOLTIP,Slutför uppdraget inom tiden för att få derbypoäng.
TID_DERBY_TASK_POINTS_TOOLTIP,Ditt kvarter får derbypoäng när det här uppdraget är slutfört.
TID_TYPE_NEIGHBORHOOD_TASK_SPEED_UP_ALREADY_BOUGHT,En granne har redan skyndat på det här uppdraget!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_LEVEL_REQUIREMENTS,Din nivå är för låg för det här uppdraget!
TID_NEIGHBORHOOD_TASK_TIME_UNLIMITED_TEXT,Tills derbyt tar slut
TID_FLOATER_DERBY_CLAIM_LEAGUE_REWARDS,Spana in derbyresultaten först!
TID_DISCARD_NEIGHBORHOOD_TASK_POPUP_TITLE,Bekräfta kastning
TID_DISCARD_NEIGHBORHOOD_TASK_POPUP_NO,Avbryt
TID_DISCARD_NEIGHBORHOOD_TASK_POPUP_YES,Kasta
TID_DISCARD_NEIGHBORHOOD_TASK_POPUP_DESCRIPTION,Är du säker på att du vill kasta det här påbörjade uppdraget? Din uppdragskvot kommer inte att återbetalas.
TID_TYPE_NEIGHBORHOOD_TASK_DISCARD_FAILED_TASK_RESERVED,"En granne har påbörjat det här uppdraget, så det går inte att kasta det."
TID_TYPE_NEIGHBORHOOD_TASK_DISCARD_FAILED_TASK_ALREADY_DISCARDED,En granne har redan kastat det här uppdraget!
TID_MOSSYROCK,Mossig sten
TID_MONUMENTALROCK,Stenutställning
TID_MOSSYROCK_DESCRIPTION,Dekorera din bondgård
TID_MONUMENTALROCK_DESCRIPTION,Dekorera din by
TID_TYPE_NEIGHBORHOOD_TASK_RESERVE_FAILED_JOINED_AFTER_SEASON_START,Vänta tills nästa veckoderby för att ansluta!\n\nDu måste vara del av kvarteret innan derbyt börjar för att kunna delta!
TID_TYPE_NEIGHBORHOOD_TASK_DISCARD_FAILED_JOINED_AFTER_SEASON_START,Vänta tills nästa veckoderby för att ansluta!\n\nDu måste vara del av kvarteret innan derbyt börjar för att kunna delta!
TID_TYPE_NEIGHBORHOOD_TASK_DISCARD_FAILED_EXPIRED,Det gick inte att kasta uppdraget.
TID_TYPE_NEIGHBORHOOD_TASK_SPEED_UP_JOINED_AFTER_SEASON_START,Vänta tills nästa veckoderby för att ansluta!\n\nDu måste vara del av kvarteret innan derbyt börjar för att kunna delta!
TID_TYPE_NEIGHBORHOOD_TASK_SPEED_UP_TASK_RESERVED,"En granne har påbörjat det här uppdraget, så det går inte att skynda på."
TID_TYPE_NEIGHBORHOOD_TASK_SPEED_UP_NOT_ENOUGH_DIAMONDS,Du har för få diamanter för att skynda på det här uppdraget!
TID_TYPE_NEIGHBORHOOD_TASK_PLUS_ONE_TASK_FAILED_TASK_LIMIT,Du har inga fler tillgängliga uppdrag!
TID_TYPE_NEIGHBORHOOD_TASK_PLUS_ONE_TASK_FAILED_NOT_ENOUGH_DIAMONDS,För få diamanter!
TID_DERBY_TASKS_JOINED_AFTER_DERBY_START_MESSAGE,Vänta tills nästa veckoderby för att ansluta!\n\nDu måste vara del av kvarteret innan derbyt börjar för att kunna delta!
TID_FLOATER_CLAIM_REWARDS_AFTER_DERBY,Du kan hämta dina belöningar när derbyt är över
TID_FLOATER_NEIGHBORHOOD_DERBY_DISABLED,Derbyt är inte tillgängligt just nu. Försök igen senare.
TID_DERBY_EVENT_TIME_TOOLTIP,Återstående tid för nuvarande derbyevenemang.\nSlutför uppdrag tillsammans som kvarter innan tiden går ut!
TID_DERBY_EVENT_POINTS_TOOLTIP,Kvarterets totala derbypoäng.\nSlutför fler derbyuppdrag för att få fler poäng!
TID_DERBY_TASK_AVAILABLE_TOOLTIP,Personlig kvot på <AVAILABLE_TASK>/<TOTAL_TASK> uppdrag för derbyt.\nDu kan lägga till <PURCHASE_TASK> uppdrag när din kvot är full.
TID_DERBY_ENDED,Derbyt är över!
TID_REPUTATION_LEVEL_UP2_TEXT,Nu kan du uppgradera alla servicebyggnader till nivå <LEVEL_NUMBER>!
TID_DERBY_INFO_TITLE_1,Välkommen till kvartersderbyt!
TID_DERBY_INFO_1,"Utför uppdrag som att skörda, fiska och slutföra båtbeställningar för att få belöningar.\n\nDitt kvarter får derbypoäng när du slutför uppdrag och alla får då fina belöningar. Om du placerar dig på pallen får du ännu fler belöningar och uppgraderas till en högre liga där du kan få ännu fler belöningar och uppdrag.\n\nDet kommer ett nytt derby varje vecka, så du har alltid möjlighet att vinna!"
TID_DERBY_INFO_TITLE_2,Hur deltar man i derbyt?
TID_DERBY_INFO_2,"I den första fliken visas de tillgängliga derbyuppdragen till vänster. Uppdragen består av att utföra handlingar, inte leverera produkter.\n\nTryck på ett uppdrag för att få info om det: vad du måste göra, hur lång tid du har på dig och hur många derbypoäng det ger.\n\nTryck på knappen nedanför för att påbörja uppdraget.\n\nKvartersledaren, medledaren och nestorer kan kasta lediga uppdrag som finns på tavlan. Du kan också välja att inte vara med i ett derby via spelets avancerade inställningar."
TID_DERBY_INFO_TITLE_3,Tillgängliga uppdrag
TID_DERBY_INFO_3,De tillgängliga uppdragen indikerar hur många uppdrag du kan ta dig an under det nuvarande derbyt. Varje liga har olika antal uppdrag. När räknaren når 0 kan du inte ta på dig fler uppdrag.\n\nDu kan köpa ett extrauppdrag med diamanter - men du kan bara köpa ett.
TID_DERBY_INFO_TITLE_4,Tävla mot andra kvarter
TID_DERBY_INFO_4,Den andra fliken visar derbykapplöpningsbanan. Hästen högst upp tillhör ditt kvarter och avancerar allteftersom du tjänar derbypoäng.\n\nDu får hästskor när du når kontrollpunkterna. Varje hästsko ger en belöning i slutet av derbyt (max 5-9 belöningar beroende på vilken liga ditt kvarter ligger i).\n\nOm de når den första kontrollpunkten får de tre bästa kvarteren extrabelöningar när derbyt är över.
TID_DERBY_INFO_TITLE_5,Belöningarna då?
TID_DERBY_INFO_5,Den tredje fliken visar ditt kvarters hästskor. Dessa avslöjar belöningarna. Du kan välja en belöning per avslöjad spalt när derbyt slutar.\n\nGillar du inte vad du ser? Byt ut belöningarna genom att trycka på knappen \qBlanda om belöningar\q. Vill du behålla vissa belöningar ska du trycka på dem innan du blandar om.\n\nVälj alla dina belöningar och tryck på knappen för att hämta dem.
TID_CLOCHE_HAT,Klockhatt
TID_TOP_HAT,Hög hatt
TID_SUN_HAT,Solhatt
TID_HAT_MAKER_PRODUCT_DESCRIPTION,Tillverka i hattmakaren
TID_DERBY_TUTORIAL_TITLE,Derbygenomgång
TID_TUTORIAL_NEIGHBORHOOD_DERBY,Nu när du är med i ett kvarter kan du delta i kvartersderbyt! Vad är ett derby? Låt oss ta reda på det.
TID_TUTORIAL_NEIGHBORHOOD_DERBY_TAP,Tryck på derbyståndet för att se vad som väntar dig!
TID_TUTORIAL_NEIGHBORHOOD_DERBY2,"I derbyt tar du dig an uppdrag, slutför de efterfrågade handlingarna och samlar poäng till ditt kvarter. Om alla deltar kan alla få grymma belöningar!\nOm du behöver hjälp kan du alltid spana in derbyhjälpen för mer info."
TID_TUTORIAL_NEIGHBORHOOD_DERBY_END2,När ett derby tar slut så börjar nästa! Du kan alltid se fram emot att ha kul med dina grannar.
TID_TOP_RIGHT_HUD_TASK_EXPIRED_TOOLTIP,Uppdraget har gått ut! Du kan kasta det genom att öppna derbyståndet.
TID_TUTORIAL_NEIGHBORHOOD_DERBY3,Är ditt första derby redan över? Tiden går fort när man har roligt! Är du sugen på belöningarna? Vi tar och spanar in hur man lägger vantarna på dem!
TID_TUTORIAL_NEIGHBORHOOD_DERBY4,Vill du se vilka belöningar som väntar dig? Tryck på derbyståndet!
TID_DERBY_TUTORIAL2_TITLE,Hur man hämtar belöningar
TID_TUTORIAL_NEIGHBORHOOD_DERBY_TAP2,Tryck på derbyståndet för att se resultatet i förra derbyt!
TID_DERBY_INFO_TUTORIAL_TASKS_BUTTON,Genomgång 1
TID_DERBY_INFO_TUTORIAL_REWARDS_BUTTON,Genomgång 2
TID_ABOUT_PARENT_GUIDE,Föräldraguide
TID_DISCARD_NEIGHBORHOOD_TASK_LEADER_POPUP_DESCRIPTION,Är du säker på att du vill kasta det här uppdraget?
TID_DERBY_TASK_UNSELECTED_DETAILS_ZERO_AVAILABLE,Du har använt alla dina tillgängliga uppdrag i det här derbyt!
TID_DERBY_OVER_TEXT_NOT_QUALIFIED,Nå den första hästskokontrollpunkten för att kvalificera dig för de tre översta kvartersbelöningarna!
TID_DERBY_RACETRACK_TROPHY_TOOLTIP,Nå den här kontrollpunkten för att kvalificera dig för de tre översta kvartersbelöningarna!
TID_DERBY_NOT_IN_DERBY_MESSAGE,Vänta tills nästa veckoderby för att ansluta!
TID_ACHIEVEMENT_DERBY_POINTS,Flitig granne
TID_ACHIEVEMENT_DERBY_POINTS_DESCRIPTION,Samla <NUMBER> kvartersderbypoäng
TID_ACHIEVEMENT_DERBY_TASKS,Uppdragsmästare
TID_ACHIEVEMENT_DERBY_TASKS_DESCRIPTION,Slutför <NUMBER> kvartersderbyuppdrag
TID_STAT_LEVEL_REWARDS_LEVEL_NEXT_THRESHOLD_TOOLTIP,<NUMBER> erfarenhetspoäng till för att nå den här gränsen.
TID_PRODUCT_HOTDOG,Varmkorv
TID_PRODUCT_TOFUDOG,Tofukorv
TID_PRODUCT_CORNDOG,Corndog
TID_HOTDOG_STAND_PRODUCT_DESCRIPTION,Tillagas i korvkiosken
TID_HOTDOG_STAND,Korvkiosk
TID_HOTDOG_STAND_DESCRIPTION,Gör varmkorv
TID_MASSGIFT_ISSUES_GENERAL_TEXT,"Hej, <NAME>! Vi har för närvarande vissa problem, men vi arbetar för fullt med att lösa dem. Vi beklagar detta och vill gärna ge dig den här gåvan som tack för ditt tålamod!"
TID_MASSGIFT_ISSUES_DERBY_TEXT,"Hej, <NAME>! Vi har för närvarande vissa problem med derbyt, men vi arbetar för fullt med att lösa dem. Vi beklagar detta och vill gärna ge dig den här gåvan som tack för ditt tålamod!"
TID_MASSGIFT_ISSUES_NEWFEATURES_TEXT,"Hej, <NAME>! Vi har för närvarande vissa problem med de nya inslagen, men vi arbetar för fullt med att lösa dem. Vi beklagar detta och vill gärna ge dig den här gåvan som tack för ditt tålamod!"
TID_MASSGIFT_ISSUES_NEIGHBORHOODS_TEXT,"Hej, <NAME>! Vi har för närvarande vissa problem med kvarteren, men vi arbetar för fullt med att lösa dem. Vi beklagar detta och vill gärna ge dig den här gåvan som tack för ditt tålamod!"
TID_DERBY_TASK_LOG_TITLE,Personlig derbyuppdragslogg
TID_DERBY_PAUSED_TITLE,Nästa derby börjar om: <TIME>
TID_MASSGIFT_ISSUES_HICKUPS_TEXT,"Hej, <NAME>! Vi hade lite strul med de nya inslagen och var tvungna att genomföra ett mindre underhåll. Tyvärr var spelet inte tillgängligt under tiden. Här får du en gåva som kompensation!"
TID_MASSGIFT_ISSUES_HICKUPS_HEADER,Strul
TID_MASSGIFT_ISSUES_DOWNTIME_HEADER,Spelet ligger nere
TID_MASSGIFT_ISSUES_WORKINGHARD_HEADER,Vi jobbar hårt!
TID_PRODUCT_RAWPASTA,Färskpasta
TID_PRODUCT_RICENOODLES,Risnudlar
TID_PASTA_MAKER_PRODUCT_DESCRIPTION,Produceras i pastamaskinen
TID_PASTA_MAKER,Pastamaskin
TID_PASTA_MAKER_DESCRIPTION,Gör pasta och nudlar
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_LAST_MEMBER_TEXT_DERBY_PAUSED,"Vill du lämna kvarteret <NAME>? Du är den sista kvarvarande medlemmen, så kvarteret kommer att upplösas."
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_TEXT_DERBY_PAUSED,Lämna kvarteret <NAME>?
TID_DERBY_END_WARNING,Derbyt är nästan över!
TID_DERBY_END_BLOCKED,"Derbyt är på väg att ta slut, inga nya uppdrag är tillåtna."
TID_DERBY_ENDING_TASK_BLOCKED_FLOATER,Det går inte att ta uppdraget då derbyt nästan är över.
