TID,PT
TID_IOS4_SUPPORT_ENDING_TEXT,"Por várias razões técnicas, infelizmente somos obrigados a encerrar o suporte a todas as versões do iOS anteriores à 5.1.1 na próxima atualização do Hay Day na App Store. Já que o seu dispositivo atualmente usa uma versão anterior a essa, você não poderá mais jogar Hay Day a menos que atualize para a versão mais recente do iOS."
TID_IOS4_SUPPORT_ENDING_BUTTON,Como atualizar o iOS
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE,Conexão perdida
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE,Outro dispositivo está conectando a esta fazenda.
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON,Recarregar o jogo
TID_STAT_LEVEL_REWARDS_LEVEL_THRESHOLD_TITLE,Atinja marcos de nível e ganhe recompensas:
TID_STAT_LEVEL_REWARDS_NEXT_LEVEL_TITLE,Atinja o próximo nível (<LEVEL>) para desbloquear:
TID_DUCK_SALON,Salão dos patos
TID_REPAIR_DUCK_SALON_TITLE,{size=19}Consertar o salão dos patos?
TID_REPAIR_DUCK_SALON_TEXT,Os patos capturados aparecerão automaticamente aqui depois que você consertar o salão!
TID_REPAIR_DUCK_SALON_YES,Começar a consertar
TID_DUCK_TRAP,Armadilha de patos
TID_DUCK,Pato
TID_DUCK_SALON_CAPACITY,Capacidade do salão dos patos: <COUNT>/<MAX>
TID_DUCK_READY_TO_HARVEST,Pronto para coletar
TID_FLOATER_DUCK_CATCHING_COMING_SOON,A armadilha de patos desbloqueia no nível <LEVEL>
TID_REQUIRES_DUCK_SALON,Requer o salão dos patos e o redeiro
TID_FLOATER_DUCK_SALON_FULL,O salão dos patos está cheio!
TID_UPGRADE_DUCK_SALON_YES,Começar a melhorar
TID_UPGRADE_DUCK_SALON_TITLE,{size=19}Melhorar o salão dos patos?
TID_UPGRADE_DUCK_SALON_TEXT,"Melhore para abrir espaço para os patos. Quanto mais patos adicionar, mais eles vão se divertir!"
TID_DUCK_DOWN,Pena de pato
TID_DUCK_DOWN_DESCRIPTION,Pegue na área de pesca.
TID_FLOATER_DUCK_SALON_MAX_RANK,O salão dos patos está no nível máximo!
TID_FLOATER_DUCK_SALON_UPGRADING,Melhoria do salão dos patos em andamento!
TID_NOTIFICATION_DUCK_SALON_HARVEST_READY,Seus patos estão prontos para serem recolhidos!
TID_NOTIFICATIONS_SETTINGS_DUCK_SALON_HARVEST_READY,Notificações do salão dos patos
TID_ACHIEVEMENT_DUCK_DOWN,Pateleireiro
TID_ACHIEVEMENT_DUCK_DOWN_DESCRIPTION,Colha <NUMBER> penas de pato.
TID_ACHIEVEMENT_DUCK_SALON,Salão de beleza
TID_ACHIEVEMENT_DUCK_SALON_DESCRIPTION,Tenha <NUMBER> patos no salão ao mesmo tempo.
TID_EXP_LEVEL_THRESHOLD_REWARD_GAINED,Marco de nível atingido
TID_STORAGE_FULL_BUTTON,Melhorar agora
TID_FEATURE_BOAT,Pedidos do barco
TID_FEATURE_MINE,Mina
TID_FEATURE_FISHING,Área de pesca
TID_FEATURE_NEIGHBORHOOD,Vizinhanças
TID_FEATURE_TRAIN,Área da cidade
TID_FEATURE_LOBSTER_FISHING,Lagostas
TID_FEATURE_RSS_NEWSPAPER,Comércio
TID_FEATURE_CALENDAR_EVENTS,Eventos
TID_FEATURE_TOM,Tom
TID_FEATURE_FIRST_PET,Bichinhos
TID_FEATURE_EXPANSIONS,Expansões da fazenda
TID_FEATURE_FISHING_NETS,Redes de pesca
TID_FEATURE_BEES,Abelhas
TID_LEVEL_UP_CONFIRM_BUTTON_TEXT,Continuar
TID_REPUTATION_LEVEL_UP_CONFIRM_BUTTON_TEXT,Continuar
TID_ANIMAL_HABITAT_HUD_NO_ANIMAL_PRODUCT_TO_COLLECT,Ainda não há produto de <ANIMAL> para coletar!
TID_ANIMAL_HABITAT_HUD_NO_ANIMAL_TO_FEED,Não há <ANIMAL> com fome no momento!
TID_STAT_LEVEL_CAP_REACHED,Você atingiu o nível máximo atual. Parabéns!
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Ajuda extra
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,Entre numa vizinhança para conseguir ajuda extra com o barco!
TID_BOAT_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,Entre numa vizinhança para dar ajuda extra!
TID_BOAT_EXTRA_HELP_INVITE_NEIGHBORHOOD,Convide <PARAM> para entrar na sua vizinhança e receba ajuda extra com o barco!
TID_BOAT_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,Entre nesta vizinhança para dar ajuda extra!
TID_FISH_74,Peixe lacustre
TID_FISH_74_DESCRIPTION,Você encontrará este peixe com seus companheiros em águas frias profundas.
TID_FISH_75,Carpa comum
TID_FISH_75_DESCRIPTION,Este aspirador de água doce absorverá qualquer coisa. Cuidado com os dedos!
TID_FISH_76,Perca
TID_FISH_76_DESCRIPTION,Este peixe introvertido gosta da atmosfera calma das águas paradas.
TID_STREAM_EVENT_HELP_REQUESTED,Minha fazenda precisa de ajuda!
TID_HELP_REQUEST_VISIT_BUTTON,Visitar
TID_SERVICE_LIST_ITEM_REWARDS_BONUS,Bônus do edifício
TID_SERVICE_LIST_ITEM_REWARDS_TOTAL,Total de recompensas
TID_TOWN_REQUEST_BOARD_TITLE,Pedidos de visitantes da cidade
TID_HINT_SETTINGS_ADVANCED,Você pode personalizar a sua experiência de jogo nas configurações avançadas.
TID_HINT_SETTINGS_HELPSHIFT,Encontre muitas informações úteis em Configurações -> Ajuda e suporte
TID_HINT_NEIGHBORHOOD_ONLY_ONE,Você só pode participar de uma vizinhança por vez.
TID_HINT_NEIGHBORHOOD_INVITE_FRIENDS,Você pode convidar amigos para a sua vizinhança tocando no envelope durante a visita.
TID_HINT_FISHING_SCRAP_BOOK,Confira o seu livro de pesca para coletar diamantes e pegar tipos diferentes de peixes!
TID_HINT_FISHING_EVENT_FISH,Alguns peixes raros só podem ser pegos durante os eventos de pesca.
TID_HINT_TEASER_FISHING_TOWN,O local de pesca e a cidade são áreas diferentes com experiências de jogo incríveis.
TID_HINT_TOWN_COMPLETE_VISITORS,Conclua todos os pedidos de um visitante em um edifício na cidade para receber um item raro especial!
TID_HINT_TOWN_UPGRADE_BUILDINGS,Melhore os edifícios da cidade para servir mais visitantes e ganhar bônus!
TID_HINT_TOWN_TOWNHALL_UPGRADE,Melhore a prefeitura da cidade para receber mais visitantes!
TID_HINT_TOWN_TRAINSTATION_UPGRADE,Melhore a estação ferroviária na cidade para receber mais visitantes por meio do trem da Ovospresso!
TID_HINT_TOWN_MYSTERY_CHEST,"Às vezes, na cidade, é possível encontrar um baú especial flutuando na água."
TID_HINT_BEES_NECTAR_COLLECTING,As abelhas coletam néctar de arbustos para produzir favos de mel.
TID_HINT_BEES_HONEYEXTRACTOR,Tire mel dos favos com o extrator de mel!
TID_HINT_BOAT_SEND_AWAY,Você pode mandar o barco embora tocando no ícone dele antes de carregar produtos.
TID_HINT_EVENTS_TEASER,"Os eventos são um jeito muito bom de ganhar recompensas boas, como moedas extras ou itens especiais."
TID_HINT_EVENTS_GLOBAL_GOAL,"Nos eventos, a meta global é a colaboração de todos os jogadores ao redor do mundo."
TID_HINT_MIDLEVEL_THRESHOLDS,Ganhe recompensas imediatas legais ao atingir os marcos intermediários de nível!
TID_HINT_LEVELSTAR_NEXT_LEVEL,Toque na sua estrela de nível para ver o conteúdo do próximo nível!
TID_HINT_FISHERMAN_TUTORIAL_FISHING,Toque no pescador para repetir o tutorial de pesca!
TID_HINT_FISHERMAN_TUTORIAL_FISHING_LOBSTERS,Toque no pescador para repetir os tutoriais de pesca e de lagosta!
TID_HINT_FISHING_NETS_NOT_TO_BOOK,A pesca com redes não acrescenta itens à sua coleção do livro de pesca.
TID_HINT_FISHING_LURES_TO_BOOK,Pesque com iscas para concluir a sua coleção de livro de pesca!
TID_HINT_FISHING_NETS_GET_MEAT,As redes de pesca são úteis se você só precisa de filés de peixe.
TID_HINT_LOBSTERS_UPGRADE,Melhore o tanque de lagostas para ter mais espaço para as lagostas!
TID_HINT_LOBSTERS_ANIMATION_TEASER,Melhore o tanque de lagostas para ver todas as animações engraçadas de lagostas!
TID_HINT_DUCKS_SIMILAR_TO_LOBSTERS,Os patos são pegos de um jeito parecido com o das lagostas.
TID_HINT_DUCKS_UPGRADE,Melhore o salão dos patos para ter mais espaço para os patos!
TID_HINT_DUCKS_ANIMATION_TEASER,Melhore o salão dos patos para ver todas as animações engraçadas de patos!
TID_HINT_MINE_TOOLS_PICKAXE,"Dinamite, barris de TNT, pás e picaretas podem ser usadas na mina."
TID_HINT_FAQ_MULTIPLE_DEVICES,"Você pode jogar na sua fazenda em vários dispositivos, veja nas perguntas frequentes como se conectar."
TID_DECO_CHRISTMAS_BELL_DESC,Celebre as festas.
TID_DECO_CHRISTMAS_BELL,Sino de Natal
TID_DECO_CHRISTMAS_LIGHT_FENCE_DESC,Celebre as festas.
TID_DECO_CHRISTMAS_LIGHT_FENCE,Cerca de Natal de luzes
TID_ACHIEVEMENT_HONEYCOMBS,Doce deleite
TID_ACHIEVEMENT_HONEYCOMBS_DESCRIPTION,Colha <NUMBER> favos de mel.
TID_ACHIEVEMENT_BEES,Agitozz mil
TID_ACHIEVEMENT_BEES_DESCRIPTION,Tenha <NUMBER> abelhas.
TID_TOWN_REQUEST_BOARD_HUD_NO_REQUESTS,Não há pedidos pendentes de visitantes da cidade no momento. Visite a sua cidade para receber mais visitantes!
TID_HINT_CONNECT_TO_SAVE,Conecte o seu jogo ao Supercell ID para salvar sua fazenda!
TID_HINT_CONNECT_TO_SAVE_ANDROID,Conecte o seu jogo ao Supercell ID para salvar sua fazenda!
TID_EVENT_PAMFLET_CHRISTMAS2014,O evento de Natal chegou!
TID_ADVANCED_EVENT_TEXT_CHRISTMAS2014,Os novos itens badalados desta época de festas vêm da máquina de costura! Contribua o quanto puder antes que o tempo se esgote! Atinja as suas metas pessoais para conseguir grandes recompensas. O seu resultado também contribui para a meta global da comunidade. Atinja a meta global em conjunto com fazendeiros do mundo inteiro e todos serão recompensados. Boas festas!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS2014,"Olá, <NAME>! A cidade está lotada de produtos super macios de fazendeiros do mundo todo. Agradecemos a todos pela participação no evento global. Juntos, conseguimos! Aceite esta recompensa como agradecimento por suas contribuições!"
TID_EVENT_PAMFLET_NEWYEAR2014,O evento de Ano-Novo chegou!
TID_ADVANCED_EVENT_TEXT_NEWYEAR2014,Vamos começar o Ano Novo com muffins deliciosos! Contribua o quanto puder antes que o tempo se esgote! Atinja as suas metas pessoais para conseguir grandes recompensas. Seu resultado também é adicionado à meta global da comunidade. Atinja a meta global em conjunto com fazendeiros do mundo todo e todos serão recompensados.
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR2014,"Olá, <NAME>! A cidade está lotada de muffins de fazendeiros do mundo todo. Agradecemos a todos pela participação no evento global. Juntos, conseguimos! Aceite esta recompensa como agradecimento por suas contribuições!"
TID_EVENT_PAMFLET_VALENTINES2014,É o fim de semana do Valentine's Day!
TID_ADVANCED_EVENT_TEXT_VALENTINES2015,"Receba o triplo de moedas e vales em todos os pedidos de barco neste fim de semana romântico! Durante este evento, você ganha o triplo de moedas ao completar uma caixa e o triplo de vales ao completar uma entrega de barco! Não se esqueça de visitar os amigos e ajudar com os barcos deles também."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_VALENTINES2015,"Olá, <NAME>! A cidade está lotada de queijo e suco de amora de fazendeiros do mundo todo. O amor está mesmo no ar! Agradecemos a todos pela participação no evento global. Juntos, conseguimos! Aceite esta recompensa como agradecimento por suas contribuições!"
TID_EVENT_PAMFLET_EASTER2015,O evento de Páscoa chegou!
TID_ADVANCED_EVENT_TEXT_EASTER2015,Cidades do mundo querem produtos de fazenda de qualidade para deixar a Páscoa mais especial. Carregue o máximo de barcos que puder antes que o tempo acabe! Atinja suas metas pessoais para ótimas recompensas. O seu resultado também é adicionado à meta global da comunidade. Atinja a meta global com fazendeiros do mundo todo e será recompensado.
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_EASTER2015,"Oi, <NAME>! Produtos incríveis de fazendeiros do mundo todo foram despachados para lugares distantes. Esta Páscoa foi mesmo próspera! Obrigado à todos por participar no evento global. Juntos, conseguimos! Aceite esta recompensa como agradecimento por suas contribuições!"
TID_ADVANCED_EVENT_SUCCESS_TEXT_EASTER2015,Nossa comunidade em conjunto despachou tantos barcos cheios de produtos que esta será uma Páscoa inesquecível!
TID_UPDATE_NOTIFICATION_SPECIAL,Novidade! O vale chegou! Atualize o jogo agora para explorar a nova área e desbloquear brindes.
TID_UPDATE_NOTIFICATION_SPECIAL_ANDROID,Novidade! O vale chegou! Atualize o jogo agora para explorar a nova área e desbloquear brindes.
TID_UPDATE_NOTIFICATION_GENERIC,Veja a nova atualização na App Store!
TID_UPDATE_NOTIFICATION_GENERIC_ANDROID,Veja a nova atualização no Google Play!
TID_TOWN_REQUEST_BOARD_INFO,Aqui você pode ver o que os visitantes estão pedindo na cidade.
TID_PRODUCT_PILLOW,Travesseiro
TID_PRODUCT_BLANKET,Manta
TID_CHOOSE_FARM_UI_DEVICE,No dispositivo
TID_CHOOSE_FARM_UI_CLOUD,Na nuvem
TID_CHOOSE_FARM_UI_TIME,Última vez que jogou: <LAST_PLAYED_TIME>
TID_CHOOSE_FARM_UI_BUTTON,Escolher
TID_CHOOSE_FARM_UI_INFO,O que é isso?
TID_SAVE_YOUR_FARM_INFO,Por que devo conectar?
TID_LEADERBOARD_BOAT_ERROR_CONNECT_TO_SCID,Inicie uma sessão no Supercell ID para ver os rankings dos seus amigos!
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,Entre em contato com o suporte
TID_DUCKS_TUTORIAL_TEXT,"Uau, é o velho salão dos patos que construímos com seu tio! Conserte-o, construa algumas armadilhas de patos no redeiro e comece a fazer cortes da moda nas penas dos patos. Pegue-os do mesmo jeito que você captura lagostas."
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_TITLE,Tem certeza?
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_TEXT,"Ao conectar-se, o jogo fará um backup da sua fazenda, impedindo que você perca o seu progresso. Nunca publicaremos nada sem a sua permissão."
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_BUTTON_BACK,Conectar agora
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_BUTTON_DONT_SIGN_IN,Não conectar
TID_FARM_NAME_TUTORIAL,Você pode alterar o nome mais tarde!
TID_DECO_CHRISTMAS_SNOWWOMAN,Sra. Neve
TID_DECO_CHRISTMAS_SNOWWOMAN_DESC,Celebre as festas.
TID_DECO_NEWYEAR_GRAMOPHONE,Gramofone
TID_DECO_NEWYEAR_GRAMOPHONE_DESC,Decoração exclusiva de Ano-Novo.
TID_SERVICE_LIST_ITEM_REWARDS_UPGRADE_BUILDING,Melhore o edifício e ganhe bônus.
TID_CHOOSE_FARM_UI_NOW_PLAYING,Jogando no momento
TID_FEATURE_DUCKS,Patos
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,Ok
TID_ELEPHANT,Elefante
TID_GIRAFFE,Girafa
TID_FLOATER_NEIGHBORHOOD_DERBY_COMING_SOON,A corrida da vizinhança desbloqueia no nível <LEVEL>
TID_NEIGHBORHOOD_TASK_HARVEST_CROP_DESCRIPTION,Colha <NUMBER> <CROP>.
TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_DESCRIPTION,Colete <NUMBER> <ANIMAL PRODUCT>.
TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,Pesque <WEIGHT> kg de peixe com iscas.
TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,Complete <NUMBER> entregas com o caminhão.
TID_NEIGHBORHOOD_TASK_BOAT_ORDER_DESCRIPTION,Conclua e envie <NUMBER> barcos.
TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,Atenda totalmente <NUMBER> visitantes na cidade.
TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,Escave <NUMBER> minérios da mina.
TID_FLOATER_NEIGHBORHOOD_DERBY_NOT_IN_NEIGHBORHOOD,Entre numa vizinhança e participe da corrida!
TID_ADVANCED_EVENT_TITLE_CHINESENEWYEAR,Feliz Ano-Novo Chinês!
TID_ADVANCED_EVENT_TEXT_CHINESENEWYEAR,"É o Ano-Novo Chinês, e os pedidos do caminhão estão no auge! Se tiver sorte, você até verá fogos de artifício na área de pesca. Atenda quantos pedidos de caminhão puder antes que o tempo se esgote! Atinja suas metas pessoais para conseguir grandes recompensas. O seu resultado também contribui para a meta global da comunidade. Atinja a meta global em conjunto com fazendeiros do mundo inteiro e todos serão recompensados."
TID_ADVANCED_EVENT_NOTIFICATION_CHINESENEWYEAR,Confira o evento do Ano Novo Chinês com grandes recompensas!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHINESENEWYEAR,"Olá, <NAME>! As entregas de caminhão foram um sucesso retumbante! Que ótimo início para o Ano da Ovelha. Agradecemos a todos pela participação no evento global. Juntos, conseguimos! Aceite esta recompensa como agradecimento por suas contribuições!"
TID_ADVANCED_EVENT_SUCCESS_TITLE_CHINESENEWYEAR,Feliz Ano da Ovelha!
TID_ADVANCED_EVENT_SUCCESS_TEXT_CHINESENEWYEAR,"Nossa comunidade reunida fez uma incrível quantidade de entregas de caminhão, um início fantástico para o Ano da Ovelha!"
TID_EVENT_PAMFLET_CHINESENEWYEAR,É o Ano-Novo Chinês!
TID_MASSGIFT_WINTERAWAY_HEADER,Atualização disponível
TID_MASSGIFT_WINTERAWAY_TEXT,"Olá, <NAME>! O inverno está chegando ao fim! Se quiser desativar o tema de inverno, você pode pegar a atualização opcional da App Store. Tenha um dia MUUUito bom e aceite estes diamantes brilhantes como um presente por seu apoio constante ao jogar Hay Day!"
TID_MASSGIFT_WINTERAWAY_TEXT_ANDROID,"Olá, <NAME>! O inverno está chegando ao fim! Se quiser desativar o tema de inverno, você pode pegar a atualização opcional do Google Play. Tenha um dia MUUUito bom e aceite estes diamantes brilhantes como um presente por seu apoio constante ao jogar Hay Day!"
TID_ADVANCED_EVENT_NOTIFICATION_VALENTINES2015,Dê uma olhada no novo evento do Valentine's Day!
TID_DERBY_REWARDS_KEYS_HEADER,Ferraduras obtidas: <NUMBER>
TID_DERBY_REWARDS_KEYS_TEXT,Ganhe pontos de corrida para sua vizinhança e ganhe ferraduras!
TID_DERBY_REWARDS_BUTTON_REROLL,Rearranjar recompensas
TID_DERBY_REWARDS_BUTTON_CONFIRM,<NUMBER>/<TOTAL> resgatar recompensas
TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,Tarefa da colheita
TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,Tarefa dos animais
TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_TITLE,Tarefa de pescaria
TID_NEIGHBORHOOD_TASK_CAR_ORDER_TITLE,Tarefa do pedido do caminhão
TID_NEIGHBORHOOD_TASK_BOAT_ORDER_TITLE,Tarefa do barco
TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_TITLE,Tarefa do visitante da cidade
TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_TITLE,Tarefa de mineração
TID_NEIGHBORHOOD_TASK_PROGRESS_TEXT,<CURRENT> / <REQUIRED>
TID_DERBY_TASK_POPUP_TASK_COMPLETE_TEXT,Concluiu: <TASK>!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT,Não foi possível começar a tarefa.
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED,Você já tem uma tarefa em andamento!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_BY_OTHERS,A tarefa foi selecionada por um vizinho!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_TASK_DISCARDED,A tarefa foi descartada!
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_NO_TASKS_LEFT,Você não tem mais tarefas disponíveis!
TID_NEIGHBORHOOD_TASK_TIME_LEFT_TEXT,<TIME>
TID_TYPE_NEIGHBORHOOD_TASK_DISCARD_FAILED,Não foi possível descartar a tarefa.
TID_NEIGHBORHOOD_TASK_TAKEN,<TIME>
TID_NEIGHBORHOOD_TASK_EXPIRED,Encerrada
TID_NEIGHBORHOOD_TASK_COMPLETED,Concluída
TID_NOTIFICATION_EARN_MORE_KEYS_TO_UNLOCK_REWARD,Ganhe mais <PARAM> pontos da corrida para a vizinhança e desbloqueie esta coluna!
TID_DERBY_CAPACITY,Pontos da corrida da vizinhança: <COUNT>
TID_EASTERTREE_DESCRIPTION,Decoração exclusiva de Páscoa.
TID_EASTERTREE,Árvore de Páscoa
TID_KITTEN_HOUSE,Casa do gatinho
TID_PUPPY_HOUSE,Casa do cachorrinho
TID_KITTEN_HOUSE_DESCRIPTION,Abriga <CAPACITY> gatinhos.
TID_PUPPY_HOUSE_DESCRIPTION,Abriga <CAPACITY> cachorrinhos.
TID_GOLDENWELL,Poço dourado
TID_GOLDENOUTHOUSE,Casinha dourada
TID_GOLDENSWINGSET,Balanço dourado
TID_GOLDENWELL_DESCRIPTION,Decore a sua fazenda.
TID_GOLDENOUTHOUSE_DESCRIPTION,Decore a sua fazenda.
TID_GOLDENSWINGSET_DESCRIPTION,Decore a sua fazenda.
TID_TYPE_NEIGHBORHOOD_TASK_SPEED_UP_FAILED,Não foi possível acelerar a tarefa descartada.
TID_NEIGHBORHOOD_TASK_DISCARDED_WAITING,Esta tarefa ainda não está disponível.
TID_KITTEN1,Gatinho bicolor
TID_KITTEN2,Gatinho malhado
TID_KITTEN3,Gatinho cálico
TID_PUPPY1,Filhote de Retriever
TID_PUPPY2,Filhote de Pinscher
TID_PUPPY3,Filhote de Hound
TID_KITTEN_DESCRIPTION,Alimente para coletar pontos.
TID_PUPPY_DESCRIPTION,Alimente para coletar pontos.
TID_MUSHROOMLOG,Toco com cogumelo
TID_MUSHROOMLOG_DESCRIPTION,Decore a sua fazenda.
TID_DERBY_OVER_TITLE,Recompensas da pista de corrida
TID_DERBY_OVER_TEXT_PRIZE,Sua vizinhança ficou entre as 3 melhores. Parabéns! Estas são as suas recompensas pelo ótimo resultado.
TID_DERBY_OVER_TEXT_NO_PRIZE,"Se a sua vizinhança ficar entre as 3 melhores na próxima corrida, todos ganharão ótimas recompensas!"
TID_DERBY_OVER_BUTTON,Pegar
TID_TYPE_NEIGHBORHOOD_DERBY_CLAIM_THRESHOLD_REWARDS,Você precisa resgatar suas recompensas!
TID_NEIGHBORHOOD_TASK_DISCARDED_WAITING_DONE_TITLE,Nova tarefa
TID_DERBY_REFRESH_TASK_BUTTON,Atualizar
TID_NEIGHBORHOOD_TASK_DISCARDED_WAITING_DONE,Uma nova tarefa está disponível agora. Atualize para vê-la!
TID_DERBY_TASK_HARVEST_WHEAT_TITLE,Colha trigo
TID_DERBY_TASK_HARVEST_CORN_TITLE,Colha milho
TID_DERBY_TASK_HARVEST_SOYBEAN_TITLE,Colha soja
TID_DERBY_TASK_HARVEST_SUGARCANE_TITLE,Colha cana-de-açúcar
TID_DERBY_TASK_HARVEST_CARROT_TITLE,Colha cenouras
TID_DERBY_TASK_HARVEST_INDIGO_TITLE,Colha índigo
TID_DERBY_TASK_HARVEST_PUMPKIN_TITLE,Colha abóboras
TID_DERBY_TASK_HARVEST_COTTON_TITLE,Colha algodão
TID_DERBY_TASK_HARVEST_CHILI_TITLE,Colha pimentas
TID_DERBY_TASK_HARVEST_TOMATO_TITLE,Colha tomates
TID_DERBY_TASK_HARVEST_STRAWBERRY_TITLE,Colha morangos
TID_DERBY_TASK_HARVEST_POTATO_TITLE,Colha batatas
TID_DERBY_TASK_HARVEST_RICE_TITLE,Colha arroz
TID_DERBY_TASK_HARVEST_LETTUCE_TITLE,Colha alface
TID_DERBY_TASK_HARVEST_CHICKEN_TITLE,Recolha os ovos
TID_DERBY_TASK_HARVEST_COW_TITLE,Colete leite
TID_DERBY_TASK_HARVEST_PIG_TITLE,Colete bacon
TID_DERBY_TASK_HARVEST_SHEEP_TITLE,Colete lã
TID_DERBY_TASK_HARVEST_GOAT_TITLE,Colete leite de cabra
TID_DERBY_TASK_HARVEST_WHEAT_DESCRIPTION,Colha trigo de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_CORN_DESCRIPTION,Colha milho de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_SOYBEAN_DESCRIPTION,Colha soja de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_SUGARCANE_DESCRIPTION,Colha cana-de-açúcar de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_CARROT_DESCRIPTION,Colha cenoura de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_INDIGO_DESCRIPTION,Colha índigo de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_PUMPKIN_DESCRIPTION,Colha abóbora de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_COTTON_DESCRIPTION,Colha algodão de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_CHILI_DESCRIPTION,Colha pimenta de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_TOMATO_DESCRIPTION,Colha tomate de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_STRAWBERRY_DESCRIPTION,Colha morango de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_POTATO_DESCRIPTION,Colha batata de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_RICE_DESCRIPTION,Colha arroz de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_LETTUCE_DESCRIPTION,Colha alface de <NUMBER> campos.
TID_DERBY_TASK_HARVEST_CHICKEN_DESCRIPTION,Colete <NUMBER> ovos.
TID_DERBY_TASK_HARVEST_COW_DESCRIPTION,Colete <NUMBER> jarras de leite.
TID_DERBY_TASK_HARVEST_PIG_DESCRIPTION,Colete <NUMBER> fatias de bacon.
TID_DERBY_TASK_HARVEST_SHEEP_DESCRIPTION,Colete <NUMBER> lãs.
TID_DERBY_TASK_HARVEST_GOAT_DESCRIPTION,Colete <NUMBER> litros de leite de cabra.
TID_NOTIFICATIONS_SETTINGS_DERBY,Notificações da corrida
TID_NOTIFICATION_DERBY_TASK_ENDING,A sua tarefa da corrida vai expirar!
TID_NOTIFICATION_DERBY_ENDING,A corrida desta semana vai acabar cedo. Complete as tarefas restantes!
TID_NOTIFICATION_DERBY_ENDED,A corrida da semana passada acabou!
TID_NOTIFICATION_DERBY_STARTED,"Uma nova corrida começou, venha participar!"
